mode,scenario,wind_scenario,linear_error_m,rotation_error_deg,engagement_duration_s,drone_x,drone_y,target_x,target_y
gimbal,static,none,0.0547,0.02,15.88,10.0102,-0.0537,10.0000,0.0000
