mode,scenario,wind_scenario,linear_error_m,rotation_error_deg,engagement_duration_s,drone_x,drone_y,target_x,target_y
static,stdynamic,gust1,0.0268,0.04,11.80,10.0206,0.0170,10.0000,0.0000
