time_ms,mode,scenario,linear_error_m,rotation_error_deg,engagement_duration_s,drone_x,drone_y,target_x,target_y,altitude_m,state,last_cmd_pitch,last_cmd_roll,last_cmd_yaw_vel,last_cmd_thrust
75,gimbal,static,3.0880,0.03,0.08,6.9121,0.0324,10.0000,0.0000,1.836,SEARCH,1.5637,-0.0161,0.0000,-0.0491
175,gimbal,static,2.9934,0.03,0.18,7.0068,0.0331,10.0000,0.0000,1.846,SEARCH,1.5163,-0.0164,0.0000,-0.0462
275,gimbal,static,2.8916,0.03,0.28,7.1086,0.0337,10.0000,0.0000,1.854,SEARCH,1.4653,-0.0167,0.0000,-0.0437
375,gimbal,static,2.7978,0.03,0.38,7.2025,0.0341,10.0000,0.0000,1.862,DESCEND_TO_LOW,0.5572,-0.0181,-0.0160,0.3000
475,gimbal,static,2.6965,0.03,0.48,7.3037,0.0342,10.0000,0.0000,1.867,DESCEND_TO_LOW,0.5036,-0.0179,-0.0164,0.3000
575,gimbal,static,2.6049,0.03,0.58,7.3953,0.0343,10.0000,0.0000,1.864,DESCEND_TO_LOW,0.3801,-0.0200,-0.0192,0.3000
675,gimbal,static,2.5109,0.03,0.68,7.4894,0.0345,10.0000,0.0000,1.855,DESCEND_TO_LOW,0.3822,-0.0201,-0.0192,0.3000
775,gimbal,static,2.4314,0.03,0.78,7.5688,0.0345,10.0000,0.0000,1.843,DESCEND_TO_LOW,0.2196,-0.0194,0.0132,0.3000
875,gimbal,static,2.3531,0.03,0.88,7.6471,0.0345,10.0000,0.0000,1.827,DESCEND_TO_LOW,0.2216,-0.0196,0.0132,0.3000
975,gimbal,static,2.2884,0.03,0.98,7.7119,0.0344,10.0000,0.0000,1.809,DESCEND_TO_LOW,0.1285,-0.0187,0.0112,0.3000
1075,gimbal,static,2.2259,0.03,1.08,7.7743,0.0339,10.0000,0.0000,1.789,DESCEND_TO_LOW,0.1299,-0.0190,0.0112,0.3000
1175,gimbal,static,2.1714,0.02,1.18,7.8289,0.0332,10.0000,0.0000,1.761,DESCEND_TO_LOW,0.1095,-0.0185,0.0092,0.3000
1275,gimbal,static,2.1277,0.01,1.28,7.8726,0.0316,10.0000,0.0000,1.740,DESCEND_TO_LOW,0.1101,-0.0183,-0.0196,0.3000
1375,gimbal,static,2.0892,0.01,1.38,7.9110,0.0298,10.0000,0.0000,1.713,DESCEND_TO_LOW,0.1210,-0.0183,0.0084,0.3000
1475,gimbal,static,2.0520,0.01,1.48,7.9482,0.0282,10.0000,0.0000,1.679,DESCEND_TO_LOW,0.1302,-0.0182,-0.0192,0.3000
1575,gimbal,static,2.0212,0.02,1.58,7.9790,0.0274,10.0000,0.0000,1.646,DESCEND_TO_LOW,0.1491,-0.0159,0.0112,0.3000
1675,gimbal,static,1.9909,0.05,1.68,8.0093,0.0268,10.0000,0.0000,1.615,DESCEND_TO_LOW,0.1642,-0.0136,0.0132,0.3000
1775,gimbal,static,1.9653,0.07,1.78,8.0349,0.0264,10.0000,0.0000,1.578,DESCEND_TO_LOW,0.1923,-0.0136,0.0392,0.3000
1875,gimbal,static,1.9394,0.09,1.88,8.0608,0.0264,10.0000,0.0000,1.545,DESCEND_TO_LOW,0.2147,-0.0159,-0.0164,0.3000
1975,gimbal,static,1.9166,0.11,1.98,8.0836,0.0265,10.0000,0.0000,1.509,DESCEND_TO_LOW,0.2359,-0.0137,0.0116,0.3000
2076,gimbal,static,1.8924,0.13,2.08,8.1078,0.0268,10.0000,0.0000,1.477,HOLD,0.2512,-0.0137,0.0104,0.3000
2175,gimbal,static,1.8694,0.13,2.18,8.1308,0.0269,10.0000,0.0000,1.444,DESCEND_TO_LOW,0.2868,-0.0136,0.0104,0.3000
2276,gimbal,static,1.8433,0.12,2.28,8.1569,0.0275,10.0000,0.0000,1.413,DESCEND_TO_LOW,0.2908,-0.0138,0.0104,0.3000
2375,gimbal,static,1.8178,0.10,2.38,8.1824,0.0277,10.0000,0.0000,1.384,DESCEND_TO_LOW,0.3161,-0.0159,0.0072,0.3000
2475,gimbal,static,1.7885,0.08,2.48,8.2117,0.0274,10.0000,0.0000,1.361,HOLD,0.3200,-0.0181,-0.0184,0.3000
2575,gimbal,static,1.7600,0.04,2.58,8.2402,0.0269,10.0000,0.0000,1.335,DESCEND_TO_LOW,0.3303,-0.0265,-0.0928,0.3000
2675,gimbal,static,1.7282,0.01,2.68,8.2720,0.0262,10.0000,0.0000,1.313,DESCEND_TO_LOW,0.3281,-0.0200,0.0020,0.3000
2775,gimbal,static,1.6979,-0.00,2.78,8.3023,0.0252,10.0000,0.0000,1.285,STABILIZE_LOW,0.3245,-0.0219,-0.0016,0.0854
2875,gimbal,static,1.6644,-0.01,2.88,8.3358,0.0239,10.0000,0.0000,1.264,STABILIZE_LOW,0.3202,-0.0217,-0.0232,0.0791
2975,gimbal,static,1.6331,-0.01,2.98,8.3670,0.0226,10.0000,0.0000,1.246,STABILIZE_LOW,0.3049,-0.0173,0.0228,0.0738
3075,gimbal,static,1.5990,0.00,3.08,8.4011,0.0210,10.0000,0.0000,1.234,STABILIZE_LOW,0.2997,-0.0193,-0.0000,0.0702
3175,gimbal,static,1.5673,0.02,3.18,8.4328,0.0193,10.0000,0.0000,1.226,STABILIZE_LOW,0.2656,-0.0147,0.0040,0.0677
3275,gimbal,static,1.5326,0.04,3.28,8.4675,0.0177,10.0000,0.0000,1.222,STABILIZE_LOW,0.2394,-0.0125,0.0060,0.0666
3375,gimbal,static,1.5012,0.06,3.38,8.4989,0.0165,10.0000,0.0000,1.213,STABILIZE_LOW,0.2167,-0.0103,0.0072,0.0640
3475,gimbal,static,1.4681,0.07,3.48,8.5320,0.0156,10.0000,0.0000,1.207,STABILIZE_LOW,0.1941,-0.0082,0.0096,0.0621
3575,gimbal,static,1.4388,0.08,3.58,8.5613,0.0148,10.0000,0.0000,1.196,STABILIZE_LOW,0.1644,-0.0081,0.0092,0.0589
3675,gimbal,static,1.4099,0.08,3.68,8.5901,0.0137,10.0000,0.0000,1.189,STABILIZE_LOW,0.1400,-0.0080,0.0088,0.0568
3775,gimbal,static,1.3864,0.07,3.78,8.6136,0.0125,10.0000,0.0000,1.181,STABILIZE_LOW,0.1214,-0.0079,-0.0096,0.0543
3875,gimbal,static,1.3645,0.06,3.88,8.6355,0.0112,10.0000,0.0000,1.172,STABILIZE_LOW,0.1138,-0.0059,0.0108,0.0516
3975,gimbal,static,1.3469,0.03,3.98,8.6532,0.0102,10.0000,0.0000,1.164,STABILIZE_LOW,0.1103,-0.0058,0.0104,0.0491
4075,gimbal,static,1.3298,0.01,4.08,8.6702,0.0096,10.0000,0.0000,1.159,STABILIZE_LOW,0.1066,-0.0077,-0.0096,0.0478
4175,gimbal,static,1.3157,-0.02,4.18,8.6844,0.0093,10.0000,0.0000,1.153,STABILIZE_LOW,0.1044,-0.0057,-0.0072,0.0460
4275,gimbal,static,1.3016,-0.03,4.28,8.6984,0.0092,10.0000,0.0000,1.149,STABILIZE_LOW,0.1046,-0.0057,-0.0072,0.0447
4375,gimbal,static,1.2889,-0.04,4.38,8.7111,0.0089,10.0000,0.0000,1.143,STABILIZE_LOW,0.0975,-0.0076,-0.0092,0.0430
4475,gimbal,static,1.2749,-0.05,4.48,8.7251,0.0082,10.0000,0.0000,1.141,STABILIZE_LOW,0.0890,-0.0075,-0.0092,0.0424
4575,gimbal,static,1.2621,-0.04,4.58,8.7379,0.0077,10.0000,0.0000,1.142,STABILIZE_LOW,0.0841,-0.0075,-0.0092,0.0425
4675,gimbal,static,1.2486,-0.03,4.68,8.7514,0.0075,10.0000,0.0000,1.143,STABILIZE_LOW,0.0707,-0.0056,0.0100,0.0429
4775,gimbal,static,1.2364,-0.02,4.78,8.7636,0.0076,10.0000,0.0000,1.140,STABILIZE_LOW,0.0637,-0.0056,0.0096,0.0420
4875,gimbal,static,1.2235,0.00,4.88,8.7765,0.0074,10.0000,0.0000,1.138,STABILIZE_LOW,0.0541,-0.0056,0.0096,0.0413
4975,gimbal,static,1.2118,0.03,4.98,8.7883,0.0070,10.0000,0.0000,1.137,STABILIZE_LOW,0.0425,-0.0037,0.0116,0.0412
5075,gimbal,static,1.1991,0.05,5.08,8.8009,0.0061,10.0000,0.0000,1.136,STABILIZE_LOW,0.0425,-0.0037,0.0116,0.0408
5175,gimbal,static,1.1875,0.06,5.18,8.8125,0.0051,10.0000,0.0000,1.138,STABILIZE_LOW,0.0425,-0.0037,0.0116,0.0413
5275,gimbal,static,1.1755,0.07,5.28,8.8245,0.0038,10.0000,0.0000,1.138,STABILIZE_LOW,0.0425,-0.0038,0.0116,0.0413
5375,gimbal,static,1.1654,0.06,5.38,8.8346,0.0026,10.0000,0.0000,1.136,STABILIZE_LOW,0.0083,-0.0018,-0.0024,0.0409
5475,gimbal,static,1.1551,0.05,5.48,8.8449,0.0015,10.0000,0.0000,1.137,STABILIZE_LOW,-0.0009,0.0000,-0.0156,0.0410
5575,gimbal,static,1.1464,0.03,5.58,8.8536,0.0012,10.0000,0.0000,1.136,STABILIZE_LOW,-0.0099,0.0000,-0.0160,0.0408
5675,gimbal,static,1.1374,0.00,5.68,8.8626,0.0015,10.0000,0.0000,1.139,STABILIZE_LOW,-0.0216,0.0000,-0.0000,0.0416
