time_ms,mode,scenario,wind_scenario,linear_error_m,rotation_error_deg,engagement_duration_s,drone_x,drone_y,target_x,target_y,altitude_m,state
72,gimbal,static,none,3.5322,0.03,0.07,6.4678,0.0087,10.0000,0.0000,1.275,DESCEND_TO_LOW
173,gimbal,static,none,3.4257,0.03,0.17,6.5743,0.0050,10.0000,0.0000,1.267,HOLD
273,gimbal,static,none,3.3431,0.04,0.27,6.6569,0.0022,10.0000,0.0000,1.245,DESCEND_TO_LOW
372,gimbal,static,none,3.2567,0.04,0.37,6.7433,-0.0006,10.0000,0.0000,1.233,DESCEND_TO_LOW
472,gimbal,static,none,3.1703,0.05,0.47,6.8297,-0.0032,10.0000,0.0000,1.214,HOLD
572,gimbal,static,none,3.0988,0.08,0.57,6.9012,-0.0051,10.0000,0.0000,1.195,HOLD
672,gimbal,static,none,3.0324,0.12,0.67,6.9676,-0.0062,10.0000,0.0000,1.191,HOLD
772,gimbal,static,none,2.9817,0.17,0.77,7.0183,-0.0057,10.0000,0.0000,1.190,HOLD
872,gimbal,static,none,2.9382,0.22,0.87,7.0618,-0.0041,10.0000,0.0000,1.191,HOLD
972,gimbal,static,none,2.9073,0.26,0.97,7.0927,-0.0019,10.0000,0.0000,1.192,HOLD
1072,gimbal,static,none,2.8820,0.28,1.07,7.1180,0.0010,10.0000,0.0000,1.192,HOLD
1172,gimbal,static,none,2.8648,0.27,1.17,7.1352,0.0044,10.0000,0.0000,1.192,HOLD
1272,gimbal,static,none,2.8512,0.25,1.27,7.1488,0.0083,10.0000,0.0000,1.190,HOLD
1372,gimbal,static,none,2.8421,0.21,1.37,7.1580,0.0119,10.0000,0.0000,1.188,HOLD
1472,gimbal,static,none,2.8344,0.16,1.47,7.1656,0.0156,10.0000,0.0000,1.186,HOLD
1572,gimbal,static,none,2.8278,0.11,1.57,7.1723,0.0192,10.0000,0.0000,1.184,HOLD
1672,gimbal,static,none,2.8203,0.04,1.67,7.1798,0.0234,10.0000,0.0000,1.182,HOLD
1772,gimbal,static,none,2.8134,0.02,1.77,7.1867,0.0278,10.0000,0.0000,1.180,HOLD
