time_ms,mode,scenario,linear_error_m,rotation_error_deg,engagement_duration_s,drone_x,drone_y,target_x,target_y,altitude_m,state,last_cmd_pitch,last_cmd_roll,last_cmd_yaw_vel,last_cmd_thrust
55,gimbal,dynamic,0.9396,14.19,0.06,0.0239,-0.0400,0.8560,0.3964,2.283,SEARCH,0.0000,0.0000,0.0000,-0.0652
155,gimbal,dynamic,0.9783,14.19,0.16,0.0252,-0.0396,0.8960,0.4063,2.285,SEARCH,0.0000,0.0000,0.0000,-0.0644
255,gimbal,dynamic,1.0173,14.18,0.26,0.0262,-0.0391,0.9359,0.4163,2.288,SEARCH,0.0000,0.0000,0.0000,-0.0636
355,gimbal,dynamic,1.0569,14.17,0.36,0.0266,-0.0385,0.9758,0.4263,2.291,SEARCH,0.0000,0.0000,0.0000,-0.0628
454,gimbal,dynamic,1.0974,14.17,0.45,0.0260,-0.0380,1.0157,0.4363,2.293,SEARCH,0.0000,0.0000,0.0000,-0.0621
555,gimbal,dynamic,1.1389,13.73,0.56,0.0245,-0.0380,1.0555,0.4461,2.296,SEARCH,0.0000,0.0000,0.0000,-0.0613
655,gimbal,dynamic,1.1803,12.80,0.66,0.0231,-0.0381,1.0953,0.4553,2.298,SEARCH,0.0000,0.0000,0.0000,-0.0606
755,gimbal,dynamic,1.2212,11.83,0.76,0.0215,-0.0376,1.1350,0.4638,2.301,SEARCH,0.0000,0.0000,0.0000,-0.0598
855,gimbal,dynamic,1.2620,10.82,0.86,0.0195,-0.0366,1.1747,0.4715,2.303,SEARCH,0.0000,0.0000,0.0000,-0.0592
955,gimbal,dynamic,1.3030,9.76,0.96,0.0169,-0.0353,1.2144,0.4785,2.305,SEARCH,0.0000,0.0000,0.0000,-0.0584
1055,gimbal,dynamic,1.3435,8.67,1.06,0.0145,-0.0335,1.2540,0.4848,2.307,SEARCH,0.0000,0.0000,0.0000,-0.0578
1155,gimbal,dynamic,1.3836,7.55,1.16,0.0120,-0.0314,1.2935,0.4903,2.310,SEARCH,0.0000,0.0000,0.0000,-0.0570
1255,gimbal,dynamic,1.4231,6.39,1.26,0.0100,-0.0295,1.3330,0.4949,2.312,SEARCH,0.0000,0.0000,0.0000,-0.0563
1355,gimbal,dynamic,1.4624,5.20,1.36,0.0079,-0.0275,1.3724,0.4987,2.315,SEARCH,0.0000,0.0000,0.0000,-0.0555
1455,gimbal,dynamic,1.5017,3.98,1.46,0.0055,-0.0251,1.4117,0.5017,2.317,SEARCH,0.0000,0.0000,0.0000,-0.0548
1555,gimbal,dynamic,1.5410,2.73,1.56,0.0028,-0.0230,1.4510,0.5039,2.320,SEARCH,0.0000,0.0000,0.0000,-0.0540
1655,gimbal,dynamic,1.5803,1.46,1.66,0.0000,-0.0211,1.4902,0.5051,2.323,SEARCH,0.0000,0.0000,0.0000,-0.0532
1755,gimbal,dynamic,1.6195,0.18,1.76,-0.0029,-0.0192,1.5293,0.5055,2.325,SEARCH,0.0000,0.0000,0.0000,-0.0524
1855,gimbal,dynamic,1.6579,-1.13,1.86,-0.0052,-0.0174,1.5683,0.5050,2.328,SEARCH,0.0000,0.0000,0.0000,-0.0517
1954,gimbal,dynamic,1.6956,-2.45,1.95,-0.0070,-0.0155,1.6072,0.5036,2.330,SEARCH,0.0000,0.0000,0.0000,-0.0509
2055,gimbal,dynamic,1.7327,-3.77,2.06,-0.0084,-0.0136,1.6461,0.5013,2.333,SEARCH,0.0000,0.0000,0.0000,-0.0502
2155,gimbal,dynamic,1.7693,-5.10,2.16,-0.0095,-0.0115,1.6848,0.4982,2.335,SEARCH,0.0000,0.0000,0.0000,-0.0495
2255,gimbal,dynamic,1.8052,-6.44,2.26,-0.0100,-0.0100,1.7234,0.4941,2.337,SEARCH,0.0000,0.0000,0.0000,-0.0489
2355,gimbal,dynamic,1.8406,-7.77,2.36,-0.0100,-0.0088,1.7620,0.4891,2.339,SEARCH,0.0000,0.0000,0.0000,-0.0482
2454,gimbal,dynamic,1.8755,-9.09,2.45,-0.0096,-0.0082,1.8004,0.4832,2.341,SEARCH,0.0000,0.0000,0.0000,-0.0477
2555,gimbal,dynamic,1.9102,-10.41,2.56,-0.0091,-0.0076,1.8388,0.4764,2.343,SEARCH,0.0000,0.0000,0.0000,-0.0471
2654,gimbal,dynamic,1.9447,-11.72,2.65,-0.0087,-0.0069,1.8770,0.4688,2.345,SEARCH,0.0000,0.0000,0.0000,-0.0466
2755,gimbal,dynamic,1.9793,-13.01,2.76,-0.0086,-0.0061,1.9151,0.4602,2.346,SEARCH,0.0000,0.0000,0.0000,-0.0461
2855,gimbal,dynamic,2.0145,-13.99,2.86,-0.0091,-0.0054,1.9531,0.4509,2.348,SEARCH,0.0000,0.0000,0.0000,-0.0457
2954,gimbal,dynamic,2.0504,-13.99,2.95,-0.0102,-0.0053,1.9909,0.4414,2.349,SEARCH,0.0000,0.0000,0.0000,-0.0452
3055,gimbal,dynamic,2.0865,-13.99,3.06,-0.0113,-0.0059,2.0286,0.4320,2.351,SEARCH,0.0000,0.0000,0.0000,-0.0447
3154,gimbal,dynamic,2.1225,-14.00,3.15,-0.0124,-0.0068,2.0663,0.4226,2.353,SEARCH,0.0000,0.0000,0.0000,-0.0442
3255,gimbal,dynamic,2.1583,-14.00,3.26,-0.0132,-0.0073,2.1037,0.4132,2.355,SEARCH,0.0000,0.0000,0.0000,-0.0436
3355,gimbal,dynamic,2.1937,-14.01,3.36,-0.0137,-0.0077,2.1411,0.4039,2.356,SEARCH,0.0000,0.0000,0.0000,-0.0431
3455,gimbal,dynamic,2.2287,-14.01,3.46,-0.0138,-0.0077,2.1783,0.3946,2.358,SEARCH,0.0000,0.0000,0.0000,-0.0426
3555,gimbal,dynamic,2.2633,-14.01,3.56,-0.0137,-0.0073,2.2153,0.3853,2.360,SEARCH,0.0000,0.0000,0.0000,-0.0420
3655,gimbal,dynamic,2.2979,-14.02,3.66,-0.0136,-0.0062,2.2523,0.3761,2.362,SEARCH,0.0000,0.0000,0.0000,-0.0415
3755,gimbal,dynamic,2.3322,-14.02,3.76,-0.0134,-0.0050,2.2890,0.3669,2.364,SEARCH,0.0000,0.0000,0.0000,-0.0409
3855,gimbal,dynamic,2.3666,-14.03,3.86,-0.0132,-0.0036,2.3257,0.3577,2.365,SEARCH,0.0000,0.0000,0.0000,-0.0404
3954,gimbal,dynamic,2.4006,-14.03,3.95,-0.0126,-0.0022,2.3621,0.3486,2.367,SEARCH,0.0000,0.0000,0.0000,-0.0398
4055,gimbal,dynamic,2.4335,-14.03,4.06,-0.0111,-0.0008,2.3985,0.3395,2.369,SEARCH,0.0000,0.0000,0.0000,-0.0393
4155,gimbal,dynamic,2.4654,-14.03,4.16,-0.0087,0.0012,2.4346,0.3305,2.371,SEARCH,0.0000,0.0000,0.0000,-0.0387
4255,gimbal,dynamic,2.4969,-14.03,4.26,-0.0060,0.0036,2.4706,0.3215,2.373,SEARCH,0.0000,0.0000,0.0000,-0.0382
4355,gimbal,dynamic,2.5278,-14.03,4.36,-0.0027,0.0061,2.5065,0.3125,2.374,SEARCH,0.0000,0.0000,0.0000,-0.0377
4454,gimbal,dynamic,2.5585,-14.03,4.45,0.0008,0.0081,2.5422,0.3036,2.376,SEARCH,0.0000,0.0000,0.0000,-0.0373
4555,gimbal,dynamic,2.5882,-14.03,4.56,0.0052,0.0096,2.5777,0.2947,2.377,STABILIZE_HIGH,0.0000,0.0000,0.0000,-0.0368
4655,gimbal,dynamic,2.6175,-14.02,4.66,0.0100,0.0106,2.6130,0.2859,2.379,STABILIZE_HIGH,0.1487,0.1978,-0.8058,-0.0364
4755,gimbal,dynamic,2.6467,-13.90,4.76,0.0147,0.0123,2.6482,0.2771,2.380,STABILIZE_HIGH,0.1908,0.1992,-0.7992,-0.0359
4855,gimbal,dynamic,2.6744,-13.60,4.86,0.0209,0.0151,2.6832,0.2684,2.382,STABILIZE_HIGH,0.2263,0.2080,-0.7884,-0.0354
4955,gimbal,dynamic,2.6982,-12.98,4.96,0.0305,0.0198,2.7180,0.2596,2.383,STABILIZE_HIGH,0.2808,0.2171,-0.7992,-0.0350
5055,gimbal,dynamic,2.7177,-12.11,5.06,0.0444,0.0257,2.7527,0.2510,2.385,STABILIZE_HIGH,0.3368,0.2386,-0.7458,-0.0346
5155,gimbal,dynamic,2.7341,-10.84,5.16,0.0612,0.0319,2.7872,0.2424,2.386,DESCEND_TO_LOW,0.3713,0.2568,-0.7068,-0.0342
5255,gimbal,dynamic,2.7453,-9.45,5.26,0.0831,0.0390,2.8215,0.2338,2.386,DESCEND_TO_LOW,0.3940,0.2898,-0.7044,0.5000
5355,gimbal,dynamic,2.7551,-7.81,5.36,0.1063,0.0455,2.8556,0.2253,2.360,DESCEND_TO_LOW,0.4188,0.3377,-0.6096,0.5000
5455,gimbal,dynamic,2.7618,-6.04,5.46,0.1326,0.0529,2.8895,0.2168,2.317,DESCEND_TO_LOW,0.4611,0.4003,-0.4980,0.5000
5555,gimbal,dynamic,2.7628,-4.22,5.56,0.1644,0.0623,2.9233,0.2083,2.264,DESCEND_TO_LOW,0.5057,0.4813,-0.3522,0.5000
5655,gimbal,dynamic,2.7621,-2.44,5.66,0.1977,0.0725,2.9569,0.1999,2.212,DESCEND_TO_LOW,0.5137,0.5260,-0.2706,0.5000
