time_ms,mode,scenario,wind_scenario,linear_error_m,rotation_error_deg,engagement_duration_s,drone_x,drone_y,target_x,target_y,altitude_m,state
100,gimbal,dynamic,none,1.2922,1.60,0.10,0.0240,-0.0719,1.3065,-0.2296,4.724,SEARCH
200,gimbal,dynamic,none,1.3388,1.73,0.20,0.0260,-0.0745,1.3561,-0.2272,4.729,SEARCH
300,gimbal,dynamic,none,1.3850,2.06,0.30,0.0284,-0.0783,1.4057,-0.2243,4.733,SEARCH
400,gimbal,dynamic,none,1.4310,2.58,0.40,0.0311,-0.0823,1.4554,-0.2210,4.738,SEARCH
500,gimbal,dynamic,none,1.4772,3.25,0.50,0.0338,-0.0865,1.5052,-0.2172,4.743,SEARCH
600,gimbal,dynamic,none,1.5241,4.02,0.60,0.0358,-0.0904,1.5550,-0.2130,4.746,SEARCH
700,gimbal,dynamic,none,1.5725,4.85,0.70,0.0365,-0.0937,1.6049,-0.2083,4.750,SEARCH
800,gimbal,dynamic,none,1.6220,5.66,0.80,0.0363,-0.0968,1.6548,-0.2031,4.754,SEARCH
900,gimbal,dynamic,none,1.6717,6.48,0.90,0.0359,-0.0994,1.7048,-0.1975,4.758,SEARCH
1000,gimbal,dynamic,none,1.7213,7.23,1.00,0.0358,-0.1015,1.7548,-0.1913,4.762,SEARCH
1100,gimbal,dynamic,none,1.7703,7.93,1.10,0.0364,-0.1023,1.8048,-0.1847,4.765,SEARCH
1200,gimbal,dynamic,none,1.8189,8.56,1.20,0.0375,-0.1016,1.8548,-0.1777,4.769,SEARCH
1300,gimbal,dynamic,none,1.8667,9.13,1.30,0.0394,-0.0992,1.9047,-0.1701,4.772,SEARCH
1400,gimbal,dynamic,none,1.9147,9.64,1.40,0.0412,-0.0954,1.9547,-0.1622,4.775,STABILIZE_5M
1500,gimbal,dynamic,none,1.9629,10.09,1.50,0.0428,-0.0901,2.0047,-0.1537,4.780,STABILIZE_5M
1600,gimbal,dynamic,none,2.0148,10.50,1.60,0.0407,-0.0854,2.0546,-0.1448,4.784,STABILIZE_5M
1700,gimbal,dynamic,none,2.0752,10.82,1.70,0.0299,-0.0824,2.1044,-0.1355,4.787,STABILIZE_5M
1800,gimbal,dynamic,none,2.1500,11.05,1.80,0.0047,-0.0808,2.1542,-0.1257,4.789,STABILIZE_5M
1900,gimbal,dynamic,none,2.2364,11.12,1.90,-0.0321,-0.0804,2.2040,-0.1154,4.790,STABILIZE_5M
2000,gimbal,dynamic,none,2.3402,11.13,2.00,-0.0865,-0.0806,2.2536,-0.1048,4.789,STABILIZE_5M
2100,gimbal,dynamic,none,2.4515,11.04,2.10,-0.1483,-0.0808,2.3032,-0.0937,4.787,STABILIZE_5M
2200,gimbal,dynamic,none,2.5784,10.99,2.20,-0.2258,-0.0801,2.3527,-0.0822,4.785,STABILIZE_5M
