time_ms,scenario,drone_x,drone_y,drone_yaw_rad,rotation_error_deg,altitude_m,pixel_err_x,pixel_err_y,ground_err_m,forward_err_m,lateral_err_m,gimbal_norm,locked,state,last_cmd_pitch,last_cmd_roll,last_cmd_yaw_vel,last_cmd_thrust
6,dynamic,-0.0520,-0.4018,0.0021,23.28,2.291,-1.8052,1.4154,2.2939,-1.8052,1.4154,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0628
107,dynamic,-0.0574,-0.4186,0.0058,0.00,2.292,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.0000,0.0000,0.0000,-0.0625
208,dynamic,-0.0645,-0.4346,0.0091,0.00,2.295,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.0000,0.0000,0.0000,-0.0616
306,dynamic,-0.0715,-0.4505,0.0114,0.00,2.296,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.0000,0.0000,0.0000,-0.0613
406,dynamic,-0.0784,-0.4670,0.0131,23.04,2.300,-0.8621,1.2848,1.5472,-0.8475,1.2945,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0600
506,dynamic,-0.0841,-0.4843,0.0121,22.31,2.302,-0.6191,1.2405,1.3865,-0.6029,1.2485,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0595
606,dynamic,-0.0888,-0.5037,0.0058,20.55,2.306,-0.3650,1.1890,1.2437,-0.3506,1.1933,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0583
706,dynamic,-0.0925,-0.5227,6.2778,18.20,2.305,-0.1317,1.1668,1.1743,-0.1249,1.1676,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0585
807,dynamic,-0.0962,-0.5418,6.2643,18.20,2.307,-0.1317,1.1668,1.1743,-0.1380,1.1661,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0579
914,dynamic,-0.0975,-0.5600,6.2531,12.54,2.307,0.2171,1.0962,1.1175,0.1963,1.1001,0.000,1,STABILIZE_HIGH,0.0000,0.0000,0.0000,-0.0579
1006,dynamic,-0.0967,-0.5742,6.2463,10.20,2.310,0.3116,1.0659,1.1105,0.2793,1.0748,0.000,1,STABILIZE_HIGH,0.2191,0.5842,0.4080,-0.0570
1108,dynamic,-0.0937,-0.5831,6.2468,10.20,2.309,0.3116,1.0659,1.1105,0.2720,1.0767,0.000,1,STABILIZE_HIGH,0.2153,0.5856,0.4080,-0.0574
1209,dynamic,-0.0896,-0.5850,6.2543,6.08,2.312,0.8889,1.0741,1.3942,0.8492,1.1058,0.000,1,STABILIZE_HIGH,0.5291,0.5958,0.2432,-0.0564
1304,dynamic,-0.0798,-0.5783,6.2671,6.08,2.312,0.8889,1.0741,1.3942,0.8575,1.0993,0.000,1,STABILIZE_HIGH,0.5336,0.5922,0.2432,-0.0564
1406,dynamic,-0.0656,-0.5640,0.0008,6.08,2.314,0.8889,1.0741,1.3942,0.8715,1.0883,0.000,1,STABILIZE_HIGH,0.5408,0.5858,0.2432,-0.0559
1512,dynamic,-0.0462,-0.5418,0.0168,6.08,2.311,0.8889,1.0741,1.3942,0.8898,1.0734,0.000,1,DESCEND_TO_LOW,0.5514,0.5784,0.2432,-0.0567
1608,dynamic,-0.0228,-0.5206,0.0290,6.08,2.310,0.8889,1.0741,1.3942,0.9068,1.0590,0.000,1,DESCEND_TO_LOW,0.5609,0.5707,0.2432,0.3000
1705,dynamic,0.0043,-0.4945,0.0393,6.08,2.293,0.8889,1.0741,1.3942,0.9197,1.0479,0.000,1,DESCEND_TO_LOW,0.5722,0.5690,0.2432,0.3000
1805,dynamic,0.0305,-0.4706,0.0469,-6.91,2.261,1.7078,-0.2997,1.7339,1.6947,-0.3665,0.000,1,DESCEND_TO_LOW,1.0000,-0.2260,-0.2764,0.3000
