mode,scenario,wind_scenario,linear_error_m,rotation_error_deg,engagement_duration_s,drone_x,drone_y,target_x,target_y
gimbal,dynamic,none,0.8662,9.72,21.38,4.3144,0.5412,4.9212,-0.0769
