time_ms,scenario,drone_x,drone_y,drone_yaw_rad,rotation_error_deg,altitude_m,pixel_err_x,pixel_err_y,ground_err_m,forward_err_m,lateral_err_m,gimbal_norm,locked,state,last_cmd_pitch,last_cmd_roll,last_cmd_yaw_vel,last_cmd_thrust
19,dynamic,0.0230,0.3826,0.0135,-33.67,1.858,1.3118,-2.8245,3.1142,1.2789,-2.8395,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0426
122,dynamic,0.0273,0.3944,0.0141,-33.67,1.858,1.3118,-2.8245,3.1142,1.2727,-2.8423,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0426
222,dynamic,0.0323,0.4055,0.0152,-33.67,1.861,1.3118,-2.8245,3.1142,1.2714,-2.8429,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0416
324,dynamic,0.0371,0.4169,0.0173,-33.67,1.861,1.3118,-2.8245,3.1142,1.2681,-2.8444,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0417
425,dynamic,0.0421,0.4274,0.0207,-33.67,1.863,1.3118,-2.8245,3.1142,1.2609,-2.8476,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0412
528,dynamic,0.0481,0.4398,0.0240,-22.60,1.863,0.7302,-1.6655,1.8185,0.6938,-1.6810,0.000,1,STABILIZE_HIGH,0.0000,0.0000,0.0000,-0.0411
622,dynamic,0.0562,0.4471,0.0242,-22.60,1.865,0.7302,-1.6655,1.8185,0.6898,-1.6826,0.000,1,STABILIZE_HIGH,0.4290,-0.9501,2.7040,-0.0406
723,dynamic,0.0666,0.4494,0.0247,-22.60,1.863,0.7302,-1.6655,1.8185,0.6897,-1.6826,0.000,1,STABILIZE_HIGH,0.4293,-0.9508,2.7040,-0.0410
821,dynamic,0.0814,0.4452,0.0279,-22.60,1.862,0.7302,-1.6655,1.8185,0.6885,-1.6831,0.000,1,STABILIZE_HIGH,0.4288,-0.9515,2.7040,-0.0413
919,dynamic,0.1009,0.4302,0.0366,-22.60,1.859,0.7302,-1.6655,1.8185,0.6811,-1.6862,0.000,1,STABILIZE_HIGH,0.4255,-0.9549,2.7040,-0.0422
1021,dynamic,0.1270,0.4054,0.0541,-17.27,1.857,2.4075,-2.1623,3.2360,2.3212,-2.2547,0.000,1,STABILIZE_HIGH,1.0000,-1.0000,2.4908,-0.0428
1121,dynamic,0.1603,0.3735,0.0777,-17.27,1.852,2.4075,-2.1623,3.2360,2.2764,-2.2999,0.000,1,DESCEND_TO_LOW,1.0000,-1.0000,2.4908,0.3000
1226,dynamic,0.2005,0.3430,0.1060,0.00,1.846,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,HOLD,1.0000,-1.0000,2.4908,0.3000
1321,dynamic,0.2493,0.3073,0.1358,0.00,1.815,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,HOLD,0.9517,-0.9517,2.3705,-0.0092
1420,dynamic,0.3109,0.2704,0.1673,0.00,1.782,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,HOLD,0.9022,-0.9022,2.2472,-0.0191
1522,dynamic,0.3798,0.2306,0.2021,0.00,1.765,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,HOLD,0.8514,-0.8514,2.1208,-0.0243
1621,dynamic,0.4535,0.1907,0.2377,0.00,1.753,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,HOLD,0.8018,-0.8018,1.9971,-0.0278
1721,dynamic,0.5325,0.1489,0.2722,0.00,1.742,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,HOLD,0.7523,-0.7523,1.8738,-0.0312
1820,dynamic,0.6174,0.1081,0.3077,0.00,1.735,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,HOLD,0.7027,-0.7027,1.7502,-0.0333
1921,dynamic,0.7043,0.0671,0.3449,0.00,1.726,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,HOLD,0.6522,-0.6522,1.6244,-0.0360
2022,dynamic,0.7939,0.0261,0.3824,0.00,1.719,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,HOLD,0.6018,-0.6018,1.4990,-0.0379
2120,dynamic,0.8826,-0.0138,0.4178,0.00,1.712,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,HOLD,0.5521,-0.5521,1.3751,-0.0402
2220,dynamic,0.9747,-0.0524,0.4524,0.00,1.709,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,HOLD,0.5024,-0.5024,1.2514,-0.0410
2321,dynamic,1.0639,-0.0889,0.4858,0.00,1.703,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,HOLD,0.0000,0.0000,0.0000,0.3000
2422,dynamic,1.1508,-0.1242,0.5167,0.00,1.686,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,HOLD,0.0000,0.0000,0.0000,0.3000
