time_ms,scenario,drone_x,drone_y,drone_yaw_rad,rotation_error_deg,altitude_m,pixel_err_x,pixel_err_y,ground_err_m,forward_err_m,lateral_err_m,gimbal_norm,locked,state,last_cmd_pitch,last_cmd_roll,last_cmd_yaw_vel,last_cmd_thrust
95,static,0.9358,0.3510,0.0113,32.23,1.958,4.7986,6.0265,7.7036,4.8610,5.9763,0.000,1,SEARCH,0.2035,0.0000,0.0000,0.1374
198,static,0.9476,0.3624,0.0137,0.00,1.962,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.2031,0.0000,0.0000,0.1387
293,static,0.9566,0.3727,0.0137,0.00,1.967,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.2024,0.0000,0.0000,0.1400
395,static,0.9673,0.3835,0.0168,0.00,1.973,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.2020,0.0000,0.0000,0.1418
504,static,0.9762,0.3969,0.0215,0.00,1.976,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.2015,0.0000,0.0000,0.1429
593,static,0.9890,0.4079,0.0227,0.00,1.980,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.2010,0.0000,0.0000,0.1440
693,static,0.9987,0.4227,0.0239,0.00,1.983,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.2004,0.0000,0.0000,0.1450
797,static,1.0102,0.4383,0.0224,0.00,1.987,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.1998,0.0000,0.0000,0.1460
893,static,1.0196,0.4566,0.0207,0.00,1.990,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.1993,0.0000,0.0000,0.1470
993,static,1.0304,0.4732,0.0190,0.00,1.993,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.1988,0.0000,0.0000,0.1479
1093,static,1.0388,0.4940,0.0169,0.00,1.997,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.1983,0.0000,0.0000,0.1492
1197,static,1.0499,0.5127,0.0130,0.00,2.001,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.1979,0.0000,0.0000,0.1503
1295,static,1.0582,0.5362,0.0101,0.00,2.003,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.1974,0.0000,0.0000,0.1510
1394,static,1.0694,0.5595,0.0100,0.00,2.008,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.1969,0.0000,0.0000,0.1525
1493,static,1.0795,0.5828,0.0073,0.00,2.008,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.1963,0.0000,0.0000,0.1523
1595,static,1.0939,0.6104,0.0059,0.00,2.008,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.1959,0.0000,0.0000,0.1525
1694,static,1.1081,0.6392,0.0055,0.00,2.009,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.1950,0.0000,0.0000,0.1526
1797,static,1.1243,0.6656,0.0057,0.00,2.011,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.1943,0.0000,0.0000,0.1532
1893,static,1.1385,0.6934,0.0044,0.00,2.008,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.1935,0.0000,0.0000,0.1525
2001,static,1.1542,0.7190,0.0068,0.00,2.008,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.1928,0.0000,0.0000,0.1525
2100,static,1.1697,0.7411,0.0074,0.00,2.011,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.1920,0.0000,0.0000,0.1533
2193,static,1.1866,0.7604,0.0075,0.00,2.015,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.1912,0.0000,0.0000,0.1544
2293,static,1.2001,0.7790,0.0105,0.00,2.017,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.1904,0.0000,0.0000,0.1552
2402,static,1.2132,0.7969,0.0134,0.00,2.019,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.1899,0.0000,0.0000,0.1557
2494,static,1.2234,0.8162,0.0178,0.00,2.020,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.1891,0.0000,0.0000,0.1561
2593,static,1.2337,0.8327,0.0219,0.00,2.019,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.1886,0.0000,0.0000,0.1557
2699,static,1.2433,0.8521,0.0261,0.00,2.018,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.1882,0.0000,0.0000,0.1553
2793,static,1.2523,0.8702,0.0291,0.00,2.016,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.1876,0.0000,0.0000,0.1549
2897,static,1.2600,0.8897,0.0312,0.00,2.016,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.1873,0.0000,0.0000,0.1547
2998,static,1.2688,0.9077,0.0283,0.00,2.015,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.1868,0.0000,0.0000,0.1546
