time_ms,scenario,drone_x,drone_y,drone_yaw_rad,rotation_error_deg,altitude_m,pixel_err_x,pixel_err_y,ground_err_m,forward_err_m,lateral_err_m,gimbal_norm,locked,state,last_cmd_pitch,last_cmd_roll,last_cmd_yaw_vel,last_cmd_thrust
66,dynamic,-0.0221,-0.3488,0.0005,20.30,1.947,0.0635,2.2766,2.2775,0.0655,2.2765,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0159
164,dynamic,-0.0192,-0.3623,6.2815,20.54,1.951,0.1333,1.9131,1.9177,0.1313,1.9132,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0147
265,dynamic,-0.0169,-0.3762,6.2795,19.36,1.954,0.2180,1.6106,1.6253,0.2129,1.6113,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0138
370,dynamic,-0.0135,-0.3903,6.2776,19.54,1.958,0.2961,1.4400,1.4701,0.2886,1.4415,0.000,1,STABILIZE_HIGH,0.2104,0.7481,0.7816,-0.0125
467,dynamic,-0.0092,-0.4020,6.2764,17.61,1.959,0.4667,1.1605,1.2509,0.4591,1.1636,0.000,1,STABILIZE_HIGH,0.2979,0.6031,0.7044,-0.0123
562,dynamic,-0.0018,-0.4106,6.2784,15.62,1.963,0.6676,1.0350,1.2316,0.6617,1.0387,0.000,1,STABILIZE_HIGH,0.4011,0.5357,0.6248,-0.0112
666,dynamic,0.0090,-0.4140,0.0030,12.75,1.963,1.3213,1.0896,1.7127,1.3224,1.0884,0.000,1,STABILIZE_HIGH,0.7391,0.5578,0.5100,-0.0111
763,dynamic,0.0249,-0.4105,0.0171,11.35,1.966,1.7344,0.9699,1.9872,1.7471,0.9469,0.000,1,STABILIZE_HIGH,0.9548,0.4831,0.4540,-0.0102
864,dynamic,0.0459,-0.4032,0.0303,8.62,1.965,1.9090,0.8460,2.0881,1.9305,0.7957,0.000,1,STABILIZE_HIGH,1.0000,0.4032,0.3448,-0.0106
964,dynamic,0.0794,-0.3889,0.0498,6.41,1.965,2.4346,0.6689,2.5248,2.4618,0.5605,0.000,1,DESCEND_TO_LOW,1.0000,0.2805,0.2564,0.3000
1066,dynamic,0.1128,-0.3785,0.0657,2.77,1.960,2.8212,0.4530,2.8574,2.8439,0.2771,0.000,1,DESCEND_TO_LOW,1.0000,0.1322,0.1108,0.3000
1163,dynamic,0.1581,-0.3647,0.0839,-0.25,1.942,2.9492,0.2036,2.9562,2.9561,-0.0248,0.000,1,DESCEND_TO_LOW,1.0000,-0.0261,-0.0100,0.3000
1263,dynamic,0.2100,-0.3556,0.1010,-3.35,1.906,3.0356,-0.0627,3.0363,3.0150,-0.3586,0.000,1,DESCEND_TO_LOW,1.0000,-0.2067,-0.1340,0.3000
1364,dynamic,0.2694,-0.3480,0.1148,-7.45,1.876,3.2053,-0.3726,3.2268,3.1452,-0.7213,0.000,1,DESCEND_TO_LOW,1.0000,-0.4104,-0.2980,0.3000
1462,dynamic,0.3352,-0.3479,0.1231,-10.17,1.836,3.3362,-0.6782,3.4044,3.2287,-1.0797,0.000,1,DESCEND_TO_LOW,1.0000,-0.6205,-0.4068,0.3000
1564,dynamic,0.4070,-0.3541,0.1243,-10.17,1.808,3.3362,-0.6782,3.4044,3.2261,-1.0875,0.000,1,DESCEND_TO_LOW,1.0000,-0.6346,-0.4068,0.3000
1664,dynamic,0.4922,-0.3698,0.1192,0.00,1.771,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,HOLD,0.8984,-0.5701,-0.3655,-0.0065
1763,dynamic,0.5742,-0.3917,0.1090,-20.08,1.740,3.1676,-1.3727,3.4522,2.9946,-1.7177,0.000,1,DESCEND_TO_LOW,1.0000,-1.0000,-0.8032,0.3000
1864,dynamic,0.6332,-0.4122,0.1005,-21.01,1.719,3.0967,-1.4404,3.4153,2.9336,-1.7488,0.000,1,DESCEND_TO_LOW,1.0000,-1.0000,-0.8404,0.3000
1963,dynamic,0.7371,-0.4545,0.0836,-24.04,1.693,2.6921,-1.4890,3.0765,2.5497,-1.7216,0.000,1,DESCEND_TO_LOW,1.0000,-1.0000,-0.9616,0.3000
2063,dynamic,0.8270,-0.4961,0.0627,-26.36,1.650,2.6358,-1.6411,3.1050,2.5198,-1.8142,0.000,1,DESCEND_TO_LOW,1.0000,-1.0000,-1.0544,0.3000
2164,dynamic,0.9179,-0.5449,0.0378,-27.69,1.617,2.6458,-1.7515,3.1730,2.5629,-1.8707,0.000,1,DESCEND_TO_LOW,1.0000,-1.0000,-1.1076,0.3000
2265,dynamic,1.0174,-0.6072,0.0070,-28.06,1.571,2.6172,-1.8391,3.1987,2.5878,-1.8801,0.000,1,DESCEND_TO_LOW,1.0000,-1.0000,-1.1224,0.3000
2363,dynamic,1.1085,-0.6694,6.2597,-29.16,1.541,2.6003,-1.9312,3.2390,2.6215,-1.9022,0.000,1,DESCEND_TO_LOW,1.0000,-1.0000,-1.1664,0.3000
2463,dynamic,1.2018,-0.7358,6.2315,-29.43,1.499,2.5646,-2.0227,3.2663,2.6479,-1.9124,0.000,1,DESCEND_TO_LOW,1.0000,-1.0000,-1.1772,0.3000
2564,dynamic,1.2947,-0.8069,6.2006,-30.23,1.454,2.4908,-2.1127,3.2661,2.6451,-1.9160,0.000,1,DESCEND_TO_LOW,1.0000,-1.0000,-1.2092,0.3000
2664,dynamic,1.3875,-0.8832,6.1676,-31.52,1.405,2.5733,-2.3120,3.4594,2.8050,-2.0247,0.000,1,DESCEND_TO_LOW,1.0000,-1.0000,-1.2608,0.3000
2762,dynamic,1.4790,-0.9633,6.1374,-31.70,1.364,2.7031,-2.6312,3.7723,3.0362,-2.2387,0.000,1,DESCEND_TO_LOW,1.0000,-1.0000,-1.2680,0.3000
2867,dynamic,1.5685,-1.0489,6.1086,-31.70,1.319,2.7031,-2.6312,3.7723,3.1054,-2.1417,0.000,1,DESCEND_TO_LOW,1.0000,-1.0000,-1.2680,0.3000
2967,dynamic,1.6568,-1.1377,6.0720,-29.85,1.278,2.7248,-2.9040,3.9821,3.2499,-2.3012,0.000,1,STABILIZE_LOW,1.0000,-1.0000,-1.1940,0.3000
3063,dynamic,1.7448,-1.2315,6.0383,-29.08,1.238,2.6797,-2.9912,4.0160,3.3025,-2.2850,0.000,1,STABILIZE_LOW,1.0000,-1.0000,-1.1632,0.0713
3163,dynamic,1.8303,-1.3279,6.0093,-29.08,1.201,2.6797,-2.9912,4.0160,3.3726,-2.1803,0.000,1,STABILIZE_LOW,1.0000,-1.0000,-1.1632,0.0603
3264,dynamic,1.9131,-1.4273,5.9791,-27.74,1.184,2.5927,-3.0452,3.9995,3.3593,-2.1705,0.000,1,STABILIZE_LOW,1.0000,-1.0000,-1.1096,0.0551
3362,dynamic,1.9939,-1.5296,5.9472,-26.27,1.162,2.2780,-2.7712,3.5873,3.0521,-1.8852,0.000,1,STABILIZE_LOW,1.0000,-1.0000,-1.0508,0.0487
3469,dynamic,2.0729,-1.6371,5.9153,-26.27,1.142,2.2780,-2.7712,3.5873,3.1101,-1.7878,0.000,1,STABILIZE_LOW,1.0000,-1.0000,-1.0508,0.0426
3567,dynamic,2.1419,-1.7345,5.8800,-21.62,1.125,2.1788,-2.5426,3.3484,2.9910,-1.5051,0.000,1,STABILIZE_LOW,1.0000,-1.0000,-0.8648,0.0376
3662,dynamic,2.2232,-1.8581,5.8430,-16.85,1.108,1.9376,-2.2006,2.9321,2.6802,-1.1888,0.000,1,STABILIZE_LOW,1.0000,-0.9717,-0.6740,0.0323
3762,dynamic,2.2944,-1.9708,5.8085,-14.34,1.094,1.6137,-1.6353,2.2975,2.1767,-0.7352,0.000,1,STABILIZE_LOW,1.0000,-0.6179,-0.5736,0.0283
3871,dynamic,2.3637,-2.0842,5.7786,-14.34,1.076,1.6137,-1.6353,2.2975,2.2002,-0.6614,0.000,1,STABILIZE_LOW,1.0000,-0.5642,-0.5736,0.0228
3963,dynamic,2.4310,-2.1957,5.7509,-9.35,1.064,1.1607,-0.8950,1.4657,1.4536,-0.1878,0.000,1,STABILIZE_LOW,1.0000,-0.1839,-0.3740,0.0191
4063,dynamic,2.4988,-2.3047,5.7258,-5.78,1.049,0.9677,-0.5056,1.0918,1.0890,0.0779,-0.008,1,TERMINAL_LAND,0.9612,0.0326,-0.2312,0.0000
4164,dynamic,2.5671,-2.4080,5.7057,-5.78,1.042,0.9677,-0.5056,1.0918,1.0876,0.0956,-0.028,1,TERMINAL_LAND,0.9628,0.0469,-0.2312,0.0000
