time_ms,mode,scenario,wind_scenario,linear_error_m,rotation_error_deg,engagement_duration_s,drone_x,drone_y,target_x,target_y,altitude_m,state
100,gimbal,dynamic,none,1.3183,13.69,0.10,-0.0545,-0.0053,1.2481,-0.2079,4.651,SEARCH
200,gimbal,dynamic,none,1.3557,13.75,0.20,-0.0555,0.0010,1.2851,-0.2010,4.658,SEARCH
300,gimbal,dynamic,none,1.3934,13.65,0.30,-0.0571,0.0079,1.3216,-0.1936,4.666,SEARCH
400,gimbal,dynamic,none,1.4302,13.67,0.40,-0.0584,0.0138,1.3577,-0.1856,4.673,SEARCH
500,gimbal,dynamic,none,1.4657,13.75,0.50,-0.0593,0.0177,1.3934,-0.1771,4.680,SEARCH
600,gimbal,dynamic,none,1.5003,14.08,0.60,-0.0599,0.0203,1.4286,-0.1681,4.687,SEARCH
700,gimbal,dynamic,none,1.5339,14.62,0.70,-0.0601,0.0212,1.4633,-0.1586,4.693,SEARCH
800,gimbal,dynamic,none,1.5661,15.40,0.80,-0.0594,0.0207,1.4976,-0.1485,4.699,SEARCH
900,gimbal,dynamic,none,1.5971,16.36,0.90,-0.0580,0.0190,1.5314,-0.1379,4.705,SEARCH
1000,gimbal,dynamic,none,1.6263,17.48,1.00,-0.0554,0.0161,1.5647,-0.1268,4.711,SEARCH
1100,gimbal,dynamic,none,1.6551,18.72,1.10,-0.0525,0.0130,1.5975,-0.1152,4.717,SEARCH
1200,gimbal,dynamic,none,1.6832,20.00,1.20,-0.0494,0.0101,1.6299,-0.1031,4.722,SEARCH
1300,gimbal,dynamic,none,1.7118,21.33,1.30,-0.0471,0.0077,1.6618,-0.0906,4.728,SEARCH
1400,gimbal,dynamic,none,1.7405,22.61,1.40,-0.0452,0.0061,1.6932,-0.0776,4.733,SEARCH
1500,gimbal,dynamic,none,1.7694,23.88,1.50,-0.0439,0.0057,1.7242,-0.0641,4.738,SEARCH
1600,gimbal,dynamic,none,1.7982,25.07,1.60,-0.0427,0.0062,1.7546,-0.0502,4.744,SEARCH
1700,gimbal,dynamic,none,1.8270,26.19,1.70,-0.0419,0.0071,1.7846,-0.0359,4.749,STABILIZE_5M
1800,gimbal,dynamic,none,1.8554,26.94,1.80,-0.0412,0.0077,1.8141,-0.0212,4.754,STABILIZE_5M
1900,gimbal,dynamic,none,1.8852,26.92,1.90,-0.0421,0.0082,1.8430,-0.0067,4.760,STABILIZE_5M
2000,gimbal,dynamic,none,1.9217,26.78,2.00,-0.0502,0.0080,1.8715,0.0075,4.765,STABILIZE_5M
2100,gimbal,dynamic,none,1.9678,26.47,2.10,-0.0683,0.0073,1.8995,0.0215,4.769,STABILIZE_5M
2200,gimbal,dynamic,none,2.0293,25.90,2.20,-0.1021,0.0061,1.9270,0.0352,4.771,STABILIZE_5M
2300,gimbal,dynamic,none,2.1019,25.02,2.30,-0.1475,0.0055,1.9540,0.0487,4.771,STABILIZE_5M
2400,gimbal,dynamic,none,2.1910,24.01,2.40,-0.2098,0.0055,1.9805,0.0620,4.770,STABILIZE_5M
2500,gimbal,dynamic,none,2.2852,22.74,2.50,-0.2777,0.0064,2.0065,0.0750,4.768,STABILIZE_5M
2600,gimbal,dynamic,none,2.3874,21.51,2.60,-0.3541,0.0088,2.0320,0.0877,4.767,STABILIZE_5M
2700,gimbal,dynamic,none,2.5021,20.17,2.70,-0.4436,0.0113,2.0569,0.1002,4.766,STABILIZE_5M
2800,gimbal,dynamic,none,2.6128,19.00,2.80,-0.5294,0.0120,2.0814,0.1125,4.767,STABILIZE_5M
2900,gimbal,dynamic,none,2.7280,17.80,2.90,-0.6201,0.0080,2.1054,0.1244,4.771,STABILIZE_5M
3000,gimbal,dynamic,none,2.8356,16.98,3.00,-0.7033,-0.0021,2.1289,0.1362,4.779,STABILIZE_5M
3100,gimbal,dynamic,none,2.9315,16.25,3.10,-0.7751,-0.0160,2.1519,0.1477,4.784,STABILIZE_5M
3200,gimbal,dynamic,none,3.0312,15.53,3.20,-0.8506,-0.0349,2.1744,0.1589,4.790,STABILIZE_5M
3300,gimbal,dynamic,none,3.1218,14.97,3.30,-0.9173,-0.0554,2.1964,0.1699,4.796,STABILIZE_5M
3400,gimbal,dynamic,none,3.2156,14.42,3.40,-0.9870,-0.0809,2.2179,0.1807,4.801,STABILIZE_5M
3500,gimbal,dynamic,none,3.3041,13.81,3.50,-1.0517,-0.1067,2.2389,0.1912,4.803,DESCEND_TO_1M
3600,gimbal,dynamic,none,3.4001,13.17,3.60,-1.1237,-0.1372,2.2594,0.2015,4.802,DESCEND_TO_1M
3700,gimbal,dynamic,none,3.4922,12.46,3.70,-1.1922,-0.1672,2.2795,0.2115,4.773,DESCEND_TO_1M
3800,gimbal,dynamic,none,3.5931,11.83,3.80,-1.2691,-0.2014,2.2990,0.2212,4.722,DESCEND_TO_1M
3900,gimbal,dynamic,none,3.6900,11.23,3.90,-1.3425,-0.2343,2.3181,0.2308,4.669,DESCEND_TO_1M
4000,gimbal,dynamic,none,3.7960,10.79,4.00,-1.4247,-0.2717,2.3366,0.2400,4.609,DESCEND_TO_1M
4100,gimbal,dynamic,none,3.8973,10.47,4.10,-1.5026,-0.3075,2.3547,0.2491,4.555,DESCEND_TO_1M
4200,gimbal,dynamic,none,4.0067,10.30,4.20,-1.5882,-0.3484,2.3723,0.2579,4.495,DESCEND_TO_1M
4300,gimbal,dynamic,none,4.1101,10.25,4.30,-1.6682,-0.3879,2.3894,0.2665,4.441,DESCEND_TO_1M
