time_ms,scenario,drone_x,drone_y,drone_yaw_rad,rotation_error_deg,altitude_m,pixel_err_x,pixel_err_y,ground_err_m,forward_err_m,lateral_err_m,gimbal_norm,locked,state,last_cmd_pitch,last_cmd_roll,last_cmd_yaw_vel,last_cmd_thrust
14,dynamic,0.0461,0.8545,0.0283,84.80,1.917,0.1742,6.4301,6.4325,0.3274,6.4242,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.1252
114,dynamic,0.0419,0.8771,0.0342,84.80,1.931,0.1742,6.4301,6.4325,0.3729,6.4217,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.1293
215,dynamic,0.0395,0.8999,0.0379,84.80,1.944,0.1742,6.4301,6.4325,0.4038,6.4198,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.1331
314,dynamic,0.0397,0.9216,0.0405,84.80,1.957,0.1742,6.4301,6.4325,0.4256,6.4184,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.1371
414,dynamic,0.0412,0.9427,0.0436,84.80,1.969,0.1742,6.4301,6.4325,0.4403,6.4174,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.1407
514,dynamic,0.0445,0.9633,0.0475,84.80,1.981,0.1742,6.4301,6.4325,0.4635,6.4158,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.1443
614,dynamic,0.0491,0.9824,0.0513,84.80,1.991,0.1742,6.4301,6.4325,0.4873,6.4140,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.1474
716,dynamic,0.0539,1.0010,0.0540,84.15,2.000,-0.2559,5.4147,5.4207,0.0338,5.4206,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.1499
814,dynamic,0.0593,1.0192,0.0514,84.15,2.002,-0.2559,5.4147,5.4207,0.0361,5.4206,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.1507
914,dynamic,0.0654,1.0353,0.0449,84.15,2.003,-0.2559,5.4147,5.4207,0.0097,5.4207,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.1509
1015,dynamic,0.0721,1.0490,0.0348,84.15,2.007,-0.2559,5.4147,5.4207,-0.0348,5.4206,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.1522
1114,dynamic,0.0793,1.0617,0.0242,84.15,2.014,-0.2559,5.4147,5.4207,-0.0881,5.4200,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.1543
1216,dynamic,0.0868,1.0724,0.0136,84.15,2.023,-0.2559,5.4147,5.4207,-0.1471,5.4187,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.1570
1315,dynamic,0.0948,1.0823,0.0039,84.15,2.032,-0.2559,5.4147,5.4207,-0.2025,5.4169,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.1595
1416,dynamic,0.1026,1.0891,6.2805,84.15,2.039,-0.2559,5.4147,5.4207,-0.2501,5.4149,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.1617
1514,dynamic,0.1134,1.0961,6.2710,83.61,2.046,-0.0839,5.4727,5.4733,-0.1233,5.4719,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.1638
1615,dynamic,0.1234,1.1005,6.2645,83.61,2.053,-0.0839,5.4727,5.4733,-0.1659,5.4708,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.1658
1715,dynamic,0.1342,1.1041,6.2617,83.61,2.060,-0.0839,5.4727,5.4733,-0.1952,5.4698,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.1681
