mode,scenario,wind_scenario,linear_error_m,rotation_error_deg,engagement_duration_s,drone_x,drone_y,target_x,target_y
static,dynamic,none,0.0753,-23.79,13.52,3.4081,0.9865,3.3446,0.9459
