mode,scenario,wind_scenario,linear_error_m,rotation_error_deg,engagement_duration_s,drone_x,drone_y,target_x,target_y
static,dynamic,gust1,3.2746,18.80,43.10,14.9826,4.5186,14.0626,1.3759
