time_ms,scenario,drone_x,drone_y,drone_yaw_rad,rotation_error_deg,altitude_m,pixel_err_x,pixel_err_y,ground_err_m,forward_err_m,lateral_err_m,gimbal_norm,locked,state,last_cmd_pitch,last_cmd_roll,last_cmd_yaw_vel,last_cmd_thrust
85,dynamic,0.0536,-0.0861,6.2476,20.70,2.212,-1.6420,1.0860,1.9687,-1.6813,1.0241,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0864
183,dynamic,0.0535,-0.0878,6.2509,0.00,2.215,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.0000,0.0000,0.0000,-0.0854
286,dynamic,0.0529,-0.0894,6.2555,19.74,2.214,-1.2992,1.0250,1.6548,-1.3295,0.9854,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0858
384,dynamic,0.0518,-0.0909,6.2592,19.72,2.216,-1.1370,0.9868,1.5055,-1.1617,0.9575,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0853
484,dynamic,0.0500,-0.0932,6.2609,19.47,2.217,-0.9412,0.9485,1.3362,-0.9628,0.9265,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0849
584,dynamic,0.0484,-0.0959,6.2619,20.30,2.218,-0.7422,0.9160,1.1789,-0.7620,0.8996,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0845
685,dynamic,0.0471,-0.0981,6.2616,19.20,2.216,-0.5437,0.8838,1.0377,-0.5624,0.8720,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0851
783,dynamic,0.0455,-0.1018,6.2597,18.23,2.214,-0.2789,0.8617,0.9057,-0.2981,0.8552,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0858
883,dynamic,0.0436,-0.1066,6.2570,17.88,2.210,-0.1674,0.8487,0.8650,-0.1886,0.8442,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0871
987,dynamic,0.0415,-0.1137,6.2547,15.60,2.208,0.0339,0.8332,0.8339,0.0108,0.8339,0.000,1,STABILIZE_HIGH,0.0758,0.4795,0.6240,-0.0875
1085,dynamic,0.0401,-0.1184,6.2540,13.32,2.206,0.2023,0.7958,0.8211,0.1790,0.8014,0.000,1,STABILIZE_HIGH,0.1719,0.4588,0.5328,-0.0883
1183,dynamic,0.0395,-0.1207,6.2560,12.43,2.206,0.3988,0.7835,0.8791,0.3762,0.7946,0.000,1,STABILIZE_HIGH,0.2843,0.4537,0.4972,-0.0882
1283,dynamic,0.0402,-0.1195,6.2591,10.73,2.204,0.7138,0.8423,1.1041,0.6920,0.8603,0.000,1,STABILIZE_HIGH,0.4646,0.4895,0.4292,-0.0887
1383,dynamic,0.0456,-0.1116,6.2662,7.76,2.205,1.1281,0.7472,1.3531,1.1121,0.7707,0.000,1,STABILIZE_HIGH,0.7038,0.4346,0.3104,-0.0884
1483,dynamic,0.0552,-0.0997,6.2759,4.95,2.204,1.3945,0.6674,1.5460,1.3858,0.6854,0.000,1,STABILIZE_HIGH,0.8602,0.3827,0.1980,-0.0889
1586,dynamic,0.0767,-0.0812,0.0101,2.00,2.204,1.7023,0.5226,1.7807,1.7029,0.5206,0.000,1,DESCEND_TO_LOW,1.0000,0.2852,0.0800,0.3000
1683,dynamic,0.1016,-0.0659,0.0270,-0.88,2.196,2.3056,0.3015,2.3252,2.3111,0.2561,0.000,1,DESCEND_TO_LOW,1.0000,0.1312,-0.0352,0.3000
1783,dynamic,0.1421,-0.0471,0.0455,-0.88,2.173,2.3056,0.3015,2.3252,2.3152,0.2152,0.000,1,DESCEND_TO_LOW,1.0000,0.1089,-0.0352,0.3000
1883,dynamic,0.1866,-0.0314,0.0596,-0.88,2.137,2.3056,0.3015,2.3252,2.3184,0.1774,0.000,1,DESCEND_TO_LOW,1.0000,0.0883,-0.0352,0.3000
1983,dynamic,0.2399,-0.0163,0.0752,-0.88,2.101,2.3056,0.3015,2.3252,2.3207,0.1438,0.000,1,DESCEND_TO_LOW,1.0000,0.0696,-0.0352,0.3000
2082,dynamic,0.2985,-0.0058,0.0865,-16.36,2.060,2.4952,-0.7981,2.6197,2.4218,-0.9989,0.000,1,DESCEND_TO_LOW,1.0000,-0.6390,-0.6544,0.3000
2184,dynamic,0.3643,-0.0014,0.0951,-20.21,2.021,2.3319,-1.2436,2.6428,2.2068,-1.4542,0.000,1,DESCEND_TO_LOW,1.0000,-0.9329,-0.8084,0.3000
2284,dynamic,0.4334,-0.0062,0.0972,-22.10,1.978,2.2411,-1.4625,2.6761,2.0885,-1.6731,0.000,1,DESCEND_TO_LOW,1.0000,-1.0000,-0.8840,0.3000
2389,dynamic,0.5003,-0.0199,0.0903,-22.10,1.941,2.2411,-1.4625,2.6761,2.0936,-1.6669,0.000,1,DESCEND_TO_LOW,1.0000,-1.0000,-0.8840,0.3000
2483,dynamic,0.5785,-0.0444,0.0757,-23.44,1.896,1.9424,-1.7373,2.6059,1.7924,-1.8917,0.000,1,DESCEND_TO_LOW,1.0000,-1.0000,-0.9376,0.3000
2585,dynamic,0.6710,-0.0852,0.0534,-23.44,1.857,1.9424,-1.7373,2.6059,1.8220,-1.8631,0.000,1,DESCEND_TO_LOW,1.0000,-1.0000,-0.9376,0.3000
2684,dynamic,0.7496,-0.1240,0.0300,-21.49,1.806,1.9141,-1.6561,2.5311,1.8458,-1.7319,0.000,1,DESCEND_TO_LOW,1.0000,-1.0000,-0.8596,0.3000
