time_ms,scenario,drone_x,drone_y,drone_yaw_rad,rotation_error_deg,altitude_m,pixel_err_x,pixel_err_y,ground_err_m,forward_err_m,lateral_err_m,gimbal_norm,locked,state,last_cmd_pitch,last_cmd_roll,last_cmd_yaw_vel,last_cmd_thrust
79,static,0.2959,0.1355,0.0167,13.83,1.813,4.9096,1.9100,5.2681,4.9363,1.8399,0.000,1,SEARCH,0.4743,0.0000,0.0000,-0.0560
178,static,0.3361,0.1350,0.0210,0.00,1.830,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.4694,0.0000,0.0000,-0.0511
278,static,0.3885,0.1328,0.0268,0.00,1.849,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.4643,0.0000,0.0000,-0.0453
378,static,0.4527,0.1285,0.0314,0.00,1.867,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.4591,0.0000,0.0000,-0.0399
478,static,0.5081,0.1236,0.0326,0.00,1.884,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.4536,0.0000,0.0000,-0.0349
578,static,0.5658,0.1185,0.0299,0.00,1.900,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.4480,0.0000,0.0000,-0.0299
677,static,0.6229,0.1131,0.0230,0.00,1.916,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.4423,0.0000,0.0000,-0.0251
777,static,0.6809,0.1070,0.0145,0.00,1.930,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.4365,0.0000,0.0000,-0.0209
877,static,0.7272,0.1023,0.0058,0.00,1.942,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.4307,0.0000,0.0000,-0.0175
977,static,0.7961,0.0974,6.2785,14.72,1.950,2.8459,1.7874,3.3607,2.8497,1.7814,0.000,1,SEARCH,0.4250,0.0000,0.0000,-0.0150
1077,static,0.8534,0.0934,6.2732,14.72,1.959,2.8459,1.7874,3.3607,2.8352,1.8045,0.000,1,SEARCH,0.4192,0.0000,0.0000,-0.0122
1177,static,0.9103,0.0894,6.2725,0.00,1.960,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.4135,0.0000,0.0000,-0.0121
1277,static,0.9553,0.0854,6.2734,0.00,1.965,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.4078,0.0000,0.0000,-0.0105
1377,static,1.0207,0.0808,6.2772,0.00,1.972,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.4023,0.0000,0.0000,-0.0084
1477,static,1.0753,0.0770,6.2803,0.00,1.979,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3968,0.0000,0.0000,-0.0063
1578,static,1.1295,0.0727,0.0018,0.00,1.984,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3914,0.0000,0.0000,-0.0048
1677,static,1.1828,0.0689,0.0081,0.00,1.991,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3860,0.0000,0.0000,-0.0028
1777,static,1.2244,0.0661,0.0138,0.00,1.993,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3807,0.0000,0.0000,-0.0020
1877,static,1.2867,0.0624,0.0194,0.00,1.999,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3755,0.0000,0.0000,-0.0004
1977,static,1.3390,0.0588,0.0213,15.16,2.004,1.6175,1.6273,2.2945,1.6491,1.5954,0.000,1,SEARCH,0.3703,0.0000,0.0000,0.0011
2077,static,1.3926,0.0541,0.0223,15.16,2.011,1.6175,1.6273,2.2945,1.6516,1.5927,0.000,1,SEARCH,0.3650,0.0000,0.0000,0.0033
2177,static,1.4360,0.0503,0.0220,15.16,2.018,1.6175,1.6273,2.2945,1.6541,1.5902,0.000,1,SEARCH,0.3597,0.0000,0.0000,0.0055
2277,static,1.5029,0.0423,0.0220,0.00,2.027,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3542,0.0000,0.0000,0.0082
2377,static,1.5588,0.0353,0.0197,0.00,2.033,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3486,0.0000,0.0000,0.0099
2477,static,1.6138,0.0282,0.0165,0.00,2.039,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3430,0.0000,0.0000,0.0116
2577,static,1.6694,0.0223,0.0148,0.00,2.045,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3375,0.0000,0.0000,0.0134
2677,static,1.7252,0.0160,0.0114,17.37,2.052,0.8014,1.6191,1.8066,0.8245,1.6075,0.000,1,SEARCH,0.3319,0.0000,0.0000,0.0156
2777,static,1.7817,0.0101,0.0055,0.00,2.056,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3264,0.0000,0.0000,0.0169
2878,static,1.8372,0.0046,0.0002,17.10,2.060,0.5810,1.6482,1.7476,0.5880,1.6457,0.000,1,SEARCH,0.3207,0.0000,0.0000,0.0181
2977,static,1.8920,0.0003,6.2802,17.00,2.063,0.4520,1.6475,1.7084,0.4500,1.6481,0.000,1,SEARCH,0.3152,0.0000,0.0000,0.0188
3077,static,1.9468,-0.0034,6.2776,17.45,2.067,0.3254,1.6532,1.6849,0.3185,1.6546,0.000,1,SEARCH,0.3097,0.0000,0.0000,0.0200
3177,static,1.9903,-0.0062,6.2750,18.53,2.068,0.2706,1.6590,1.6809,0.2615,1.6605,0.000,1,SEARCH,0.3042,0.0000,0.0000,0.0205
3277,static,2.0557,-0.0088,6.2709,19.48,2.071,0.1592,1.6288,1.6366,0.1444,1.6302,0.000,1,SEARCH,0.2988,0.0000,0.0000,0.0214
3377,static,2.1104,-0.0118,6.2673,19.17,2.073,0.1373,1.6604,1.6660,0.1150,1.6621,0.000,1,SEARCH,0.2933,0.0000,0.0000,0.0220
3477,static,2.1669,-0.0174,6.2670,19.83,2.076,0.0184,1.6616,1.6617,-0.0088,1.6617,0.000,1,SEARCH,0.2878,0.0000,0.0000,0.0227
