time_ms,mode,scenario,linear_error_m,rotation_error_deg,engagement_duration_s,drone_x,drone_y,target_x,target_y,altitude_m,state,last_cmd_pitch,last_cmd_roll,last_cmd_yaw_vel,last_cmd_thrust
72,static,dynamic,0.9155,-6.94,0.07,-0.0078,0.0602,0.8931,-0.1031,2.794,SEARCH,0.0000,0.0000,0.0000,-0.0619
172,static,dynamic,0.9548,-6.94,0.17,-0.0089,0.0626,0.9306,-0.1078,2.797,SEARCH,0.0000,0.0000,0.0000,-0.0610
272,static,dynamic,0.9958,-6.93,0.27,-0.0114,0.0657,0.9683,-0.1124,2.799,SEARCH,0.0000,0.0000,0.0000,-0.0603
372,static,dynamic,1.0385,-6.92,0.37,-0.0154,0.0697,1.0061,-0.1171,2.802,SEARCH,0.0000,0.0000,0.0000,-0.0595
472,static,dynamic,1.0818,-6.90,0.47,-0.0200,0.0736,1.0440,-0.1217,2.805,SEARCH,0.0000,0.0000,0.0000,-0.0586
572,static,dynamic,1.1249,-6.86,0.57,-0.0244,0.0768,1.0821,-0.1263,2.807,SEARCH,0.0000,0.0000,0.0000,-0.0579
672,static,dynamic,1.1679,-6.81,0.67,-0.0286,0.0795,1.1203,-0.1309,2.810,SEARCH,0.0000,0.0000,0.0000,-0.0570
772,static,dynamic,1.2099,-6.74,0.77,-0.0319,0.0808,1.1585,-0.1355,2.812,SEARCH,0.0000,0.0000,0.0000,-0.0563
872,static,dynamic,1.2517,-6.65,0.87,-0.0350,0.0817,1.1969,-0.1400,2.815,SEARCH,0.0000,0.0000,0.0000,-0.0555
972,static,dynamic,1.2931,-6.55,0.97,-0.0377,0.0822,1.2354,-0.1444,2.817,SEARCH,0.0000,0.0000,0.0000,-0.0548
1072,static,dynamic,1.3344,-6.43,1.07,-0.0402,0.0821,1.2740,-0.1488,2.820,SEARCH,0.0000,0.0000,0.0000,-0.0540
1172,static,dynamic,1.3755,-6.30,1.17,-0.0425,0.0816,1.3127,-0.1531,2.822,SEARCH,0.0000,0.0000,0.0000,-0.0533
1272,static,dynamic,1.4164,-6.16,1.27,-0.0446,0.0812,1.3515,-0.1574,2.825,SEARCH,0.0000,0.0000,0.0000,-0.0526
1372,static,dynamic,1.4573,-6.01,1.37,-0.0466,0.0805,1.3904,-0.1615,2.827,SEARCH,0.0000,0.0000,0.0000,-0.0519
