time_ms,scenario,drone_x,drone_y,drone_yaw_rad,rotation_error_deg,altitude_m,pixel_err_x,pixel_err_y,ground_err_m,forward_err_m,lateral_err_m,gimbal_norm,locked,state,last_cmd_pitch,last_cmd_roll,last_cmd_yaw_vel,last_cmd_thrust
22,dynamic,-0.2267,-0.4000,0.0136,5.64,1.917,-1.3944,1.1400,1.8011,-1.3812,1.1559,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0249
128,dynamic,-0.2421,-0.4128,0.0127,5.64,1.923,-1.3944,1.1400,1.8011,-1.3788,1.1588,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0230
321,dynamic,-0.2597,-0.4238,0.0095,14.01,1.927,-0.8204,0.8808,1.2036,-0.8119,0.8885,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0220
321,dynamic,-0.2779,-0.4359,0.0040,14.01,1.927,-0.8204,0.8808,1.2036,-0.8119,0.8885,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0220
422,dynamic,-0.2969,-0.4482,6.2824,14.54,1.926,-0.4896,0.8756,1.0032,-0.4861,0.8775,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0222
523,dynamic,-0.3154,-0.4622,6.2788,15.98,1.927,-0.2926,0.9057,0.9518,-0.2934,0.9055,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0219
630,dynamic,-0.3331,-0.4753,6.2787,16.73,1.928,-0.0014,0.9480,0.9480,-0.0056,0.9480,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0216
725,dynamic,-0.3502,-0.4891,0.0008,17.06,1.931,0.3109,1.0244,1.0705,0.3063,1.0258,0.000,1,STABILIZE_HIGH,0.2234,0.5409,0.6824,-0.0207
922,dynamic,-0.3648,-0.4985,0.0111,17.25,1.931,0.8042,1.1516,1.4046,0.8169,1.1426,0.000,1,STABILIZE_HIGH,0.4897,0.6021,0.6900,-0.0207
922,dynamic,-0.3741,-0.5069,0.0257,17.25,1.931,0.8042,1.1516,1.4046,0.8169,1.1426,0.000,1,STABILIZE_HIGH,0.4897,0.6021,0.6900,-0.0207
1122,dynamic,-0.3797,-0.5088,0.0450,16.73,1.932,1.5951,1.3257,2.0741,1.6531,1.2526,0.000,1,STABILIZE_HIGH,0.9253,0.6584,0.6692,-0.0204
1122,dynamic,-0.3793,-0.5044,0.0661,16.73,1.932,1.5951,1.3257,2.0741,1.6531,1.2526,0.000,1,STABILIZE_HIGH,0.9253,0.6584,0.6692,-0.0204
1234,dynamic,-0.3720,-0.4924,0.0885,16.44,1.930,1.7935,1.3218,2.2280,1.8769,1.2005,0.000,1,DESCEND_TO_LOW,1.0000,0.6315,0.6576,-0.0209
1323,dynamic,-0.3595,-0.4758,0.1126,14.58,1.930,2.1595,1.3310,2.5367,2.2686,1.1350,0.000,1,DESCEND_TO_LOW,1.0000,0.5956,0.5832,0.3000
1424,dynamic,-0.3423,-0.4541,0.1333,13.51,1.914,2.3979,1.2954,2.7255,2.5283,1.0177,0.000,1,DESCEND_TO_LOW,1.0000,0.5381,0.5404,0.3000
1525,dynamic,-0.3207,-0.4289,0.1478,12.81,1.881,2.5570,1.2284,2.8368,2.6976,0.8776,0.000,1,DESCEND_TO_LOW,1.0000,0.4725,0.5124,0.3000
1624,dynamic,-0.2938,-0.3998,0.1575,12.29,1.845,2.6714,1.1081,2.8921,2.8054,0.7027,0.000,1,DESCEND_TO_LOW,1.0000,0.3861,0.4916,0.3000
1726,dynamic,-0.2647,-0.3719,0.1677,12.66,1.810,2.6794,1.0446,2.8758,2.8100,0.6113,0.000,1,DESCEND_TO_LOW,1.0000,0.3430,0.5064,0.3000
1823,dynamic,-0.2308,-0.3420,0.1777,11.16,1.777,2.8310,1.0009,3.0027,2.9583,0.5143,0.000,1,DESCEND_TO_LOW,1.0000,0.2923,0.4464,0.3000
2020,dynamic,-0.1925,-0.3132,0.1867,10.99,1.714,2.9694,1.0066,3.1353,3.1046,0.4379,0.000,1,DESCEND_TO_LOW,1.0000,0.2572,0.4396,0.3000
2020,dynamic,-0.1507,-0.2834,0.1947,10.99,1.714,2.9694,1.0066,3.1353,3.1046,0.4379,0.000,1,DESCEND_TO_LOW,1.0000,0.2572,0.4396,0.3000
