time_ms,scenario,drone_x,drone_y,drone_yaw_rad,rotation_error_deg,altitude_m,pixel_err_x,pixel_err_y,ground_err_m,forward_err_m,lateral_err_m,gimbal_norm,locked,state,last_cmd_pitch,last_cmd_roll,last_cmd_yaw_vel,last_cmd_thrust
46,static,0.1077,0.1051,0.0875,-0.30,1.831,4.6698,0.1171,4.6713,4.6630,-0.2781,0.000,1,SEARCH,0.4912,0.0000,0.0000,-0.0507
146,static,0.1306,0.1071,0.0907,-0.50,1.844,4.3693,0.0971,4.3704,4.3606,-0.2922,0.000,1,SEARCH,0.4879,0.0000,0.0000,-0.0468
246,static,0.1671,0.1082,0.0947,-0.21,1.857,4.1295,0.0730,4.1302,4.1184,-0.3120,0.000,1,SEARCH,0.4846,0.0000,0.0000,-0.0430
347,static,0.2074,0.1085,0.0966,-0.21,1.868,4.1295,0.0730,4.1302,4.1176,-0.3215,0.000,1,SEARCH,0.4816,0.0000,0.0000,-0.0396
446,static,0.2367,0.1087,0.0928,0.00,1.880,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.4780,0.0000,0.0000,-0.0359
552,static,0.2737,0.1085,0.0847,-0.48,1.889,3.3825,0.0601,3.3830,3.3741,-0.2452,0.000,1,SEARCH,0.4750,0.0000,0.0000,-0.0333
647,static,0.2968,0.1075,0.0793,0.00,1.900,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.4716,0.0000,0.0000,-0.0301
746,static,0.3366,0.1076,0.0650,0.00,1.910,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.4683,0.0000,0.0000,-0.0269
847,static,0.3727,0.1086,0.0511,1.29,1.923,3.1546,0.1685,3.1591,3.1591,-0.0147,0.000,1,SEARCH,0.4647,0.0000,0.0000,-0.0231
946,static,0.4053,0.1111,0.0352,1.29,1.933,3.1546,0.1685,3.1591,3.1590,0.0274,0.000,1,SEARCH,0.4614,0.0000,0.0000,-0.0201
1046,static,0.4385,0.1137,0.0220,3.28,1.943,2.9769,0.2358,2.9863,2.9824,0.1518,0.000,1,SEARCH,0.4581,0.0000,0.0000,-0.0171
1146,static,0.4692,0.1162,0.0129,3.98,1.952,2.9329,0.2725,2.9455,2.9372,0.2211,0.000,1,SEARCH,0.4548,0.0000,0.0000,-0.0144
1247,static,0.5077,0.1183,0.0047,3.98,1.957,2.9329,0.2725,2.9455,2.9353,0.2458,0.000,1,SEARCH,0.4517,0.0000,0.0000,-0.0128
1346,static,0.5448,0.1197,6.2792,4.49,1.964,2.8963,0.3049,2.9123,2.8965,0.3028,0.000,1,SEARCH,0.4478,0.0000,0.0000,-0.0109
1446,static,0.5833,0.1196,6.2730,4.49,1.967,2.8963,0.3049,2.9123,2.8942,0.3238,0.000,1,SEARCH,0.4440,0.0000,0.0000,-0.0098
1546,static,0.6157,0.1197,6.2682,4.49,1.971,2.8963,0.3049,2.9123,2.8920,0.3435,0.000,1,SEARCH,0.4401,0.0000,0.0000,-0.0088
1646,static,0.6566,0.1202,6.2631,6.47,1.976,2.3957,0.3745,2.4248,2.3883,0.4191,0.000,1,SEARCH,0.4360,0.0000,0.0000,-0.0072
1751,static,0.6935,0.1230,6.2596,6.95,1.982,2.1551,0.3919,2.1904,2.1460,0.4391,0.000,1,SEARCH,0.4319,0.0000,0.0000,-0.0054
1846,static,0.7430,0.1248,6.2562,7.46,1.987,2.0482,0.4069,2.0882,2.0370,0.4598,0.000,1,SEARCH,0.4278,0.0000,0.0000,-0.0038
1946,static,0.7768,0.1273,6.2543,7.46,1.991,2.0482,0.4069,2.0882,2.0360,0.4640,0.000,1,SEARCH,0.4236,0.0000,0.0000,-0.0028
2051,static,0.8278,0.1302,6.2513,7.97,1.990,1.7701,0.4271,1.8209,1.7565,0.4801,0.000,1,SEARCH,0.4198,0.0000,0.0000,-0.0029
2146,static,0.8757,0.1319,6.2491,0.00,1.991,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.4151,0.0000,0.0000,-0.0027
2246,static,0.9198,0.1331,6.2504,0.00,1.993,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.4107,0.0000,0.0000,-0.0020
2349,static,0.9593,0.1329,6.2525,8.14,1.995,1.3759,0.4341,1.4427,1.3615,0.4773,0.000,1,DESCEND_TO_LOW,0.4063,0.0000,0.0000,-0.0015
2446,static,0.9982,0.1327,6.2534,8.19,1.998,1.2073,0.4197,1.2782,1.1942,0.4559,0.000,1,DESCEND_TO_LOW,0.6590,0.2244,0.3276,0.3000
2546,static,1.0382,0.1347,6.2536,8.28,1.990,1.0443,0.4175,1.1247,1.0315,0.4482,0.000,1,DESCEND_TO_LOW,0.5806,0.2218,0.3312,0.3000
2646,static,1.0967,0.1376,6.2591,8.68,1.970,1.1855,0.4568,1.2704,1.1729,0.4882,0.000,1,DESCEND_TO_LOW,0.6598,0.2453,0.3472,0.3000
2746,static,1.1355,0.1417,6.2638,8.68,1.950,1.1855,0.4568,1.2704,1.1753,0.4824,0.000,1,DESCEND_TO_LOW,0.6693,0.2454,0.3472,0.3000
2846,static,1.1899,0.1506,6.2730,8.67,1.922,1.1659,0.4738,1.2586,1.1594,0.4895,0.000,1,DESCEND_TO_LOW,0.6720,0.2532,0.3468,0.3000
2946,static,1.2363,0.1605,6.2811,8.76,1.896,1.2048,0.4398,1.2826,1.2018,0.4479,0.000,1,DESCEND_TO_LOW,0.7051,0.2351,0.3504,0.3000
3046,static,1.2897,0.1730,0.0096,6.95,1.869,1.1821,0.3957,1.2466,1.1841,0.3897,0.000,1,DESCEND_TO_LOW,0.7067,0.2053,0.2780,0.3000
3147,static,1.3441,0.1880,0.0186,6.47,1.844,1.1205,0.3187,1.1650,1.1249,0.3027,0.000,1,DESCEND_TO_LOW,0.6841,0.1599,0.2588,0.3000
3246,static,1.4011,0.2040,0.0311,6.09,1.813,1.0925,0.2922,1.1309,1.1001,0.2624,0.000,1,DESCEND_TO_LOW,0.6824,0.1398,0.2436,0.3000
3346,static,1.4686,0.2234,0.0485,4.78,1.784,1.0303,0.2014,1.0498,1.0377,0.1590,0.000,1,DESCEND_TO_LOW,0.6579,0.0818,0.1912,0.3000
3445,static,1.5142,0.2367,0.0615,2.56,1.757,0.8424,0.0753,0.8457,0.8452,0.0282,0.000,1,DESCEND_TO_LOW,0.5565,0.0050,0.1024,0.3000
3546,static,1.5755,0.2529,0.0730,2.56,1.732,0.8424,0.0753,0.8457,0.8455,0.0187,0.000,1,DESCEND_TO_LOW,0.5641,-0.0005,0.1024,0.3000
3646,static,1.6311,0.2659,0.0817,1.20,1.707,0.6050,-0.0548,0.6075,0.5991,-0.1010,0.000,1,DESCEND_TO_LOW,0.4257,-0.0730,0.0480,0.3000
3746,static,1.6854,0.2761,0.0886,1.20,1.679,0.6050,-0.0548,0.6075,0.5982,-0.1061,0.000,1,DESCEND_TO_LOW,0.4314,-0.0772,0.0480,0.3000
3846,static,1.7448,0.2848,0.0939,0.95,1.653,0.3279,-0.1747,0.3716,0.3107,-0.2039,0.000,1,DESCEND_TO_LOW,0.2623,-0.1380,0.0380,0.3000
3950,static,1.7963,0.2903,0.0984,0.95,1.624,0.3279,-0.1747,0.3716,0.3097,-0.2053,0.000,1,DESCEND_TO_LOW,0.2657,-0.1410,0.0380,0.3000
4046,static,1.8355,0.2924,0.1025,-0.78,1.596,0.2695,-0.2028,0.3373,0.2475,-0.2291,0.000,1,DESCEND_TO_LOW,0.2300,-0.1601,-0.0312,0.3000
4146,static,1.8904,0.2944,0.1080,-0.51,1.568,0.0945,-0.2268,0.2457,0.0699,-0.2356,0.000,1,DESCEND_TO_LOW,0.1204,-0.1662,-0.0204,0.3000
4246,static,1.9314,0.2922,0.1123,-0.51,1.539,0.0945,-0.2268,0.2457,0.0691,-0.2358,0.000,1,DESCEND_TO_LOW,0.1217,-0.1687,-0.0204,0.3000
4346,static,1.9594,0.2894,0.1159,-0.51,1.510,0.0945,-0.2268,0.2457,0.0679,-0.2362,0.000,1,DESCEND_TO_LOW,0.1226,-0.1713,-0.0204,0.3000
4450,static,2.0074,0.2802,0.1212,-0.81,1.482,0.0614,-0.2106,0.2193,0.0360,-0.2164,0.000,1,DESCEND_TO_LOW,0.1030,-0.1608,-0.0324,0.3000
4546,static,2.0395,0.2709,0.1274,-1.56,1.453,0.0766,-0.1938,0.2084,0.0518,-0.2018,0.000,1,DESCEND_TO_LOW,0.1148,-0.1544,-0.0624,0.3000
4650,static,2.0759,0.2575,0.1347,-2.42,1.427,0.1425,-0.1751,0.2258,0.1184,-0.1922,0.000,1,DESCEND_TO_LOW,0.1611,-0.1510,-0.0968,0.3000
4746,static,2.0977,0.2470,0.1400,-3.03,1.392,0.1488,-0.1588,0.2177,0.1256,-0.1778,0.000,1,DESCEND_TO_LOW,0.1684,-0.1443,-0.1212,0.3000
4845,static,2.1377,0.2246,0.1438,-2.59,1.363,0.2170,-0.1227,0.2493,0.1974,-0.1523,0.000,1,DESCEND_TO_LOW,0.2209,-0.1277,-0.1036,0.3000
4945,static,2.1697,0.2042,0.1413,-1.39,1.337,0.3065,-0.0679,0.3140,0.2937,-0.1109,0.000,1,DESCEND_TO_LOW,0.2922,-0.0982,-0.0556,0.3000
5045,static,2.2039,0.1819,0.1372,-1.68,1.303,0.3608,-0.0348,0.3625,0.3525,-0.0846,0.000,1,DESCEND_TO_LOW,0.3386,-0.0812,-0.0672,0.3000
5146,static,2.2315,0.1638,0.1334,-1.68,1.269,0.3608,-0.0348,0.3625,0.3528,-0.0834,0.000,1,STABILIZE_LOW,0.3438,-0.0815,-0.0672,0.0808
5248,static,2.2637,0.1445,0.1284,-1.68,1.241,0.3608,-0.0348,0.3625,0.3532,-0.0815,0.000,1,STABILIZE_LOW,0.3483,-0.0811,-0.0672,0.0722
5346,static,2.3123,0.1201,0.1201,1.19,1.224,0.4823,0.1234,0.4978,0.4939,0.0625,0.000,1,STABILIZE_LOW,0.4561,0.0297,0.0476,0.0673
5446,static,2.3508,0.1030,0.1124,1.19,1.209,0.4823,0.1234,0.4978,0.4934,0.0662,0.000,1,STABILIZE_LOW,0.4587,0.0326,0.0476,0.0626
5546,static,2.3845,0.0895,0.1076,2.74,1.194,0.4727,0.2810,0.5499,0.5008,0.2271,0.000,1,STABILIZE_LOW,0.4676,0.1563,0.1096,0.0582
5651,static,2.4272,0.0766,0.1058,3.42,1.177,0.4453,0.3057,0.5402,0.4752,0.2568,0.000,1,STABILIZE_LOW,0.4516,0.1809,0.1368,0.0532
5746,static,2.4626,0.0678,0.1087,4.31,1.163,0.3824,0.3181,0.4975,0.4140,0.2758,0.000,1,STABILIZE_LOW,0.4080,0.1979,0.1724,0.0488
5847,static,2.4940,0.0626,0.1141,4.31,1.151,0.3824,0.3181,0.4975,0.4154,0.2738,0.000,1,STABILIZE_LOW,0.4108,0.1973,0.1724,0.0454
5946,static,2.5382,0.0563,0.1256,4.87,1.140,0.2460,0.3367,0.4170,0.2846,0.3048,0.000,1,STABILIZE_LOW,0.3123,0.2231,0.1948,0.0419
6046,static,2.5773,0.0532,0.1365,4.87,1.131,0.2460,0.3367,0.4170,0.2880,0.3016,0.000,1,STABILIZE_LOW,0.3161,0.2213,0.1948,0.0394
6154,static,2.6153,0.0509,0.1407,4.87,1.121,0.2460,0.3367,0.4170,0.2905,0.2992,0.000,1,TERMINAL_LAND,0.3193,0.2204,0.1948,0.0362
6247,static,2.6501,0.0523,0.1384,3.67,1.113,-0.0209,0.2826,0.2834,0.0187,0.2828,-0.019,1,TERMINAL_LAND,0.1088,0.2063,0.1468,0.0000
6346,static,2.6878,0.0561,0.1346,4.06,1.109,-0.1952,0.2503,0.3175,-0.1593,0.2746,-0.039,1,TERMINAL_LAND,-0.0294,0.2009,0.1624,0.0000
