time_ms,mode,scenario,linear_error_m,rotation_error_deg,engagement_duration_s,drone_x,drone_y,target_x,target_y,altitude_m,state,last_cmd_pitch,last_cmd_roll,last_cmd_yaw_vel,last_cmd_thrust
36,static,static,3.2123,-0.04,0.04,6.7877,0.0046,10.0000,0.0000,2.778,DESCEND_TO_LOW,1.6180,-0.0023,0.0000,-0.0667
135,static,static,3.1179,-0.03,0.14,6.8821,0.0050,10.0000,0.0000,2.779,HOLD,1.5977,-0.0022,0.0000,0.0003
236,static,static,3.0168,-0.02,0.24,6.9832,0.0054,10.0000,0.0000,2.779,DESCEND_TO_LOW,1.5775,-0.0022,0.0000,0.0004
335,static,static,2.9237,-0.01,0.34,7.0763,0.0059,10.0000,0.0000,2.774,DESCEND_TO_LOW,0.2395,-0.0050,-0.1404,0.5000
436,static,static,2.8238,-0.01,0.44,7.1762,0.0075,10.0000,0.0000,2.747,DESCEND_TO_LOW,0.0108,-0.0095,-0.1386,0.5000
536,static,static,2.7357,0.03,0.54,7.2644,0.0095,10.0000,0.0000,2.704,DESCEND_TO_LOW,-0.1802,-0.0047,-0.0036,0.5000
635,static,static,2.6492,0.09,0.64,7.3508,0.0121,10.0000,0.0000,2.657,DESCEND_TO_LOW,-0.4841,-0.0047,-0.0042,0.5000
735,static,static,2.5818,0.18,0.74,7.4182,0.0153,10.0000,0.0000,2.613,DESCEND_TO_LOW,-0.7059,-0.0047,-0.0042,0.5000
836,static,static,2.5264,0.26,0.84,7.4737,0.0198,10.0000,0.0000,2.569,DESCEND_TO_LOW,-0.8742,-0.0047,0.0522,0.5000
936,static,static,2.4938,0.34,0.94,7.5064,0.0245,10.0000,0.0000,2.520,DESCEND_TO_LOW,-0.9611,-0.0050,-0.0042,0.5000
1036,static,static,2.4794,0.40,1.04,7.5208,0.0299,10.0000,0.0000,2.473,DESCEND_TO_LOW,-1.0000,-0.0053,-0.0042,0.5000
1136,static,static,2.4844,0.43,1.14,7.5159,0.0347,10.0000,0.0000,2.419,DESCEND_TO_LOW,-1.0000,-0.0060,-0.0042,0.5000
1236,static,static,2.5087,0.45,1.24,7.4916,0.0399,10.0000,0.0000,2.366,DESCEND_TO_LOW,-0.7737,-0.0182,-0.0162,0.5000
1335,static,static,2.5459,0.49,1.34,7.4545,0.0453,10.0000,0.0000,2.307,DESCEND_TO_LOW,-0.5281,-0.0231,0.0366,0.5000
1436,static,static,2.5979,0.55,1.44,7.4026,0.0521,10.0000,0.0000,2.252,DESCEND_TO_LOW,-0.1925,-0.0278,0.0354,0.5000
1535,static,static,2.6516,0.65,1.54,7.3491,0.0592,10.0000,0.0000,2.192,DESCEND_TO_LOW,0.1613,-0.0288,0.0894,0.5000
1636,static,static,2.7096,0.76,1.64,7.2913,0.0675,10.0000,0.0000,2.139,DESCEND_TO_LOW,0.4451,-0.0339,0.0312,0.5000
1735,static,static,2.7577,0.88,1.74,7.2433,0.0760,10.0000,0.0000,2.084,DESCEND_TO_LOW,0.4523,-0.0338,0.0312,0.5000
1836,static,static,2.7985,0.99,1.84,7.2028,0.0855,10.0000,0.0000,2.035,DESCEND_TO_LOW,0.9849,-0.0388,-0.0264,0.5000
1936,static,static,2.8221,1.06,1.94,7.1795,0.0941,10.0000,0.0000,1.982,DESCEND_TO_LOW,1.0000,-0.0444,0.0786,0.5000
2036,static,static,2.8288,1.09,2.04,7.1731,0.1030,10.0000,0.0000,1.929,DESCEND_TO_LOW,1.0000,-0.0496,0.1278,0.5000
2136,static,static,2.8162,1.05,2.14,7.1860,0.1102,10.0000,0.0000,1.878,DESCEND_TO_LOW,1.0000,-0.0607,0.0672,0.5000
2236,static,static,2.7871,0.93,2.24,7.2153,0.1160,10.0000,0.0000,1.825,DESCEND_TO_LOW,1.0000,-0.0768,0.0540,0.5000
2335,static,static,2.7387,0.72,2.34,7.2639,0.1201,10.0000,0.0000,1.766,STABILIZE_LOW,1.0000,-0.1008,0.0888,0.0797
2436,static,static,2.6734,0.48,2.44,7.3293,0.1213,10.0000,0.0000,1.719,STABILIZE_LOW,1.0000,-0.1082,0.0888,0.0658
2536,static,static,2.5992,0.19,2.54,7.4035,0.1195,10.0000,0.0000,1.690,STABILIZE_LOW,1.0000,-0.1426,0.0006,0.0571
