time_ms,scenario,drone_x,drone_y,drone_yaw_rad,rotation_error_deg,altitude_m,pixel_err_x,pixel_err_y,ground_err_m,forward_err_m,lateral_err_m,gimbal_norm,locked,state,last_cmd_pitch,last_cmd_roll,last_cmd_yaw_vel,last_cmd_thrust
7,static,1.3505,0.6763,0.0300,11.47,2.175,4.9323,1.8035,5.2517,4.9972,1.6150,0.000,1,SEARCH,0.3666,0.0000,0.0000,0.0525
109,static,1.3835,0.6880,0.0136,11.47,2.184,4.9323,1.8035,5.2517,4.9734,1.6870,0.000,1,SEARCH,0.3636,0.0000,0.0000,0.0553
207,static,1.4160,0.6996,6.2803,0.00,2.190,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3604,0.0000,0.0000,0.0571
307,static,1.4494,0.7117,6.2640,0.00,2.194,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3567,0.0000,0.0000,0.0582
407,static,1.4824,0.7227,6.2480,0.00,2.198,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3537,0.0000,0.0000,0.0594
507,static,1.5156,0.7343,6.2332,0.00,2.203,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3501,0.0000,0.0000,0.0610
607,static,1.5419,0.7431,6.2210,0.00,2.207,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3471,0.0000,0.0000,0.0622
709,static,1.5811,0.7557,6.2052,0.00,2.211,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3438,0.0000,0.0000,0.0633
809,static,1.6130,0.7666,6.1923,0.00,2.215,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3406,0.0000,0.0000,0.0645
907,static,1.6449,0.7767,6.1819,0.00,2.219,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3371,0.0000,0.0000,0.0656
1007,static,1.6773,0.7861,6.1757,0.00,2.222,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3342,0.0000,0.0000,0.0666
1107,static,1.7104,0.7959,6.1726,0.00,2.225,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3306,0.0000,0.0000,0.0674
1207,static,1.7435,0.8052,6.1715,0.00,2.221,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3273,0.0000,0.0000,0.0664
1307,static,1.7805,0.8152,6.1740,0.00,2.219,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3240,0.0000,0.0000,0.0657
1407,static,1.8101,0.8227,6.1796,0.00,2.219,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3206,0.0000,0.0000,0.0656
1507,static,1.8437,0.8319,6.1873,0.00,2.220,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3173,0.0000,0.0000,0.0661
1607,static,1.8766,0.8416,6.1965,0.00,2.223,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3140,0.0000,0.0000,0.0668
1708,static,1.9098,0.8531,6.2064,0.00,2.222,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3107,0.0000,0.0000,0.0667
1807,static,1.9383,0.8624,6.2144,0.00,2.223,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3074,0.0000,0.0000,0.0668
1907,static,1.9736,0.8766,6.2241,19.70,2.224,2.4838,1.6631,2.9892,2.3735,1.8171,0.000,1,SEARCH,0.3043,0.0000,0.0000,0.0673
2009,static,2.0045,0.8867,6.2330,18.68,2.223,2.4030,1.6006,2.8872,2.3097,1.7324,0.000,1,SEARCH,0.3014,0.0000,0.0000,0.0670
2107,static,2.0357,0.9000,6.2425,19.03,2.223,2.4300,1.5885,2.9031,2.3545,1.6983,0.000,1,SEARCH,0.2980,0.0000,0.0000,0.0670
2207,static,2.0653,0.9115,6.2514,17.18,2.226,2.2547,1.5002,2.7081,2.1987,1.5810,0.000,1,SEARCH,0.2949,0.0000,0.0000,0.0678
2307,static,2.0952,0.9265,6.2590,0.00,2.229,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.2923,0.0000,0.0000,0.0687
2407,static,2.1245,0.9413,6.2662,17.20,2.232,2.0681,1.3655,2.4783,2.0396,1.4078,0.000,1,SEARCH,0.2890,0.0000,0.0000,0.0695
2507,static,2.1539,0.9598,6.2728,16.47,2.234,1.9622,1.2688,2.3367,1.9446,1.2956,0.000,1,SEARCH,0.2861,0.0000,0.0000,0.0701
2607,static,2.1815,0.9774,6.2786,16.47,2.235,1.9622,1.2688,2.3367,1.9528,1.2832,0.000,1,SEARCH,0.2832,0.0000,0.0000,0.0706
2707,static,2.2088,0.9974,0.0042,14.77,2.236,1.8939,1.1684,2.2253,1.8933,1.1694,0.000,1,SEARCH,0.2805,0.0000,0.0000,0.0708
2807,static,2.2358,1.0172,0.0158,14.77,2.236,1.8939,1.1684,2.2253,1.9039,1.1520,0.000,1,SEARCH,0.2778,0.0000,0.0000,0.0709
2907,static,2.2637,1.0378,0.0300,14.77,2.235,1.8939,1.1684,2.2253,1.9192,1.1264,0.000,1,SEARCH,0.2750,0.0000,0.0000,0.0705
3008,static,2.2909,1.0564,0.0435,11.37,2.234,1.6663,0.8742,1.8817,1.6963,0.8144,0.000,1,SEARCH,0.2725,0.0000,0.0000,0.0703
3107,static,2.3210,1.0768,0.0545,0.00,2.234,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.2698,0.0000,0.0000,0.0703
3207,static,2.3455,1.0928,0.0646,0.00,2.236,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.2668,0.0000,0.0000,0.0707
3309,static,2.3725,1.1119,0.0726,0.00,2.234,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.2644,0.0000,0.0000,0.0703
3411,static,2.3978,1.1295,0.0798,0.00,2.231,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,HOLD,0.2635,0.0000,0.0000,0.0700
3508,static,2.4230,1.1477,0.0853,8.60,2.229,1.3252,0.5303,1.4273,1.3643,0.4195,0.000,1,DESCEND_TO_LOW,0.2380,0.0000,0.0000,-0.0003
3607,static,2.4490,1.1656,0.0903,8.60,2.231,1.3252,0.5303,1.4273,1.3663,0.4128,0.000,1,DESCEND_TO_LOW,0.7444,0.2030,0.3440,0.3000
3707,static,2.4774,1.1853,0.0913,7.68,2.229,1.1572,0.4105,1.2279,1.1899,0.3032,0.000,1,DESCEND_TO_LOW,0.6561,0.1472,0.3072,0.3000
3808,static,2.5076,1.2052,0.0907,0.00,2.217,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,HOLD,0.6561,0.1469,0.3072,0.3000
3908,static,2.5338,1.2231,0.0900,0.00,2.199,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,HOLD,0.5235,0.1172,0.2451,-0.0054
4008,static,2.5773,1.2482,0.0910,0.00,2.180,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,HOLD,0.5235,0.1172,0.2451,-0.0054
