time_ms,scenario,drone_x,drone_y,drone_yaw_rad,rotation_error_deg,altitude_m,pixel_err_x,pixel_err_y,ground_err_m,forward_err_m,lateral_err_m,gimbal_norm,locked,state,last_cmd_pitch,last_cmd_roll,last_cmd_yaw_vel,last_cmd_thrust
43,dynamic,-0.0160,-0.0246,0.0886,10.66,1.284,-2.0371,2.8276,3.4850,-1.7814,2.9952,0.000,1,TAKEOFF,0.0000,0.0000,0.0000,0.0000
144,dynamic,-0.0089,-0.0211,0.0868,10.66,1.286,-2.0371,2.8276,3.4850,-1.7797,2.9963,0.000,1,TAKEOFF,0.0000,0.0000,0.0000,0.0000
242,dynamic,-0.0033,-0.0188,0.0809,10.66,1.288,-2.0371,2.8276,3.4850,-1.7864,2.9923,0.000,1,TAKEOFF,0.0000,0.0000,0.0000,0.0000
342,dynamic,0.0018,-0.0170,0.0723,10.66,1.284,-2.0371,2.8276,3.4850,-1.8050,2.9811,0.000,1,TAKEOFF,0.0000,0.0000,0.0000,0.0000
442,dynamic,0.0056,-0.0151,0.0626,10.66,1.281,-2.0371,2.8276,3.4850,-1.8327,2.9642,0.000,1,TAKEOFF,0.0000,0.0000,0.0000,0.0000
542,dynamic,0.0096,-0.0131,0.0518,10.66,1.282,-2.0371,2.8276,3.4850,-1.8628,2.9453,0.000,1,TAKEOFF,0.0000,0.0000,0.0000,0.0000
643,dynamic,0.0133,-0.0110,0.0412,10.66,1.288,-2.0371,2.8276,3.4850,-1.8947,2.9249,0.000,1,TAKEOFF,0.0000,0.0000,0.0000,0.0000
743,dynamic,0.0170,-0.0088,0.0345,10.66,1.291,-2.0371,2.8276,3.4850,-1.9231,2.9063,0.000,1,TAKEOFF,0.0000,0.0000,0.0000,0.0000
845,dynamic,0.0203,-0.0060,0.0269,10.66,1.290,-2.0371,2.8276,3.4850,-1.9459,2.8911,0.000,1,TAKEOFF,0.0000,0.0000,0.0000,0.0000
941,dynamic,0.0218,-0.0032,0.0236,34.15,1.289,-1.3072,3.7107,3.9343,-1.2113,3.7432,0.000,1,TAKEOFF,0.0000,0.0000,0.0000,0.0000
1043,dynamic,0.0224,-0.0003,0.0209,34.15,1.289,-1.3072,3.7107,3.9343,-1.2213,3.7399,0.000,1,TAKEOFF,0.0000,0.0000,0.0000,0.0000
1147,dynamic,0.0226,0.0004,0.0214,34.15,1.289,-1.3072,3.7107,3.9343,-1.2275,3.7379,0.000,1,DONE,0.0000,0.0000,0.0000,0.0000
