time_ms,scenario,drone_x,drone_y,drone_yaw_rad,rotation_error_deg,altitude_m,pixel_err_x,pixel_err_y,ground_err_m,forward_err_m,lateral_err_m,gimbal_norm,locked,state,last_cmd_pitch,last_cmd_roll,last_cmd_yaw_vel,last_cmd_thrust
40,dynamic,-0.3867,-0.4232,6.2756,2.45,1.859,-0.0131,1.8086,1.8086,-0.0291,1.8084,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0424
140,dynamic,-0.3896,-0.4313,0.0019,2.31,1.857,-0.1115,1.4424,1.4467,-0.1133,1.4423,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0428
240,dynamic,-0.3900,-0.4394,0.0098,3.81,1.860,-0.2226,1.1517,1.1730,-0.2143,1.1533,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0421
340,dynamic,-0.3899,-0.4481,0.0130,3.42,1.853,-0.1679,0.9260,0.9411,-0.1564,0.9280,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0440
445,dynamic,-0.3892,-0.4574,0.0126,4.28,1.852,-0.0638,0.7896,0.7922,-0.0534,0.7904,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0445
542,dynamic,-0.3877,-0.4670,0.0110,5.47,1.849,0.0710,0.7306,0.7340,0.0796,0.7297,0.000,1,STABILIZE_HIGH,0.0000,0.0000,0.0000,-0.0453
640,dynamic,-0.3846,-0.4766,0.0090,6.92,1.851,0.2394,0.7062,0.7456,0.2463,0.7038,0.000,1,STABILIZE_HIGH,0.2014,0.3791,0.2768,-0.0448
740,dynamic,-0.3793,-0.4839,0.0060,8.31,1.850,0.3995,0.6819,0.7903,0.4047,0.6789,0.000,1,STABILIZE_HIGH,0.2882,0.3672,0.3324,-0.0450
841,dynamic,-0.3722,-0.4886,0.0031,8.40,1.849,0.6506,0.7552,0.9968,0.6534,0.7528,0.000,1,STABILIZE_HIGH,0.4245,0.4080,0.3360,-0.0454
940,dynamic,-0.3571,-0.4897,0.0006,8.99,1.844,0.9139,0.7725,1.1966,0.9145,0.7716,0.000,1,STABILIZE_HIGH,0.5691,0.4202,0.3596,-0.0468
1040,dynamic,-0.3392,-0.4852,0.0031,9.16,1.845,1.1529,0.7886,1.3968,1.1542,0.7867,0.000,1,STABILIZE_HIGH,0.7002,0.4285,0.3664,-0.0466
1140,dynamic,-0.3160,-0.4755,0.0089,7.89,1.840,1.3885,0.7728,1.5891,1.3934,0.7639,0.000,1,DESCEND_TO_LOW,0.8335,0.4156,0.3156,0.3000
1240,dynamic,-0.2864,-0.4629,0.0170,6.42,1.837,1.5781,0.7339,1.7404,1.5882,0.7118,0.000,1,DESCEND_TO_LOW,0.9424,0.3859,0.2568,0.3000
1340,dynamic,-0.2513,-0.4497,0.0257,5.91,1.802,1.7528,0.7124,1.8920,1.7680,0.6739,0.000,1,DESCEND_TO_LOW,1.0000,0.3716,0.2364,0.3000
1441,dynamic,-0.2082,-0.4333,0.0375,5.74,1.761,2.0076,0.6695,2.1163,2.0281,0.6047,0.000,1,DESCEND_TO_LOW,1.0000,0.3401,0.2296,0.3000
1540,dynamic,-0.1566,-0.4147,0.0526,5.13,1.717,2.1285,0.6074,2.2135,2.1544,0.5079,0.000,1,DESCEND_TO_LOW,1.0000,0.2905,0.2052,0.3000
1640,dynamic,-0.0959,-0.3955,0.0692,2.75,1.678,2.2555,0.4551,2.3010,2.2795,0.3133,0.000,1,DESCEND_TO_LOW,1.0000,0.1766,0.1100,0.3000
1741,dynamic,-0.0272,-0.3766,0.0852,0.28,1.636,2.2392,0.3196,2.2618,2.2574,0.1421,0.000,1,DESCEND_TO_LOW,1.0000,0.0722,0.0112,0.3000
1840,dynamic,0.0468,-0.3580,0.0997,-2.00,1.598,2.1939,0.1758,2.2009,2.2007,-0.0307,0.000,1,DESCEND_TO_LOW,1.0000,-0.0375,-0.0800,0.3000
1940,dynamic,0.1234,-0.3412,0.1119,-4.40,1.550,2.1509,0.0423,2.1513,2.1429,-0.1894,0.000,1,DESCEND_TO_LOW,1.0000,-0.1432,-0.1760,0.3000
2040,dynamic,0.2048,-0.3275,0.1170,-5.53,1.506,2.0372,-0.0274,2.0374,2.0204,-0.2625,0.000,1,DESCEND_TO_LOW,1.0000,-0.1956,-0.2212,0.3000
2140,dynamic,0.2890,-0.3171,0.1173,-7.28,1.463,2.0615,-0.1051,2.0642,2.0349,-0.3460,0.000,1,DESCEND_TO_LOW,1.0000,-0.2578,-0.2912,0.3000
2240,dynamic,0.3756,-0.3093,0.1143,-7.28,1.425,2.0615,-0.1051,2.0642,2.0356,-0.3424,0.000,1,DESCEND_TO_LOW,1.0000,-0.2599,-0.2912,0.3000
2342,dynamic,0.4646,-0.3036,0.1098,-7.23,1.382,2.0358,-0.0719,2.0370,2.0151,-0.2982,0.000,1,DESCEND_TO_LOW,1.0000,-0.2344,-0.2892,0.3000
2440,dynamic,0.5564,-0.3008,0.1010,-6.64,1.340,2.0686,-0.0443,2.0691,2.0526,-0.2605,0.000,1,DESCEND_TO_LOW,1.0000,-0.2113,-0.2656,0.3000
