time_ms,scenario,drone_x,drone_y,drone_yaw_rad,rotation_error_deg,altitude_m,pixel_err_x,pixel_err_y,ground_err_m,forward_err_m,lateral_err_m,gimbal_norm,locked,state,last_cmd_pitch,last_cmd_roll,last_cmd_yaw_vel,last_cmd_thrust
3,dynamic,0.1715,-0.5982,0.0271,13.48,2.141,-1.1862,1.8343,2.1844,-1.1314,1.8686,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.1076
102,dynamic,0.1796,-0.6236,0.0219,14.98,2.142,-1.0328,1.6067,1.9100,-0.9902,1.6333,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.1073
202,dynamic,0.1879,-0.6499,0.0154,15.00,2.136,-0.9440,1.4768,1.7528,-0.9133,1.4960,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.1092
303,dynamic,0.1945,-0.6758,0.0104,13.94,2.135,-0.7759,1.3299,1.5397,-0.7564,1.3411,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.1095
402,dynamic,0.2015,-0.7016,0.0057,11.05,2.118,-0.6182,1.2119,1.3604,-0.6068,1.2176,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.1145
502,dynamic,0.2045,-0.7211,0.0031,11.61,2.117,-0.2973,1.0967,1.1363,-0.2919,1.0982,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.1149
602,dynamic,0.2083,-0.7453,0.0004,12.15,2.111,-0.1075,1.0336,1.0391,-0.1058,1.0337,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.1166
710,dynamic,0.2106,-0.7693,6.2828,13.99,2.112,0.1257,0.9858,0.9937,0.1259,0.9857,0.000,1,STABILIZE_HIGH,0.0000,0.0000,0.0000,-0.1165
803,dynamic,0.2131,-0.7952,6.2821,13.82,2.105,0.2269,0.9669,0.9931,0.2263,0.9670,0.000,1,STABILIZE_HIGH,0.2072,0.5772,0.5528,-0.1186
903,dynamic,0.2149,-0.8178,0.0014,15.60,2.104,0.6375,0.9147,1.1150,0.6367,0.9153,0.000,1,STABILIZE_HIGH,0.4511,0.5489,0.6240,-0.1189
1002,dynamic,0.2205,-0.8356,0.0078,15.60,2.097,0.6375,0.9147,1.1150,0.6396,0.9132,0.000,1,STABILIZE_HIGH,0.4540,0.5491,0.6240,-0.1208
1103,dynamic,0.2260,-0.8466,0.0172,15.60,2.096,0.6375,0.9147,1.1150,0.6467,0.9083,0.000,1,STABILIZE_HIGH,0.4584,0.5464,0.6240,-0.1212
1203,dynamic,0.2413,-0.8563,0.0335,14.25,2.093,1.7056,0.9982,1.9762,1.7272,0.9602,0.000,1,STABILIZE_HIGH,1.0000,0.5764,0.5700,-0.1221
1302,dynamic,0.2555,-0.8592,0.0424,14.25,2.094,1.7056,0.9982,1.9762,1.7401,0.9368,0.000,1,DESCEND_TO_LOW,1.0000,0.5621,0.5700,0.3000
1402,dynamic,0.2812,-0.8606,0.0591,13.27,2.084,2.2266,0.9724,2.4297,2.2704,0.8654,0.000,1,DESCEND_TO_LOW,1.0000,0.5203,0.5308,0.3000
1502,dynamic,0.3046,-0.8610,0.0753,14.35,2.058,2.4652,1.0070,2.6629,2.5240,0.8488,0.000,1,DESCEND_TO_LOW,1.0000,0.5172,0.5740,0.3000
1602,dynamic,0.3459,-0.8563,0.0989,14.42,2.011,2.4718,0.9926,2.6636,2.5449,0.7864,0.000,1,DESCEND_TO_LOW,1.0000,0.4882,0.5768,0.3000
1703,dynamic,0.3847,-0.8486,0.1205,14.42,1.967,2.4718,0.9926,2.6636,2.5609,0.7326,0.000,1,DESCEND_TO_LOW,1.0000,0.4628,0.5768,0.3000
1802,dynamic,0.4163,-0.8412,0.1360,15.65,1.915,2.3772,0.8621,2.5287,2.4659,0.5598,0.000,1,DESCEND_TO_LOW,1.0000,0.3632,0.6260,0.3000
1902,dynamic,0.4769,-0.8233,0.1636,12.46,1.869,2.3354,0.7884,2.4649,2.4250,0.4414,0.000,1,DESCEND_TO_LOW,1.0000,0.2880,0.4984,0.3000
2006,dynamic,0.5286,-0.8081,0.1857,12.46,1.818,2.3354,0.7884,2.4649,2.4344,0.3865,0.000,1,DESCEND_TO_LOW,1.0000,0.2570,0.4984,0.3000
2106,dynamic,0.5680,-0.7944,0.2029,3.41,1.772,1.9986,0.5486,2.0725,2.0660,0.1634,0.000,1,STABILIZE_LOW,1.0000,0.0980,0.1364,0.0815
2204,dynamic,0.6238,-0.7793,0.2256,0.00,1.719,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,HOLD,1.0000,0.0336,0.0812,0.0715
2304,dynamic,0.6921,-0.7627,0.2492,-1.53,1.688,1.7021,0.2816,1.7252,1.7212,-0.1178,0.000,1,STABILIZE_LOW,0.9002,0.0302,0.0731,-0.0063
2405,dynamic,0.7519,-0.7513,0.2612,-1.53,1.644,1.7021,0.2816,1.7252,1.7186,-0.1516,0.000,1,STABILIZE_LOW,1.0000,-0.1265,-0.0612,0.0431
2509,dynamic,0.8094,-0.7396,0.2695,-5.93,1.617,1.1245,0.1781,1.1385,1.1321,-0.1204,0.000,1,STABILIZE_LOW,0.8869,-0.1120,-0.2372,0.0352
2605,dynamic,0.8683,-0.7313,0.2738,-7.61,1.586,0.9899,0.1914,1.0082,1.0050,-0.0804,0.000,1,STABILIZE_LOW,0.8043,-0.0869,-0.3044,0.0257
2708,dynamic,0.9140,-0.7244,0.2744,-9.87,1.564,0.6964,0.1767,0.7185,0.7182,-0.0184,0.000,1,STABILIZE_LOW,0.6016,-0.0460,-0.3948,0.0191
2806,dynamic,0.9721,-0.7181,0.2710,-9.61,1.533,0.5598,0.1497,0.5795,0.5795,-0.0071,0.000,1,STABILIZE_LOW,0.5065,-0.0378,-0.3844,0.0098
2904,dynamic,1.0415,-0.7124,0.2615,-7.41,1.513,0.4388,0.1314,0.4581,0.4579,0.0103,0.000,1,STABILIZE_LOW,0.4217,-0.0220,-0.2964,0.0039
