time_ms,mode,scenario,linear_error_m,rotation_error_deg,engagement_duration_s,drone_x,drone_y,target_x,target_y,altitude_m,state,last_cmd_pitch,last_cmd_roll,last_cmd_yaw_vel,last_cmd_thrust
84,static,dynamic_easy,1.1618,-14.00,0.08,0.0432,0.0803,1.2010,-0.0166,2.848,SEARCH,0.0000,0.0000,0.0000,-0.0457
184,static,dynamic_easy,1.1675,-14.00,0.18,0.0409,0.0824,1.2041,-0.0174,2.849,SEARCH,0.0000,0.0000,0.0000,-0.0452
284,static,dynamic_easy,1.1733,-14.01,0.28,0.0384,0.0850,1.2072,-0.0182,2.851,SEARCH,0.0000,0.0000,0.0000,-0.0447
384,static,dynamic_easy,1.1787,-14.01,0.38,0.0364,0.0874,1.2103,-0.0190,2.853,SEARCH,0.0000,0.0000,0.0000,-0.0442
484,static,dynamic_easy,1.1835,-14.02,0.48,0.0349,0.0895,1.2134,-0.0197,2.854,SEARCH,0.0000,0.0000,0.0000,-0.0438
584,static,dynamic_easy,1.1880,-14.02,0.58,0.0338,0.0910,1.2166,-0.0205,2.856,SEARCH,0.0000,0.0000,0.0000,-0.0433
684,static,dynamic_easy,1.1923,-14.03,0.68,0.0329,0.0920,1.2198,-0.0213,2.857,SEARCH,0.0000,0.0000,0.0000,-0.0429
784,static,dynamic_easy,1.1967,-14.03,0.78,0.0317,0.0927,1.2229,-0.0221,2.858,SEARCH,0.0000,0.0000,0.0000,-0.0425
884,static,dynamic_easy,1.2020,-14.03,0.88,0.0297,0.0929,1.2262,-0.0229,2.860,SEARCH,0.0000,0.0000,0.0000,-0.0421
984,static,dynamic_easy,1.2083,-14.03,0.98,0.0267,0.0925,1.2294,-0.0237,2.861,SEARCH,0.0000,0.0000,0.0000,-0.0416
1084,static,dynamic_easy,1.2149,-14.03,1.08,0.0233,0.0912,1.2326,-0.0245,2.863,SEARCH,0.0000,0.0000,0.0000,-0.0412
1184,static,dynamic_easy,1.2221,-14.03,1.18,0.0192,0.0894,1.2359,-0.0254,2.864,SEARCH,0.0000,0.0000,0.0000,-0.0409
1284,static,dynamic_easy,1.2291,-13.14,1.28,0.0154,0.0875,1.2392,-0.0262,2.865,SEARCH,0.0000,0.0000,0.0000,-0.0405
1384,static,dynamic_easy,1.2364,-11.51,1.38,0.0112,0.0856,1.2425,-0.0269,2.866,SEARCH,0.0000,0.0000,0.0000,-0.0401
