time_ms,mode,scenario,wind_scenario,linear_error_m,rotation_error_deg,engagement_duration_s,drone_x,drone_y,target_x,target_y,altitude_m,state
100,static,dynamic,none,1.7557,-22.78,0.10,-0.0342,0.0107,1.5155,-0.8144,4.754,SEARCH
200,static,dynamic,none,1.8088,-21.60,0.20,-0.0349,0.0114,1.5641,-0.8342,4.766,SEARCH
300,static,dynamic,none,1.8617,-20.46,0.30,-0.0356,0.0122,1.6129,-0.8530,4.778,SEARCH
400,static,dynamic,none,1.9147,-19.32,0.40,-0.0365,0.0134,1.6618,-0.8708,4.786,SEARCH
500,static,dynamic,none,1.9682,-18.19,0.50,-0.0381,0.0151,1.7109,-0.8875,4.792,SEARCH
600,static,dynamic,none,2.0219,-17.05,0.60,-0.0404,0.0167,1.7601,-0.9032,4.795,SEARCH
700,static,dynamic,none,2.0760,-15.90,0.70,-0.0436,0.0181,1.8094,-0.9178,4.800,SEARCH
800,static,dynamic,none,2.1304,-14.73,0.80,-0.0475,0.0196,1.8588,-0.9313,4.804,SEARCH
900,static,dynamic,none,2.1840,-13.53,0.90,-0.0512,0.0209,1.9083,-0.9437,4.809,SEARCH
1000,static,dynamic,none,2.2388,12.30,1.00,-0.0564,0.0224,1.9579,-0.9549,4.814,STABILIZE_5M
1100,static,dynamic,none,2.2927,11.04,1.10,-0.0609,0.0239,2.0076,-0.9649,4.817,STABILIZE_5M
1200,static,dynamic,none,2.3472,9.70,1.20,-0.0669,0.0247,2.0574,-0.9737,4.823,STABILIZE_5M
1300,static,dynamic,none,2.4035,8.30,1.30,-0.0770,0.0215,2.1072,-0.9814,4.825,STABILIZE_5M
1400,static,dynamic,none,2.4687,6.92,1.40,-0.1019,0.0077,2.1571,-0.9878,4.825,STABILIZE_5M
1500,static,dynamic,none,2.5370,5.55,1.50,-0.1326,-0.0120,2.2070,-0.9931,4.823,STABILIZE_5M
1600,static,dynamic,none,2.6174,4.17,1.60,-0.1810,-0.0447,2.2570,-0.9971,4.818,STABILIZE_5M
1700,static,dynamic,none,2.7111,-2.70,1.70,-0.2461,-0.0879,2.3070,-0.9999,4.813,DESCEND_TO_1M
1800,static,dynamic,none,2.8078,-1.12,1.80,-0.3116,-0.1286,2.3570,-1.0015,4.802,DESCEND_TO_1M
1900,static,dynamic,none,2.9059,0.54,1.90,-0.3763,-0.1669,2.4070,-1.0019,4.750,DESCEND_TO_1M
2000,static,dynamic,none,3.0260,2.38,2.00,-0.4652,-0.2154,2.4570,-1.0012,4.691,DESCEND_TO_1M
2100,static,dynamic,none,3.1375,4.18,2.10,-0.5404,-0.2527,2.5070,-0.9992,4.643,DESCEND_TO_1M
2200,static,dynamic,none,3.2860,6.16,2.20,-0.6554,-0.3042,2.5569,-0.9961,4.584,DESCEND_TO_1M
2300,static,dynamic,none,3.4129,7.96,2.30,-0.7430,-0.3386,2.6068,-0.9919,4.536,DESCEND_TO_1M
2400,static,dynamic,none,3.5269,9.55,2.40,-0.8149,-0.3640,2.6567,-0.9865,4.490,DESCEND_TO_1M
2500,static,dynamic,none,3.6524,11.06,2.50,-0.8981,-0.3908,2.7065,-0.9800,4.438,DESCEND_TO_1M
2600,static,dynamic,none,3.7815,12.37,2.60,-0.9839,-0.4148,2.7562,-0.9724,4.397,DESCEND_TO_1M
2700,static,dynamic,none,3.9017,13.53,2.70,-1.0595,-0.4329,2.8059,-0.9638,4.346,DESCEND_TO_1M
2800,static,dynamic,none,4.0243,14.58,2.80,-1.1370,-0.4488,2.8555,-0.9542,4.301,DESCEND_TO_1M
2900,static,dynamic,none,4.1364,15.48,2.90,-1.2031,-0.4602,2.9049,-0.9435,4.250,DESCEND_TO_1M
3000,static,dynamic,none,4.2472,16.28,3.00,-1.2678,-0.4704,2.9543,-0.9319,4.207,DESCEND_TO_1M
3100,static,dynamic,none,4.3540,17.00,3.10,-1.3282,-0.4804,3.0036,-0.9194,4.162,DESCEND_TO_1M
3200,static,dynamic,none,4.4466,17.64,3.20,-1.3744,-0.4897,3.0527,-0.9060,4.112,DESCEND_TO_1M
3300,static,dynamic,none,4.5214,18.34,3.30,-1.4024,-0.4970,3.1017,-0.8918,4.061,DESCEND_TO_1M
3400,static,dynamic,none,4.5955,18.95,3.40,-1.4301,-0.5073,3.1505,-0.8768,4.017,DESCEND_TO_1M
3500,static,dynamic,none,4.6566,19.64,3.50,-1.4446,-0.5169,3.1992,-0.8610,3.961,DESCEND_TO_1M
3600,static,dynamic,none,4.7104,20.33,3.60,-1.4521,-0.5293,3.2478,-0.8444,3.918,DESCEND_TO_1M
3700,static,dynamic,none,4.7577,21.06,3.70,-1.4529,-0.5407,3.2961,-0.8273,3.860,DESCEND_TO_1M
3800,static,dynamic,none,4.8019,21.76,3.80,-1.4507,-0.5519,3.3443,-0.8095,3.814,DESCEND_TO_1M
3900,static,dynamic,none,4.8419,22.43,3.90,-1.4444,-0.5670,3.3923,-0.7911,3.754,DESCEND_TO_1M
4000,static,dynamic,none,4.8815,23.05,4.00,-1.4376,-0.5794,3.4400,-0.7723,3.703,DESCEND_TO_1M
4100,static,dynamic,none,4.9212,23.60,4.10,-1.4309,-0.5903,3.4876,-0.7529,3.648,DESCEND_TO_1M
4200,static,dynamic,none,4.9543,24.07,4.20,-1.4177,-0.6065,3.5350,-0.7332,3.601,DESCEND_TO_1M
4300,static,dynamic,none,4.9862,24.48,4.30,-1.4033,-0.6196,3.5821,-0.7131,3.543,DESCEND_TO_1M
4400,static,dynamic,none,5.0106,24.81,4.40,-1.3813,-0.6353,3.6290,-0.6928,3.488,DESCEND_TO_1M
4500,static,dynamic,none,5.0323,25.10,4.50,-1.3567,-0.6500,3.6756,-0.6721,3.432,DESCEND_TO_1M
4600,static,dynamic,none,5.0473,25.34,4.60,-1.3253,-0.6662,3.7220,-0.6513,3.382,DESCEND_TO_1M
4700,static,dynamic,none,5.0577,25.53,4.70,-1.2893,-0.6821,3.7681,-0.6304,3.327,DESCEND_TO_1M
4800,static,dynamic,none,5.0640,25.67,4.80,-1.2493,-0.6975,3.8140,-0.6094,3.282,DESCEND_TO_1M
4900,static,dynamic,none,5.0739,25.76,4.90,-1.2129,-0.7102,3.8595,-0.5884,3.228,DESCEND_TO_1M
5000,static,dynamic,none,5.0749,25.79,5.00,-1.1677,-0.7249,3.9048,-0.5675,3.173,DESCEND_TO_1M
5100,static,dynamic,none,5.0704,25.75,5.10,-1.1169,-0.7404,3.9498,-0.5467,3.118,DESCEND_TO_1M
5200,static,dynamic,none,5.0755,25.67,5.20,-1.0760,-0.7528,3.9945,-0.5260,3.072,DESCEND_TO_1M
5300,static,dynamic,none,5.0759,25.53,5.30,-1.0304,-0.7663,4.0388,-0.5055,3.013,DESCEND_TO_1M
5400,static,dynamic,none,5.0679,25.33,5.40,-0.9763,-0.7814,4.0829,-0.4854,2.959,DESCEND_TO_1M
5500,static,dynamic,none,5.0712,25.08,5.50,-0.9341,-0.7928,4.1266,-0.4656,2.911,DESCEND_TO_1M
5600,static,dynamic,none,5.0668,24.74,5.60,-0.8841,-0.8050,4.1700,-0.4461,2.857,DESCEND_TO_1M
5700,static,dynamic,none,5.0466,24.29,5.70,-0.8186,-0.8155,4.2130,-0.4271,2.806,DESCEND_TO_1M
5800,static,dynamic,none,5.0508,23.79,5.80,-0.7785,-0.8179,4.2557,-0.4086,2.752,DESCEND_TO_1M
5900,static,dynamic,none,5.0378,23.19,5.90,-0.7217,-0.8173,4.2980,-0.3907,2.697,DESCEND_TO_1M
6000,static,dynamic,none,5.0148,22.52,6.00,-0.6557,-0.8116,4.3400,-0.3734,2.639,DESCEND_TO_1M
6100,static,dynamic,none,4.9919,21.81,6.10,-0.5904,-0.8023,4.3816,-0.3567,2.584,DESCEND_TO_1M
6200,static,dynamic,none,4.9522,21.05,6.20,-0.5092,-0.7866,4.4228,-0.3408,2.535,DESCEND_TO_1M
6300,static,dynamic,none,4.9257,20.26,6.30,-0.4418,-0.7713,4.4637,-0.3256,2.479,DESCEND_TO_1M
6400,static,dynamic,none,4.8824,19.42,6.40,-0.3585,-0.7509,4.5041,-0.3111,2.419,DESCEND_TO_1M
6500,static,dynamic,none,4.8425,18.51,6.50,-0.2790,-0.7306,4.5442,-0.2976,2.359,DESCEND_TO_1M
6600,static,dynamic,none,4.7928,17.54,6.60,-0.1903,-0.7073,4.5838,-0.2849,2.299,DESCEND_TO_1M
6700,static,dynamic,none,4.7474,16.48,6.70,-0.1064,-0.6846,4.6231,-0.2732,2.245,DESCEND_TO_1M
6800,static,dynamic,none,4.6776,15.31,6.80,0.0007,-0.6538,4.6619,-0.2624,2.190,DESCEND_TO_1M
6900,static,dynamic,none,4.6427,14.03,6.90,0.0731,-0.6314,4.7003,-0.2526,2.136,DESCEND_TO_1M
7000,static,dynamic,none,4.5843,12.63,7.00,0.1678,-0.6001,4.7383,-0.2438,2.078,DESCEND_TO_1M
7100,static,dynamic,none,4.5326,11.12,7.10,0.2555,-0.5689,4.7758,-0.2362,2.020,DESCEND_TO_1M
7200,static,dynamic,none,4.4650,9.49,7.20,0.3581,-0.5309,4.8130,-0.2296,1.971,DESCEND_TO_1M
7300,static,dynamic,none,4.4116,7.78,7.30,0.4465,-0.4972,4.8497,-0.2241,1.913,DESCEND_TO_1M
7400,static,dynamic,none,4.3497,5.92,7.40,0.5428,-0.4599,4.8859,-0.2198,1.860,DESCEND_TO_1M
7500,static,dynamic,none,4.2948,4.00,7.50,0.6319,-0.4248,4.9217,-0.2167,1.799,DESCEND_TO_1M
7600,static,dynamic,none,4.2320,1.96,7.60,0.7285,-0.3866,4.9570,-0.2147,1.747,DESCEND_TO_1M
7700,static,dynamic,none,4.1842,0.11,7.70,0.8101,-0.3550,4.9919,-0.2139,1.691,DESCEND_TO_1M
