time_ms,scenario,drone_x,drone_y,drone_yaw_rad,rotation_error_deg,altitude_m,pixel_err_x,pixel_err_y,ground_err_m,forward_err_m,lateral_err_m,gimbal_norm,locked,state,last_cmd_pitch,last_cmd_roll,last_cmd_yaw_vel,last_cmd_thrust
18,static,2.1042,-0.7204,0.0132,20.64,1.697,-1.0253,2.3091,2.5266,-1.0034,2.3188,0.000,1,SEARCH,0.2924,0.0000,0.0000,-0.0908
116,static,2.1556,-0.7278,0.0190,0.00,1.695,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.2873,0.0000,0.0000,-0.0915
219,static,2.1953,-0.7338,0.0244,0.00,1.689,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.2831,0.0000,0.0000,-0.0934
317,static,2.2424,-0.7413,0.0282,20.29,1.686,-1.1857,2.2000,2.4992,-1.1279,2.2302,0.000,1,SEARCH,0.2787,0.0000,0.0000,-0.0942
425,static,2.2832,-0.7490,0.0283,0.00,1.680,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.2745,0.0000,0.0000,-0.0960
517,static,2.3196,-0.7568,0.0249,18.75,1.677,-1.2636,2.1494,2.4933,-1.2039,2.1834,0.000,1,SEARCH,0.2705,0.0000,0.0000,-0.0969
626,static,2.3582,-0.7660,0.0169,17.92,1.670,-1.2671,2.1671,2.5104,-1.2162,2.1961,0.000,1,SEARCH,0.2668,0.0000,0.0000,-0.0989
724,static,2.4009,-0.7773,0.0070,20.02,1.666,-1.2822,2.2043,2.5501,-1.2522,2.2215,0.000,1,SEARCH,0.2626,0.0000,0.0000,-0.1002
816,static,2.4304,-0.7850,6.2826,20.35,1.662,-1.3006,2.2397,2.5900,-1.2924,2.2445,0.000,1,SEARCH,0.2588,0.0000,0.0000,-0.1015
918,static,2.4696,-0.7960,6.2730,22.05,1.659,-1.2924,2.3257,2.6606,-1.3061,2.3180,0.000,1,SEARCH,0.2548,0.0000,0.0000,-0.1024
1024,static,2.5035,-0.8055,6.2664,23.08,1.648,-1.3138,2.3436,2.6867,-1.3438,2.3265,0.000,1,SEARCH,0.2517,0.0000,0.0000,-0.1056
1116,static,2.5377,-0.8150,6.2617,23.41,1.642,-1.3184,2.3743,2.7157,-1.3634,2.3487,0.000,1,SEARCH,0.2479,0.0000,0.0000,-0.1075
1223,static,2.5733,-0.8248,6.2583,23.41,1.638,-1.3184,2.3743,2.7157,-1.3715,2.3440,0.000,1,SEARCH,0.2452,0.0000,0.0000,-0.1087
