time_ms,mode,scenario,wind_scenario,linear_error_m,rotation_error_deg,engagement_duration_s,drone_x,drone_y,target_x,target_y,altitude_m,state
100,gimbal,static,none,5.0144,0.01,0.10,4.9856,0.0027,10.0000,0.0000,4.783,DESCEND_TO_1M
200,gimbal,static,none,4.9150,0.01,0.20,5.0850,0.0046,10.0000,0.0000,4.766,DESCEND_TO_1M
300,gimbal,static,none,4.8247,0.01,0.30,5.1753,0.0059,10.0000,0.0000,4.726,DESCEND_TO_1M
400,gimbal,static,none,4.7336,0.02,0.40,5.2664,0.0069,10.0000,0.0000,4.683,DESCEND_TO_1M
500,gimbal,static,none,4.6587,0.05,0.50,5.3413,0.0080,10.0000,0.0000,4.635,DESCEND_TO_1M
600,gimbal,static,none,4.5904,0.10,0.60,5.4096,0.0095,10.0000,0.0000,4.590,DESCEND_TO_1M
700,gimbal,static,none,4.5413,0.18,0.70,5.4587,0.0114,10.0000,0.0000,4.541,DESCEND_TO_1M
800,gimbal,static,none,4.5042,0.27,0.80,5.4959,0.0136,10.0000,0.0000,4.496,DESCEND_TO_1M
900,gimbal,static,none,4.4846,0.37,0.90,5.5154,0.0158,10.0000,0.0000,4.445,DESCEND_TO_1M
1000,gimbal,static,none,4.4784,0.43,1.00,5.5217,0.0192,10.0000,0.0000,4.396,DESCEND_TO_1M
1100,gimbal,static,none,4.4857,0.44,1.10,5.5143,0.0236,10.0000,0.0000,4.341,DESCEND_TO_1M
1200,gimbal,static,none,4.5027,0.39,1.20,5.4974,0.0283,10.0000,0.0000,4.290,DESCEND_TO_1M
1300,gimbal,static,none,4.5276,0.30,1.30,5.4725,0.0337,10.0000,0.0000,4.234,DESCEND_TO_1M
1400,gimbal,static,none,4.5613,0.16,1.40,5.4388,0.0405,10.0000,0.0000,4.181,DESCEND_TO_1M
1500,gimbal,static,none,4.5971,0.00,1.50,5.4031,0.0480,10.0000,0.0000,4.124,DESCEND_TO_1M
1600,gimbal,static,none,4.6396,0.18,1.60,5.3608,0.0573,10.0000,0.0000,4.072,DESCEND_TO_1M
1700,gimbal,static,none,4.6835,0.32,1.70,5.3170,0.0673,10.0000,0.0000,4.015,DESCEND_TO_1M
1800,gimbal,static,none,4.7218,0.45,1.80,5.2788,0.0767,10.0000,0.0000,3.965,DESCEND_TO_1M
1900,gimbal,static,none,4.7550,0.52,1.90,5.2458,0.0860,10.0000,0.0000,3.910,DESCEND_TO_1M
2000,gimbal,static,none,4.7831,0.55,2.00,5.2179,0.0957,10.0000,0.0000,3.860,DESCEND_TO_1M
2100,gimbal,static,none,4.8013,0.55,2.10,5.1998,0.1035,10.0000,0.0000,3.806,DESCEND_TO_1M
2200,gimbal,static,none,4.8134,0.50,2.20,5.1879,0.1104,10.0000,0.0000,3.756,DESCEND_TO_1M
2300,gimbal,static,none,4.8180,0.42,2.30,5.1833,0.1154,10.0000,0.0000,3.703,DESCEND_TO_1M
2400,gimbal,static,none,4.8153,0.33,2.40,5.1862,0.1197,10.0000,0.0000,3.653,DESCEND_TO_1M
2500,gimbal,static,none,4.8043,0.24,2.50,5.1973,0.1234,10.0000,0.0000,3.598,DESCEND_TO_1M
2600,gimbal,static,none,4.7831,0.17,2.60,5.2186,0.1268,10.0000,0.0000,3.546,DESCEND_TO_1M
2700,gimbal,static,none,4.7557,0.12,2.70,5.2461,0.1288,10.0000,0.0000,3.490,DESCEND_TO_1M
2800,gimbal,static,none,4.7180,0.09,2.80,5.2837,0.1296,10.0000,0.0000,3.438,DESCEND_TO_1M
2900,gimbal,static,none,4.6763,0.08,2.90,5.3255,0.1291,10.0000,0.0000,3.380,DESCEND_TO_1M
3000,gimbal,static,none,4.6244,0.09,3.00,5.3774,0.1278,10.0000,0.0000,3.326,DESCEND_TO_1M
3100,gimbal,static,none,4.5667,0.10,3.10,5.4351,0.1257,10.0000,0.0000,3.268,DESCEND_TO_1M
3200,gimbal,static,none,4.5092,0.11,3.20,5.4925,0.1228,10.0000,0.0000,3.214,DESCEND_TO_1M
3300,gimbal,static,none,4.4487,0.13,3.30,5.5529,0.1190,10.0000,0.0000,3.160,DESCEND_TO_1M
3400,gimbal,static,none,4.3810,0.14,3.40,5.6205,0.1142,10.0000,0.0000,3.103,DESCEND_TO_1M
3500,gimbal,static,none,4.3181,0.15,3.50,5.6833,0.1090,10.0000,0.0000,3.046,DESCEND_TO_1M
3600,gimbal,static,none,4.2507,0.15,3.60,5.7505,0.1028,10.0000,0.0000,2.994,DESCEND_TO_1M
3700,gimbal,static,none,4.1896,0.14,3.70,5.8115,0.0963,10.0000,0.0000,2.942,DESCEND_TO_1M
3800,gimbal,static,none,4.1248,0.15,3.80,5.8762,0.0887,10.0000,0.0000,2.887,DESCEND_TO_1M
3900,gimbal,static,none,4.0665,0.15,3.90,5.9344,0.0815,10.0000,0.0000,2.837,DESCEND_TO_1M
4000,gimbal,static,none,4.0038,0.15,4.00,5.9969,0.0733,10.0000,0.0000,2.782,DESCEND_TO_1M
