time_ms,scenario,drone_x,drone_y,drone_yaw_rad,rotation_error_deg,altitude_m,pixel_err_x,pixel_err_y,ground_err_m,forward_err_m,lateral_err_m,gimbal_norm,locked,state,last_cmd_pitch,last_cmd_roll,last_cmd_yaw_vel,last_cmd_thrust
79,dynamic,-0.1427,-0.6570,0.0123,15.72,2.191,-1.1989,1.5276,1.9419,-1.1797,1.5425,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0928
177,dynamic,-0.1366,-0.6864,0.0113,15.72,2.193,-1.1989,1.5276,1.9419,-1.1808,1.5416,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0921
278,dynamic,-0.1303,-0.7111,0.0107,15.72,2.191,-1.1989,1.5276,1.9419,-1.1820,1.5407,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0926
377,dynamic,-0.1211,-0.7415,0.0110,15.28,2.194,-0.6145,1.2601,1.4019,-0.6012,1.2665,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0918
484,dynamic,-0.1132,-0.7669,0.0133,15.28,2.193,-0.6145,1.2601,1.4019,-0.5988,1.2676,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0922
577,dynamic,-0.1038,-0.7939,0.0151,14.67,2.195,-0.3178,1.1536,1.1966,-0.3013,1.1581,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0915
682,dynamic,-0.0938,-0.8203,0.0162,14.42,2.192,-0.2045,1.1365,1.1548,-0.1864,1.1396,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0925
777,dynamic,-0.0829,-0.8482,0.0172,13.05,2.194,-0.0294,1.0381,1.0385,-0.0118,1.0384,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0917
879,dynamic,-0.0727,-0.8733,0.0159,12.21,2.193,0.0210,0.9894,0.9896,0.0374,0.9889,0.000,1,STABILIZE_HIGH,0.0000,0.0000,0.0000,-0.0922
977,dynamic,-0.0629,-0.8953,0.0125,12.21,2.196,0.0210,0.9894,0.9896,0.0351,0.9890,0.000,1,STABILIZE_HIGH,0.0902,0.5667,0.4884,-0.0913
1082,dynamic,-0.0539,-0.9114,0.0087,12.21,2.194,0.0210,0.9894,0.9896,0.0308,0.9891,0.000,1,STABILIZE_HIGH,0.0879,0.5671,0.4884,-0.0917
1177,dynamic,-0.0451,-0.9243,0.0109,9.57,2.197,0.2749,1.0351,1.0710,0.2844,1.0325,0.000,1,STABILIZE_HIGH,0.2328,0.5881,0.3828,-0.0910
1278,dynamic,-0.0366,-0.9318,0.0180,8.73,2.197,0.4921,0.9938,1.1090,0.5065,0.9866,0.000,1,STABILIZE_HIGH,0.3598,0.5607,0.3492,-0.0909
1377,dynamic,-0.0276,-0.9320,0.0288,5.77,2.200,0.7805,0.8155,1.1288,0.8000,0.7964,0.000,1,STABILIZE_HIGH,0.5267,0.4477,0.2308,-0.0899
1479,dynamic,-0.0142,-0.9264,0.0415,5.77,2.198,0.7805,0.8155,1.1288,0.8101,0.7861,0.000,1,DESCEND_TO_LOW,0.5330,0.4423,0.2308,0.3000
1577,dynamic,0.0006,-0.9157,0.0592,-4.19,2.193,1.2299,0.3921,1.2909,1.2490,0.3260,0.000,1,DESCEND_TO_LOW,0.7835,0.1675,-0.1676,0.3000
1678,dynamic,0.0183,-0.9052,0.0690,-8.47,2.159,1.3180,0.1551,1.3271,1.3253,0.0682,0.000,1,DESCEND_TO_LOW,0.8370,0.0150,-0.3388,0.3000
1777,dynamic,0.0417,-0.8940,0.0761,-8.47,2.116,1.3180,0.1551,1.3271,1.3258,0.0578,0.000,1,DESCEND_TO_LOW,0.8520,0.0091,-0.3388,0.3000
1878,dynamic,0.0716,-0.8858,0.0809,-14.89,2.071,1.6995,-0.3693,1.7392,1.6649,-0.5027,0.000,1,DESCEND_TO_LOW,1.0000,-0.3359,-0.5956,0.3000
1977,dynamic,0.1065,-0.8819,0.0824,-14.89,2.030,1.6995,-0.3693,1.7392,1.6634,-0.5078,0.000,1,DESCEND_TO_LOW,1.0000,-0.3443,-0.5956,0.3000
2078,dynamic,0.1456,-0.8849,0.0771,-20.23,1.988,1.6121,-0.7596,1.7821,1.5460,-0.8865,0.000,1,DESCEND_TO_LOW,1.0000,-0.5918,-0.8092,0.3000
2177,dynamic,0.1894,-0.8943,0.0651,-20.23,1.943,1.6121,-0.7596,1.7821,1.5546,-0.8713,0.000,1,DESCEND_TO_LOW,1.0000,-0.5923,-0.8092,0.3000
