time_ms,scenario,drone_x,drone_y,drone_yaw_rad,rotation_error_deg,altitude_m,pixel_err_x,pixel_err_y,ground_err_m,forward_err_m,lateral_err_m,gimbal_norm,locked,state,last_cmd_pitch,last_cmd_roll,last_cmd_yaw_vel,last_cmd_thrust
98,dynamic,-0.4065,0.2908,6.2531,51.76,2.162,5.7636,12.1825,13.4771,5.4075,12.3447,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.0485
199,dynamic,-0.4134,0.3009,6.2460,51.76,2.155,5.7636,12.1825,13.4771,5.3692,12.3614,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.0464
298,dynamic,-0.4185,0.3099,6.2413,49.59,2.149,2.2465,7.2567,7.5965,1.9630,7.3385,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.0448
398,dynamic,-0.4241,0.3190,6.2408,47.46,2.144,1.3091,5.6947,5.8433,1.0649,5.7454,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.0433
498,dynamic,-0.4298,0.3273,6.2377,46.63,2.142,0.6109,4.8082,4.8469,0.4044,4.8300,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.0427
598,dynamic,-0.4333,0.3374,6.2341,46.12,2.141,0.0541,4.1079,4.1083,-0.1351,4.1061,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.0422
698,dynamic,-0.4353,0.3481,6.2287,46.12,2.139,0.0541,4.1079,4.1083,-0.1539,4.1054,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.0416
804,dynamic,-0.4381,0.3629,6.2249,46.12,2.136,0.0541,4.1079,4.1083,-0.1772,4.1045,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.0408
903,dynamic,-0.4380,0.3778,6.2232,45.67,2.133,-0.6686,3.3166,3.3834,-0.8602,3.2722,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.0399
998,dynamic,-0.4347,0.3965,6.2235,45.44,2.131,-0.7570,3.2021,3.2904,-0.9464,3.1513,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.0392
1098,dynamic,-0.4309,0.4154,6.2243,48.16,2.129,-0.8924,3.1160,3.2413,-1.0786,3.0566,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.0386
1206,dynamic,-0.4267,0.4349,6.2248,48.16,2.127,-0.8924,3.1160,3.2413,-1.0724,3.0588,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.0381
1298,dynamic,-0.4224,0.4530,6.2280,47.27,2.128,-0.8761,3.1063,3.2275,-1.0536,3.0507,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.0384
1399,dynamic,-0.4172,0.4764,6.2333,47.27,2.130,-0.8761,3.1063,3.2275,-1.0372,3.0563,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.0391
1498,dynamic,-0.4107,0.4978,6.2358,44.78,2.125,-0.8719,3.0164,3.1399,-1.0263,2.9675,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.0376
