time_ms,scenario,drone_x,drone_y,drone_yaw_rad,rotation_error_deg,altitude_m,pixel_err_x,pixel_err_y,ground_err_m,forward_err_m,lateral_err_m,gimbal_norm,locked,state,last_cmd_pitch,last_cmd_roll,last_cmd_yaw_vel,last_cmd_thrust
32,static,1.5457,-0.0256,6.2768,17.04,1.897,-0.7660,2.3227,2.4457,-0.7803,2.3179,0.000,1,DESCEND_TO_LOW,0.3471,0.0000,0.0000,-0.0308
134,static,1.5871,-0.0270,6.2768,17.04,1.898,-0.7660,2.3227,2.4457,-0.7808,2.3177,0.000,1,DESCEND_TO_LOW,-0.3503,1.0000,-1.1184,0.3000
229,static,1.6210,-0.0230,6.2771,0.00,1.886,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,HOLD,-0.3151,0.8995,-1.0060,-0.0020
336,static,1.6596,-0.0140,6.2726,0.00,1.864,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,HOLD,-0.2406,0.6867,-0.7680,-0.0088
429,static,1.6843,0.0030,6.2621,14.01,1.846,-1.5671,2.1332,2.6470,-1.6032,2.1063,0.000,1,DESCEND_TO_LOW,-0.8115,1.0000,-1.2396,0.3000
536,static,1.7062,0.0346,6.2467,14.01,1.836,-1.5671,2.1332,2.6470,-1.6284,2.0868,0.000,1,DESCEND_TO_LOW,-0.8301,1.0000,-1.2396,0.3000
629,static,1.7172,0.0690,6.2291,0.00,1.805,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,HOLD,-0.7466,0.8993,-1.1148,-0.0038
739,static,1.7239,0.1114,6.2030,0.00,1.772,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,HOLD,-0.5675,0.6837,-0.8475,-0.0137
830,static,1.7208,0.1687,6.1701,0.00,1.743,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,HOLD,-0.4145,0.4993,-0.6190,-0.0226
931,static,1.7137,0.2211,6.1441,0.00,1.726,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,HOLD,-0.2456,0.2959,-0.3668,-0.0278
1039,static,1.6996,0.2872,6.1154,0.00,1.718,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,HOLD,-0.0762,0.0918,-0.1139,-0.0299
1141,static,1.6875,0.3386,6.0938,29.90,1.714,-0.5281,2.4643,2.5202,-0.9621,2.3294,0.000,1,DESCEND_TO_LOW,-0.0000,0.0000,-0.0000,-0.0305
1234,static,1.6731,0.3972,6.0756,0.00,1.715,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,HOLD,-0.5159,1.0000,-0.6040,0.3000
1331,static,1.6616,0.4475,6.0589,0.00,1.706,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,HOLD,-0.4117,0.7980,-0.4820,-0.0029
1429,static,1.6493,0.5069,6.0451,0.00,1.684,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,HOLD,-0.3096,0.6001,-0.3624,-0.0095
