time_ms,scenario,drone_x,drone_y,drone_yaw_rad,rotation_error_deg,altitude_m,pixel_err_x,pixel_err_y,ground_err_m,forward_err_m,lateral_err_m,gimbal_norm,locked,state,last_cmd_pitch,last_cmd_roll,last_cmd_yaw_vel,last_cmd_thrust
80,static,0.9232,0.4514,0.0033,11.01,2.070,5.4386,1.5926,5.6669,5.4467,1.5645,0.000,1,SEARCH,0.4108,0.0000,0.0000,0.0211
179,static,0.9526,0.4613,0.0021,0.00,2.078,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.4077,0.0000,0.0000,0.0233
279,static,0.9826,0.4718,6.2832,0.00,2.085,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.4047,0.0000,0.0000,0.0255
379,static,1.0113,0.4812,6.2811,0.00,2.094,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.4017,0.0000,0.0000,0.0281
481,static,1.0400,0.4909,6.2801,0.00,2.103,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3989,0.0000,0.0000,0.0310
580,static,1.0668,0.4992,6.2809,0.00,2.112,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3960,0.0000,0.0000,0.0336
679,static,1.0934,0.5076,6.2825,0.00,2.118,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3933,0.0000,0.0000,0.0355
779,static,1.1172,0.5166,0.0017,0.00,2.126,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3907,0.0000,0.0000,0.0378
884,static,1.1413,0.5253,0.0072,0.00,2.134,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3883,0.0000,0.0000,0.0402
980,static,1.1651,0.5366,0.0139,0.00,2.142,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3859,0.0000,0.0000,0.0426
1080,static,1.1889,0.5487,0.0210,0.00,2.146,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3835,0.0000,0.0000,0.0437
1180,static,1.2103,0.5610,0.0249,0.00,2.150,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3811,0.0000,0.0000,0.0450
1280,static,1.2315,0.5735,0.0272,0.00,2.153,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3790,0.0000,0.0000,0.0459
1379,static,1.2506,0.5867,0.0271,0.00,2.157,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3769,0.0000,0.0000,0.0470
1481,static,1.2699,0.5991,0.0231,0.00,2.159,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3749,0.0000,0.0000,0.0476
