time_ms,mode,scenario,wind_scenario,linear_error_m,rotation_error_deg,engagement_duration_s,drone_x,drone_y,target_x,target_y,altitude_m,state
3600,gimbal,dynamic,none,2.8156,14.79,3.60,-0.8605,-0.2733,1.9549,-0.2425,4.833,STABILIZE_5M
3700,gimbal,dynamic,none,2.8535,14.05,3.70,-0.8869,-0.3131,1.9656,-0.2372,4.833,STABILIZE_5M
3800,gimbal,dynamic,none,2.8932,13.21,3.80,-0.9148,-0.3557,1.9758,-0.2321,4.831,STABILIZE_5M
3900,gimbal,dynamic,none,2.9431,12.34,3.90,-0.9520,-0.4073,1.9856,-0.2272,4.829,STABILIZE_5M
4000,gimbal,dynamic,none,2.9983,11.46,4.00,-0.9939,-0.4580,1.9951,-0.2224,4.826,STABILIZE_5M
4100,gimbal,dynamic,none,3.0673,10.65,4.10,-1.0488,-0.5145,2.0041,-0.2179,4.823,STABILIZE_5M
4200,gimbal,dynamic,none,3.1403,9.92,4.20,-1.1076,-0.5666,2.0128,-0.2136,4.821,STABILIZE_5M
4300,gimbal,dynamic,none,3.2264,9.27,4.30,-1.1788,-0.6221,2.0211,-0.2094,4.819,STABILIZE_5M
4400,gimbal,dynamic,none,3.3129,8.71,4.40,-1.2507,-0.6727,2.0290,-0.2055,4.818,STABILIZE_5M
4500,gimbal,dynamic,none,3.4118,8.23,4.50,-1.3346,-0.7261,2.0366,-0.2017,4.817,STABILIZE_5M
4600,gimbal,dynamic,none,3.5073,7.81,4.60,-1.4159,-0.7738,2.0438,-0.1981,4.816,STABILIZE_5M
4700,gimbal,dynamic,none,3.6119,7.47,4.70,-1.5060,-0.8242,2.0507,-0.1946,4.818,STABILIZE_5M
4800,gimbal,dynamic,none,3.7058,7.15,4.80,-1.5861,-0.8693,2.0572,-0.1914,4.824,STABILIZE_5M
4900,gimbal,dynamic,none,3.8018,6.86,4.90,-1.6682,-0.9158,2.0634,-0.1883,4.829,STABILIZE_5M
5000,gimbal,dynamic,none,3.8871,6.59,5.00,-1.7405,-0.9568,2.0692,-0.1854,4.833,STABILIZE_5M
5100,gimbal,dynamic,none,3.9764,6.31,5.10,-1.8166,-1.0005,2.0748,-0.1826,4.836,STABILIZE_5M
5200,gimbal,dynamic,none,4.0579,6.02,5.20,-1.8855,-1.0408,2.0800,-0.1800,4.838,STABILIZE_5M
5300,gimbal,dynamic,none,4.1452,5.70,5.30,-1.9596,-1.0853,2.0850,-0.1775,4.840,STABILIZE_5M
5400,gimbal,dynamic,none,4.2256,5.37,5.40,-2.0274,-1.1273,2.0896,-0.1752,4.841,STABILIZE_5M
5500,gimbal,dynamic,none,4.3119,5.02,5.50,-2.1002,-1.1739,2.0940,-0.1730,4.844,DESCEND_TO_1M
5600,gimbal,dynamic,none,4.3878,1.43,5.60,-2.1632,-1.2175,2.0980,-0.1711,4.846,DESCEND_TO_1M
5700,gimbal,dynamic,none,4.4642,30.80,5.70,-2.2262,-1.2650,2.1018,-0.1710,4.818,DESCEND_TO_1M
5800,gimbal,dynamic,none,4.5325,48.92,5.80,-2.2816,-1.3122,2.1054,-0.1726,4.773,DESCEND_TO_1M
5900,gimbal,dynamic,none,4.5872,49.11,5.90,-2.3240,-1.3545,2.1087,-0.1742,4.727,DESCEND_TO_1M
6000,gimbal,dynamic,none,4.6369,49.22,6.00,-2.3610,-1.3988,2.1117,-0.1758,4.675,DESCEND_TO_1M
6100,gimbal,dynamic,none,4.6756,49.29,6.10,-2.3879,-1.4381,2.1145,-0.1772,4.626,DESCEND_TO_1M
6200,gimbal,dynamic,none,4.7099,49.30,6.20,-2.4095,-1.4795,2.1171,-0.1785,4.572,DESCEND_TO_1M
6300,gimbal,dynamic,none,4.7362,49.26,6.30,-2.4238,-1.5176,2.1195,-0.1797,4.521,DESCEND_TO_1M
6400,gimbal,dynamic,none,4.7606,49.20,6.40,-2.4351,-1.5587,2.1217,-0.1807,4.467,DESCEND_TO_1M
6500,gimbal,dynamic,none,4.7806,49.12,6.50,-2.4427,-1.5968,2.1236,-0.1817,4.416,DESCEND_TO_1M
6600,gimbal,dynamic,none,4.7985,49.04,6.60,-2.4479,-1.6354,2.1254,-0.1826,4.365,DESCEND_TO_1M
6700,gimbal,dynamic,none,4.8166,48.96,6.70,-2.4521,-1.6775,2.1270,-0.1834,4.311,DESCEND_TO_1M
6800,gimbal,dynamic,none,4.8328,48.92,6.80,-2.4551,-1.7161,2.1284,-0.1841,4.260,DESCEND_TO_1M
6900,gimbal,dynamic,none,4.8496,48.91,6.90,-2.4577,-1.7578,2.1297,-0.1848,4.206,DESCEND_TO_1M
7000,gimbal,dynamic,none,4.8647,48.93,7.00,-2.4596,-1.7958,2.1308,-0.1853,4.155,DESCEND_TO_1M
7100,gimbal,dynamic,none,4.8806,48.99,7.10,-2.4613,-1.8361,2.1318,-0.1858,4.101,DESCEND_TO_1M
7200,gimbal,dynamic,none,4.8967,49.08,7.20,-2.4634,-1.8757,2.1326,-0.1862,4.046,DESCEND_TO_1M
7300,gimbal,dynamic,none,4.9126,49.17,7.30,-2.4662,-1.9122,2.1333,-0.1866,3.996,DESCEND_TO_1M
7400,gimbal,dynamic,none,4.9294,49.26,7.40,-2.4699,-1.9487,2.1339,-0.1869,3.946,DESCEND_TO_1M
7500,gimbal,dynamic,none,4.9481,49.32,7.50,-2.4742,-1.9884,2.1344,-0.1871,3.892,DESCEND_TO_1M
7600,gimbal,dynamic,none,4.9654,49.37,7.60,-2.4781,-2.0248,2.1348,-0.1873,3.841,DESCEND_TO_1M
7700,gimbal,dynamic,none,4.9834,49.40,7.70,-2.4816,-2.0636,2.1351,-0.1875,3.787,DESCEND_TO_1M
7800,gimbal,dynamic,none,4.9993,49.42,7.80,-2.4842,-2.0988,2.1354,-0.1876,3.737,DESCEND_TO_1M
7900,gimbal,dynamic,none,5.0163,49.42,7.90,-2.4863,-2.1374,2.1355,-0.1877,3.683,DESCEND_TO_1M
8000,gimbal,dynamic,none,5.0319,49.40,8.00,-2.4878,-2.1736,2.1357,-0.1877,3.633,DESCEND_TO_1M
8100,gimbal,dynamic,none,5.0495,49.37,8.10,-2.4897,-2.2132,2.1357,-0.1878,3.578,DESCEND_TO_1M
8200,gimbal,dynamic,none,5.0669,49.34,8.20,-2.4921,-2.2507,2.1358,-0.1878,3.528,DESCEND_TO_1M
8300,gimbal,dynamic,none,5.0860,49.31,8.30,-2.4946,-2.2918,2.1358,-0.1878,3.474,DESCEND_TO_1M
8400,gimbal,dynamic,none,5.1033,49.29,8.40,-2.4964,-2.3294,2.1358,-0.1878,3.423,DESCEND_TO_1M
8500,gimbal,dynamic,none,5.1214,49.28,8.50,-2.4977,-2.3695,2.1358,-0.1878,3.369,DESCEND_TO_1M
8600,gimbal,dynamic,none,5.1372,49.27,8.60,-2.4978,-2.4060,2.1358,-0.1878,3.319,DESCEND_TO_1M
8700,gimbal,dynamic,none,5.1531,49.27,8.70,-2.4967,-2.4448,2.1358,-0.1878,3.264,DESCEND_TO_1M
8800,gimbal,dynamic,none,5.1673,49.28,8.80,-2.4953,-2.4799,2.1359,-0.1878,3.214,DESCEND_TO_1M
8900,gimbal,dynamic,none,5.1828,49.29,8.90,-2.4942,-2.5168,2.1360,-0.1879,3.160,DESCEND_TO_1M
9000,gimbal,dynamic,none,5.1990,49.31,9.00,-2.4941,-2.5525,2.1361,-0.1880,3.106,DESCEND_TO_1M
9100,gimbal,dynamic,none,5.2142,49.33,9.10,-2.4946,-2.5844,2.1363,-0.1880,3.056,DESCEND_TO_1M
9200,gimbal,dynamic,none,5.2294,49.35,9.20,-2.4954,-2.6154,2.1365,-0.1882,3.006,DESCEND_TO_1M
9300,gimbal,dynamic,none,5.2458,49.37,9.30,-2.4964,-2.6483,2.1368,-0.1883,2.952,DESCEND_TO_1M
9400,gimbal,dynamic,none,5.2608,49.38,9.40,-2.4969,-2.6787,2.1373,-0.1885,2.903,DESCEND_TO_1M
9500,gimbal,dynamic,none,5.2772,49.38,9.50,-2.4972,-2.7118,2.1378,-0.1888,2.849,DESCEND_TO_1M
9600,gimbal,dynamic,none,5.2923,49.38,9.60,-2.4976,-2.7418,2.1384,-0.1891,2.799,DESCEND_TO_1M
9700,gimbal,dynamic,none,5.3083,49.37,9.70,-2.4978,-2.7735,2.1391,-0.1895,2.745,DESCEND_TO_1M
9800,gimbal,dynamic,none,5.3223,49.36,9.80,-2.4971,-2.8024,2.1399,-0.1899,2.696,DESCEND_TO_1M
9900,gimbal,dynamic,none,5.3365,49.35,9.90,-2.4952,-2.8333,2.1409,-0.1904,2.642,DESCEND_TO_1M
10000,gimbal,dynamic,none,5.3493,49.35,10.00,-2.4928,-2.8617,2.1420,-0.1909,2.593,DESCEND_TO_1M
10100,gimbal,dynamic,none,5.3629,49.34,10.10,-2.4899,-2.8923,2.1433,-0.1916,2.539,DESCEND_TO_1M
10200,gimbal,dynamic,none,5.3761,49.34,10.20,-2.4875,-2.9207,2.1448,-0.1923,2.489,DESCEND_TO_1M
10300,gimbal,dynamic,none,5.3909,49.34,10.30,-2.4855,-2.9514,2.1464,-0.1931,2.435,DESCEND_TO_1M
10400,gimbal,dynamic,none,5.4050,49.34,10.40,-2.4839,-2.9793,2.1482,-0.1940,2.385,DESCEND_TO_1M
10500,gimbal,dynamic,none,5.4200,49.34,10.50,-2.4824,-3.0085,2.1501,-0.1950,2.332,DESCEND_TO_1M
10600,gimbal,dynamic,none,5.4339,49.34,10.60,-2.4810,-3.0350,2.1523,-0.1961,2.282,DESCEND_TO_1M
10700,gimbal,dynamic,none,5.4489,49.34,10.70,-2.4794,-3.0635,2.1547,-0.1973,2.228,DESCEND_TO_1M
10800,gimbal,dynamic,none,5.4636,49.34,10.80,-2.4784,-3.0900,2.1573,-0.1986,2.178,DESCEND_TO_1M
10900,gimbal,dynamic,none,5.4803,49.35,10.90,-2.4780,-3.1190,2.1602,-0.2000,2.124,DESCEND_TO_1M
11000,gimbal,dynamic,none,5.4969,49.35,11.00,-2.4783,-3.1463,2.1632,-0.2015,2.074,DESCEND_TO_1M
11100,gimbal,dynamic,none,5.5165,49.36,11.10,-2.4797,-3.1771,2.1665,-0.2032,2.020,DESCEND_TO_1M
11200,gimbal,dynamic,none,5.5358,49.36,11.20,-2.4815,-3.2063,2.1701,-0.2050,1.970,DESCEND_TO_1M
11300,gimbal,dynamic,none,5.5568,49.36,11.30,-2.4834,-3.2379,2.1739,-0.2069,1.916,DESCEND_TO_1M
11400,gimbal,dynamic,none,5.5763,49.37,11.40,-2.4849,-3.2669,2.1781,-0.2089,1.866,DESCEND_TO_1M
11500,gimbal,dynamic,none,5.5972,49.36,11.50,-2.4862,-3.2985,2.1824,-0.2111,1.812,DESCEND_TO_1M
11600,gimbal,dynamic,none,5.6162,49.36,11.60,-2.4869,-3.3272,2.1871,-0.2135,1.762,DESCEND_TO_1M
11700,gimbal,dynamic,none,5.6362,49.35,11.70,-2.4873,-3.3576,2.1921,-0.2159,1.708,DESCEND_TO_1M
11800,gimbal,dynamic,none,5.6548,49.34,11.80,-2.4876,-3.3853,2.1973,-0.2186,1.658,DESCEND_TO_1M
11900,gimbal,dynamic,none,5.6751,49.34,11.90,-2.4877,-3.4158,2.2029,-0.2214,1.604,DESCEND_TO_1M
11977,gimbal,dynamic,none,5.6863,49.34,11.98,-2.4876,-3.4322,2.2068,-0.2233,1.563,DESCEND_TO_1M
