time_ms,mode,scenario,linear_error_m,rotation_error_deg,engagement_duration_s,drone_x,drone_y,target_x,target_y,altitude_m,state,last_cmd_pitch,last_cmd_roll,last_cmd_yaw_vel,last_cmd_thrust
32,static,dynamic_easy,1.1243,-5.95,0.03,0.0154,0.0124,1.1392,-0.0217,2.793,SEARCH,0.0000,0.0000,0.0000,-0.0620
132,static,dynamic_easy,1.1290,-5.13,0.13,0.0135,0.0139,1.1420,-0.0220,2.796,SEARCH,0.0000,0.0000,0.0000,-0.0612
233,static,dynamic_easy,1.1336,-4.29,0.23,0.0117,0.0147,1.1447,-0.0222,2.798,SEARCH,0.0000,0.0000,0.0000,-0.0605
332,static,dynamic_easy,1.1382,-3.43,0.33,0.0099,0.0148,1.1475,-0.0224,2.801,SEARCH,0.0000,0.0000,0.0000,-0.0597
433,static,dynamic_easy,1.1430,-2.56,0.43,0.0079,0.0142,1.1503,-0.0226,2.803,SEARCH,0.0000,0.0000,0.0000,-0.0590
533,static,dynamic_easy,1.1476,-1.68,0.53,0.0061,0.0134,1.1531,-0.0227,2.806,SEARCH,0.0000,0.0000,0.0000,-0.0582
632,static,dynamic_easy,1.1520,-0.79,0.63,0.0045,0.0127,1.1559,-0.0227,2.808,SEARCH,0.0000,0.0000,0.0000,-0.0575
732,static,dynamic_easy,1.1563,0.11,0.73,0.0030,0.0121,1.1588,-0.0227,2.811,SEARCH,0.0000,0.0000,0.0000,-0.0568
833,static,dynamic_easy,1.1604,1.01,0.83,0.0017,0.0112,1.1617,-0.0227,2.813,SEARCH,0.0000,0.0000,0.0000,-0.0561
932,static,dynamic_easy,1.1646,1.91,0.93,0.0005,0.0104,1.1646,-0.0226,2.815,SEARCH,0.0000,0.0000,0.0000,-0.0555
1033,static,dynamic_easy,1.1690,2.81,1.03,-0.0011,0.0092,1.1675,-0.0225,2.817,SEARCH,0.0000,0.0000,0.0000,-0.0548
1133,static,dynamic_easy,1.1735,3.71,1.13,-0.0027,0.0081,1.1704,-0.0223,2.820,SEARCH,0.0000,0.0000,0.0000,-0.0541
1233,static,dynamic_easy,1.1779,4.61,1.23,-0.0042,0.0067,1.1734,-0.0221,2.822,SEARCH,0.0000,0.0000,0.0000,-0.0535
1333,static,dynamic_easy,1.1813,5.50,1.33,-0.0047,0.0052,1.1763,-0.0218,2.824,SEARCH,0.0000,0.0000,0.0000,-0.0529
1433,static,dynamic_easy,1.1839,6.38,1.43,-0.0043,0.0040,1.1793,-0.0215,2.826,SEARCH,0.0000,0.0000,0.0000,-0.0523
1532,static,dynamic_easy,1.1862,7.25,1.53,-0.0037,0.0032,1.1823,-0.0211,2.828,SEARCH,0.0000,0.0000,0.0000,-0.0517
1632,static,dynamic_easy,1.1890,8.11,1.63,-0.0033,0.0028,1.1854,-0.0207,2.829,SEARCH,0.0000,0.0000,0.0000,-0.0512
1732,static,dynamic_easy,1.1922,8.95,1.73,-0.0035,0.0028,1.1884,-0.0203,2.831,SEARCH,0.0000,0.0000,0.0000,-0.0507
1832,static,dynamic_easy,1.1957,9.78,1.83,-0.0040,0.0028,1.1915,-0.0197,2.833,SEARCH,0.0000,0.0000,0.0000,-0.0502
1933,static,dynamic_easy,1.1990,10.59,1.93,-0.0042,0.0027,1.1946,-0.0192,2.834,SEARCH,0.0000,0.0000,0.0000,-0.0498
2032,static,dynamic_easy,1.2021,11.37,2.03,-0.0042,0.0028,1.1977,-0.0186,2.836,SEARCH,0.0000,0.0000,0.0000,-0.0493
2133,static,dynamic_easy,1.2048,12.13,2.13,-0.0038,0.0028,1.2008,-0.0179,2.837,SEARCH,0.0000,0.0000,0.0000,-0.0489
2232,static,dynamic_easy,1.2074,12.88,2.23,-0.0033,0.0024,1.2040,-0.0172,2.838,SEARCH,0.0000,0.0000,0.0000,-0.0485
2333,static,dynamic_easy,1.2095,13.60,2.33,-0.0022,0.0017,1.2072,-0.0165,2.840,SEARCH,0.0000,0.0000,0.0000,-0.0480
2433,static,dynamic_easy,1.2115,14.05,2.43,-0.0010,0.0009,1.2103,-0.0157,2.841,SEARCH,0.0000,0.0000,0.0000,-0.0476
2533,static,dynamic_easy,1.2140,14.05,2.53,-0.0003,0.0005,1.2136,-0.0149,2.843,SEARCH,0.0000,0.0000,0.0000,-0.0471
2632,static,dynamic_easy,1.2171,14.05,2.63,-0.0002,0.0001,1.2168,-0.0140,2.844,SEARCH,0.0000,0.0000,0.0000,-0.0467
2733,static,dynamic_easy,1.2208,14.05,2.73,-0.0007,-0.0001,1.2200,-0.0132,2.846,SEARCH,0.0000,0.0000,0.0000,-0.0462
