time_ms,mode,scenario,wind_scenario,linear_error_m,rotation_error_deg,engagement_duration_s,drone_x,drone_y,target_x,target_y,altitude_m,state
1600,gimbal,static,none,4.4284,0.21,1.60,5.5718,0.0323,10.0000,0.0000,4.056,DESCEND_TO_1M
1700,gimbal,static,none,4.3932,0.27,1.70,5.6070,0.0377,10.0000,0.0000,4.005,DESCEND_TO_1M
1800,gimbal,static,none,4.3608,0.31,1.80,5.6394,0.0423,10.0000,0.0000,3.949,DESCEND_TO_1M
1900,gimbal,static,none,4.3258,0.33,1.90,5.6745,0.0463,10.0000,0.0000,3.898,DESCEND_TO_1M
2000,gimbal,static,none,4.2932,0.32,2.00,5.7071,0.0488,10.0000,0.0000,3.842,DESCEND_TO_1M
2100,gimbal,static,none,4.2580,0.30,2.10,5.7423,0.0511,10.0000,0.0000,3.791,DESCEND_TO_1M
2200,gimbal,static,none,4.2253,0.28,2.20,5.7751,0.0536,10.0000,0.0000,3.740,DESCEND_TO_1M
2300,gimbal,static,none,4.1894,0.26,2.30,5.8110,0.0559,10.0000,0.0000,3.684,DESCEND_TO_1M
2400,gimbal,static,none,4.1560,0.23,2.40,5.8444,0.0569,10.0000,0.0000,3.628,DESCEND_TO_1M
2500,gimbal,static,none,4.1194,0.21,2.50,5.8810,0.0571,10.0000,0.0000,3.577,DESCEND_TO_1M
2600,gimbal,static,none,4.0853,0.18,2.60,5.9151,0.0565,10.0000,0.0000,3.522,DESCEND_TO_1M
2700,gimbal,static,none,4.0481,0.16,2.70,5.9523,0.0557,10.0000,0.0000,3.471,DESCEND_TO_1M
2800,gimbal,static,none,4.0144,0.15,2.80,5.9860,0.0555,10.0000,0.0000,3.416,DESCEND_TO_1M
2900,gimbal,static,none,3.9822,0.15,2.90,6.0182,0.0561,10.0000,0.0000,3.365,DESCEND_TO_1M
3000,gimbal,static,none,3.9486,0.16,3.00,6.0518,0.0574,10.0000,0.0000,3.310,DESCEND_TO_1M
3100,gimbal,static,none,3.9185,0.18,3.10,6.0819,0.0591,10.0000,0.0000,3.259,DESCEND_TO_1M
3200,gimbal,static,none,3.8869,0.20,3.20,6.1136,0.0614,10.0000,0.0000,3.204,DESCEND_TO_1M
3300,gimbal,static,none,3.8587,0.21,3.30,6.1419,0.0640,10.0000,0.0000,3.153,DESCEND_TO_1M
3400,gimbal,static,none,3.8288,0.23,3.40,6.1717,0.0671,10.0000,0.0000,3.098,DESCEND_TO_1M
3500,gimbal,static,none,3.7996,0.24,3.50,6.2011,0.0703,10.0000,0.0000,3.047,DESCEND_TO_1M
3600,gimbal,static,none,3.7733,0.24,3.60,6.2274,0.0732,10.0000,0.0000,2.992,DESCEND_TO_1M
3700,gimbal,static,none,3.7453,0.24,3.70,6.2555,0.0760,10.0000,0.0000,2.940,DESCEND_TO_1M
3800,gimbal,static,none,3.7195,0.25,3.80,6.2814,0.0787,10.0000,0.0000,2.885,DESCEND_TO_1M
3900,gimbal,static,none,3.6890,0.25,3.90,6.3119,0.0817,10.0000,0.0000,2.834,DESCEND_TO_1M
4000,gimbal,static,none,3.6559,0.27,4.00,6.3450,0.0839,10.0000,0.0000,2.781,DESCEND_TO_1M
4100,gimbal,static,none,3.6163,0.30,4.10,6.3847,0.0852,10.0000,0.0000,2.724,DESCEND_TO_1M
4200,gimbal,static,none,3.5659,0.35,4.20,6.4351,0.0850,10.0000,0.0000,2.669,DESCEND_TO_1M
4300,gimbal,static,none,3.5128,0.41,4.30,6.4882,0.0832,10.0000,0.0000,2.610,DESCEND_TO_1M
4400,gimbal,static,none,3.4483,0.48,4.40,6.5527,0.0796,10.0000,0.0000,2.555,DESCEND_TO_1M
4500,gimbal,static,none,3.3771,0.54,4.50,6.6237,0.0746,10.0000,0.0000,2.495,DESCEND_TO_1M
4600,gimbal,static,none,3.3064,0.60,4.60,6.6943,0.0681,10.0000,0.0000,2.435,DESCEND_TO_1M
4700,gimbal,static,none,3.2248,0.63,4.70,6.7757,0.0592,10.0000,0.0000,2.380,DESCEND_TO_1M
4800,gimbal,static,none,3.1459,0.66,4.80,6.8545,0.0494,10.0000,0.0000,2.326,DESCEND_TO_1M
4900,gimbal,static,none,3.0580,0.66,4.90,6.9422,0.0371,10.0000,0.0000,2.267,DESCEND_TO_1M
5000,gimbal,static,none,2.9751,0.64,5.00,7.0250,0.0252,10.0000,0.0000,2.209,DESCEND_TO_1M
5100,gimbal,static,none,2.8842,0.60,5.10,7.1158,0.0122,10.0000,0.0000,2.156,DESCEND_TO_1M
5200,gimbal,static,none,2.7994,0.53,5.20,7.2006,0.0005,10.0000,0.0000,2.099,DESCEND_TO_1M
5300,gimbal,static,none,2.7146,0.45,5.30,7.2854,-0.0108,10.0000,0.0000,2.047,DESCEND_TO_1M
5400,gimbal,static,none,2.6235,0.37,5.40,7.3766,-0.0227,10.0000,0.0000,1.992,DESCEND_TO_1M
5500,gimbal,static,none,2.5333,0.29,5.50,7.4670,-0.0336,10.0000,0.0000,1.942,DESCEND_TO_1M
5600,gimbal,static,none,2.4517,0.21,5.60,7.5487,-0.0424,10.0000,0.0000,1.888,DESCEND_TO_1M
5700,gimbal,static,none,2.3666,0.13,5.70,7.6339,-0.0498,10.0000,0.0000,1.839,DESCEND_TO_1M
5800,gimbal,static,none,2.2920,0.05,5.80,7.7086,-0.0550,10.0000,0.0000,1.788,DESCEND_TO_1M
5900,gimbal,static,none,2.2168,0.01,5.90,7.7840,-0.0586,10.0000,0.0000,1.740,DESCEND_TO_1M
6000,gimbal,static,none,2.1533,0.08,6.00,7.8475,-0.0602,10.0000,0.0000,1.689,DESCEND_TO_1M
6100,gimbal,static,none,2.0961,0.13,6.10,7.9048,-0.0603,10.0000,0.0000,1.641,DESCEND_TO_1M
6200,gimbal,static,none,2.0411,0.17,6.20,7.9597,-0.0594,10.0000,0.0000,1.590,DESCEND_TO_1M
6300,gimbal,static,none,1.9961,0.20,6.30,8.0047,-0.0577,10.0000,0.0000,1.542,DESCEND_TO_1M
6400,gimbal,static,none,1.9529,0.21,6.40,8.0479,-0.0543,10.0000,0.0000,1.493,DESCEND_TO_1M
6500,gimbal,static,none,1.9177,0.21,6.50,8.0829,-0.0495,10.0000,0.0000,1.440,DESCEND_TO_1M
6600,gimbal,static,none,1.8829,0.18,6.60,8.1176,-0.0430,10.0000,0.0000,1.387,DESCEND_TO_1M
6700,gimbal,static,none,1.8525,0.13,6.70,8.1478,-0.0356,10.0000,0.0000,1.337,DESCEND_TO_1M
6800,gimbal,static,none,1.8209,0.07,6.80,8.1793,-0.0271,10.0000,0.0000,1.283,STABILIZE_1M
6900,gimbal,static,none,1.7893,0.01,6.90,8.2108,-0.0181,10.0000,0.0000,1.236,STABILIZE_1M
7000,gimbal,static,none,1.7585,0.08,7.00,8.2415,-0.0097,10.0000,0.0000,1.215,STABILIZE_1M
7100,gimbal,static,none,1.7221,0.15,7.10,8.2779,-0.0010,10.0000,0.0000,1.205,STABILIZE_1M
7200,gimbal,static,none,1.6861,0.22,7.20,8.3139,0.0066,10.0000,0.0000,1.200,STABILIZE_1M
7300,gimbal,static,none,1.6460,0.27,7.30,8.3540,0.0139,10.0000,0.0000,1.197,STABILIZE_1M
7400,gimbal,static,none,1.6099,0.31,7.40,8.3903,0.0200,10.0000,0.0000,1.196,STABILIZE_1M
7500,gimbal,static,none,1.5723,0.32,7.50,8.4279,0.0264,10.0000,0.0000,1.194,STABILIZE_1M
7600,gimbal,static,none,1.5388,0.31,7.60,8.4615,0.0321,10.0000,0.0000,1.193,STABILIZE_1M
7700,gimbal,static,none,1.5042,0.29,7.70,8.4962,0.0375,10.0000,0.0000,1.191,STABILIZE_1M
7800,gimbal,static,none,1.4743,0.24,7.80,8.5263,0.0414,10.0000,0.0000,1.190,STABILIZE_1M
7900,gimbal,static,none,1.4436,0.20,7.90,8.5571,0.0446,10.0000,0.0000,1.188,TERMINAL_LAND
8000,gimbal,static,none,1.4160,0.16,8.00,8.5848,0.0463,10.0000,0.0000,1.186,TERMINAL_LAND
8100,gimbal,static,none,1.3869,0.12,8.10,8.6139,0.0469,10.0000,0.0000,1.184,TERMINAL_LAND
8200,gimbal,static,none,1.3608,0.09,8.20,8.6400,0.0467,10.0000,0.0000,1.182,TERMINAL_LAND
8300,gimbal,static,none,1.3327,0.07,8.30,8.6681,0.0461,10.0000,0.0000,1.180,TERMINAL_LAND
8400,gimbal,static,none,1.3066,0.07,8.40,8.6942,0.0453,10.0000,0.0000,1.177,TERMINAL_LAND
8500,gimbal,static,none,1.2788,0.07,8.50,8.7220,0.0438,10.0000,0.0000,1.175,TERMINAL_LAND
8600,gimbal,static,none,1.2535,0.09,8.60,8.7472,0.0426,10.0000,0.0000,1.173,TERMINAL_LAND
8700,gimbal,static,none,1.2268,0.10,8.70,8.7739,0.0416,10.0000,0.0000,1.171,TERMINAL_LAND
8800,gimbal,static,none,1.2027,0.12,8.80,8.7980,0.0409,10.0000,0.0000,1.169,TERMINAL_LAND
8900,gimbal,static,none,1.1776,0.12,8.90,8.8231,0.0403,10.0000,0.0000,1.168,TERMINAL_LAND
9000,gimbal,static,none,1.1553,0.13,9.00,8.8453,0.0391,10.0000,0.0000,1.166,TERMINAL_LAND
9100,gimbal,static,none,1.1328,0.13,9.10,8.8678,0.0371,10.0000,0.0000,1.164,TERMINAL_LAND
9200,gimbal,static,none,1.1132,0.14,9.20,8.8873,0.0349,10.0000,0.0000,1.162,TERMINAL_LAND
9300,gimbal,static,none,1.0945,0.14,9.30,8.9060,0.0325,10.0000,0.0000,1.161,TERMINAL_LAND
9400,gimbal,static,none,1.0751,0.14,9.40,8.9253,0.0293,10.0000,0.0000,1.159,TERMINAL_LAND
9500,gimbal,static,none,1.0574,0.14,9.50,8.9429,0.0265,10.0000,0.0000,1.158,TERMINAL_LAND
9600,gimbal,static,none,1.0382,0.14,9.60,8.9621,0.0240,10.0000,0.0000,1.156,TERMINAL_LAND
9700,gimbal,static,none,1.0210,0.14,9.70,8.9793,0.0221,10.0000,0.0000,1.154,TERMINAL_LAND
9800,gimbal,static,none,1.0026,0.15,9.80,8.9976,0.0203,10.0000,0.0000,1.153,TERMINAL_LAND
9900,gimbal,static,none,0.9845,0.15,9.90,9.0156,0.0186,10.0000,0.0000,1.151,TERMINAL_LAND
10000,gimbal,static,none,0.9685,0.16,10.00,9.0316,0.0174,10.0000,0.0000,1.150,TERMINAL_LAND
10100,gimbal,static,none,0.9514,0.16,10.10,9.0488,0.0169,10.0000,0.0000,1.148,TERMINAL_LAND
10200,gimbal,static,none,0.9355,0.17,10.20,9.0646,0.0165,10.0000,0.0000,1.147,TERMINAL_LAND
10300,gimbal,static,none,0.9179,0.17,10.30,9.0822,0.0155,10.0000,0.0000,1.145,TERMINAL_LAND
10400,gimbal,static,none,0.9012,0.18,10.40,9.0989,0.0143,10.0000,0.0000,1.144,TERMINAL_LAND
10500,gimbal,static,none,0.8823,0.18,10.50,9.1178,0.0132,10.0000,0.0000,1.142,TERMINAL_LAND
10600,gimbal,static,none,0.8641,0.18,10.60,9.1360,0.0124,10.0000,0.0000,1.140,TERMINAL_LAND
10700,gimbal,static,none,0.8429,0.18,10.70,9.1572,0.0111,10.0000,0.0000,1.139,TERMINAL_LAND
10800,gimbal,static,none,0.8216,0.18,10.80,9.1785,0.0098,10.0000,0.0000,1.137,TERMINAL_LAND
10900,gimbal,static,none,0.7965,0.17,10.90,9.2036,0.0086,10.0000,0.0000,1.136,TERMINAL_LAND
11000,gimbal,static,none,0.7724,0.17,11.00,9.2276,0.0074,10.0000,0.0000,1.135,TERMINAL_LAND
11100,gimbal,static,none,0.7464,0.16,11.10,9.2536,0.0056,10.0000,0.0000,1.133,TERMINAL_LAND
11200,gimbal,static,none,0.7223,0.15,11.20,9.2777,0.0035,10.0000,0.0000,1.132,TERMINAL_LAND
11300,gimbal,static,none,0.6964,0.15,11.30,9.3036,0.0007,10.0000,0.0000,1.131,TERMINAL_LAND
11400,gimbal,static,none,0.6728,0.15,11.40,9.3272,-0.0027,10.0000,0.0000,1.129,TERMINAL_LAND
11500,gimbal,static,none,0.6479,0.14,11.50,9.3522,-0.0069,10.0000,0.0000,1.128,TERMINAL_LAND
11600,gimbal,static,none,0.6253,0.13,11.60,9.3748,-0.0111,10.0000,0.0000,1.127,TERMINAL_LAND
11700,gimbal,static,none,0.6032,0.12,11.70,9.3970,-0.0154,10.0000,0.0000,1.126,TERMINAL_LAND
11800,gimbal,static,none,0.5797,0.10,11.80,9.4206,-0.0199,10.0000,0.0000,1.124,TERMINAL_LAND
11900,gimbal,static,none,0.5569,0.09,11.90,9.4437,-0.0247,10.0000,0.0000,1.123,TERMINAL_LAND
12000,gimbal,static,none,0.5364,0.08,12.00,9.4644,-0.0291,10.0000,0.0000,1.122,TERMINAL_LAND
12100,gimbal,static,none,0.5139,0.07,12.10,9.4871,-0.0334,10.0000,0.0000,1.121,TERMINAL_LAND
12200,gimbal,static,none,0.4927,0.06,12.20,9.5087,-0.0368,10.0000,0.0000,1.120,TERMINAL_LAND
12300,gimbal,static,none,0.4698,0.05,12.30,9.5318,-0.0392,10.0000,0.0000,1.118,TERMINAL_LAND
12400,gimbal,static,none,0.4491,0.03,12.40,9.5528,-0.0405,10.0000,0.0000,1.117,TERMINAL_LAND
12500,gimbal,static,none,0.4270,0.02,12.50,9.5750,-0.0408,10.0000,0.0000,1.116,TERMINAL_LAND
12600,gimbal,static,none,0.4068,0.00,12.60,9.5951,-0.0397,10.0000,0.0000,1.115,TERMINAL_LAND
12700,gimbal,static,none,0.3869,0.01,12.70,9.6149,-0.0374,10.0000,0.0000,1.114,TERMINAL_LAND
12800,gimbal,static,none,0.3662,0.03,12.80,9.6354,-0.0339,10.0000,0.0000,1.113,TERMINAL_LAND
12900,gimbal,static,none,0.3475,0.04,12.90,9.6538,-0.0305,10.0000,0.0000,1.112,TERMINAL_LAND
13000,gimbal,static,none,0.3281,0.05,13.00,9.6730,-0.0266,10.0000,0.0000,1.111,TERMINAL_LAND
13100,gimbal,static,none,0.3095,0.05,13.10,9.6914,-0.0227,10.0000,0.0000,1.110,TERMINAL_LAND
13200,gimbal,static,none,0.2930,0.04,13.20,9.7076,-0.0194,10.0000,0.0000,1.109,TERMINAL_LAND
13300,gimbal,static,none,0.2772,0.03,13.30,9.7233,-0.0162,10.0000,0.0000,1.108,TERMINAL_LAND
13400,gimbal,static,none,0.2599,0.02,13.40,9.7405,-0.0128,10.0000,0.0000,1.107,TERMINAL_LAND
13500,gimbal,static,none,0.2421,0.01,13.50,9.7581,-0.0098,10.0000,0.0000,1.106,TERMINAL_LAND
13600,gimbal,static,none,0.2257,0.01,13.60,9.7744,-0.0075,10.0000,0.0000,1.105,TERMINAL_LAND
13700,gimbal,static,none,0.2084,0.02,13.70,9.7916,-0.0058,10.0000,0.0000,1.104,TERMINAL_LAND
13800,gimbal,static,none,0.1930,0.03,13.80,9.8070,-0.0057,10.0000,0.0000,1.103,TERMINAL_LAND
13900,gimbal,static,none,0.1772,0.05,13.90,9.8229,-0.0069,10.0000,0.0000,1.102,TERMINAL_LAND
14000,gimbal,static,none,0.1640,0.06,14.00,9.8362,-0.0090,10.0000,0.0000,1.088,TERMINAL_LAND
14100,gimbal,static,none,0.1506,0.07,14.10,9.8499,-0.0120,10.0000,0.0000,1.055,TERMINAL_LAND
14200,gimbal,static,none,0.1384,0.07,14.20,9.8625,-0.0152,10.0000,0.0000,1.008,TERMINAL_LAND
14300,gimbal,static,none,0.1254,0.07,14.30,9.8761,-0.0191,10.0000,0.0000,0.961,TERMINAL_LAND
14400,gimbal,static,none,0.1140,0.07,14.40,9.8883,-0.0227,10.0000,0.0000,0.908,TERMINAL_LAND
14500,gimbal,static,none,0.1030,0.06,14.50,9.9005,-0.0267,10.0000,0.0000,0.859,TERMINAL_LAND
14600,gimbal,static,none,0.0945,0.05,14.60,9.9104,-0.0302,10.0000,0.0000,0.805,TERMINAL_LAND
14700,gimbal,static,none,0.0869,0.04,14.70,9.9199,-0.0337,10.0000,0.0000,0.755,TERMINAL_LAND
14800,gimbal,static,none,0.0809,0.04,14.80,9.9275,-0.0360,10.0000,0.0000,0.705,TERMINAL_LAND
14900,gimbal,static,none,0.0754,0.03,14.90,9.9346,-0.0376,10.0000,0.0000,0.652,TERMINAL_LAND
15000,gimbal,static,none,0.0711,0.02,15.00,9.9401,-0.0384,10.0000,0.0000,0.602,TERMINAL_LAND
15100,gimbal,static,none,0.0667,0.01,15.10,9.9457,-0.0387,10.0000,0.0000,0.549,TERMINAL_LAND
15200,gimbal,static,none,0.0631,0.01,15.20,9.9501,-0.0386,10.0000,0.0000,0.496,TERMINAL_LAND
15300,gimbal,static,none,0.0595,0.01,15.30,9.9543,-0.0381,10.0000,0.0000,0.447,TERMINAL_LAND
15400,gimbal,static,none,0.0564,0.00,15.40,9.9579,-0.0376,10.0000,0.0000,0.393,TERMINAL_LAND
15443,gimbal,static,none,0.0552,0.00,15.44,9.9593,-0.0372,10.0000,0.0000,0.373,TERMINAL_LAND
