time_ms,mode,scenario,linear_error_m,rotation_error_deg,engagement_duration_s,drone_x,drone_y,target_x,target_y,altitude_m,state,last_cmd_pitch,last_cmd_roll,last_cmd_yaw_vel,last_cmd_thrust
47,gimbal,dynamic,0.7921,14.15,0.05,-0.0264,0.0007,0.6576,0.4002,2.790,SEARCH,0.0000,0.0000,0.0000,-0.0631
147,gimbal,dynamic,0.8181,14.14,0.15,-0.0285,-0.0022,0.6805,0.4059,2.792,SEARCH,0.0000,0.0000,0.0000,-0.0625
247,gimbal,dynamic,0.8446,13.27,0.25,-0.0316,-0.0047,0.7034,0.4114,2.794,SEARCH,0.0000,0.0000,0.0000,-0.0619
347,gimbal,dynamic,0.8710,12.02,0.35,-0.0354,-0.0067,0.7260,0.4164,2.796,SEARCH,0.0000,0.0000,0.0000,-0.0612
447,gimbal,dynamic,0.8967,10.73,0.45,-0.0394,-0.0072,0.7486,0.4208,2.798,SEARCH,0.0000,0.0000,0.0000,-0.0606
548,gimbal,dynamic,0.9213,9.40,0.55,-0.0432,-0.0065,0.7710,0.4247,2.800,SEARCH,0.0000,0.0000,0.0000,-0.0600
647,gimbal,dynamic,0.9451,8.03,0.65,-0.0469,-0.0049,0.7932,0.4280,2.802,SEARCH,0.0000,0.0000,0.0000,-0.0594
747,gimbal,dynamic,0.9682,6.63,0.75,-0.0504,-0.0027,0.8154,0.4307,2.804,SEARCH,0.0000,0.0000,0.0000,-0.0587
847,gimbal,dynamic,0.9907,5.20,0.85,-0.0535,-0.0005,0.8374,0.4329,2.806,SEARCH,0.0000,0.0000,0.0000,-0.0581
947,gimbal,dynamic,1.0124,3.74,0.95,-0.0557,0.0012,0.8593,0.4345,2.808,SEARCH,0.0000,0.0000,0.0000,-0.0575
1047,gimbal,dynamic,1.0340,2.27,1.05,-0.0576,0.0020,0.8811,0.4356,2.810,SEARCH,0.0000,0.0000,0.0000,-0.0570
1147,gimbal,dynamic,1.0548,0.77,1.15,-0.0586,0.0020,0.9028,0.4360,2.812,SEARCH,0.0000,0.0000,0.0000,-0.0564
1247,gimbal,dynamic,1.0747,-0.74,1.25,-0.0587,0.0018,0.9244,0.4359,2.814,SEARCH,0.0000,0.0000,0.0000,-0.0558
1347,gimbal,dynamic,1.0933,-2.25,1.35,-0.0577,0.0016,0.9458,0.4353,2.816,SEARCH,0.0000,0.0000,0.0000,-0.0553
1447,gimbal,dynamic,1.1112,-3.77,1.45,-0.0564,0.0016,0.9672,0.4340,2.818,SEARCH,0.0000,0.0000,0.0000,-0.0547
1547,gimbal,dynamic,1.1293,-5.30,1.55,-0.0558,0.0022,0.9885,0.4322,2.820,SEARCH,0.0000,0.0000,0.0000,-0.0541
1647,gimbal,dynamic,1.1474,-6.81,1.65,-0.0556,0.0035,1.0096,0.4299,2.821,SEARCH,0.0000,0.0000,0.0000,-0.0536
1747,gimbal,dynamic,1.1657,-8.32,1.75,-0.0559,0.0049,1.0307,0.4270,2.823,SEARCH,0.0000,0.0000,0.0000,-0.0531
1848,gimbal,dynamic,1.1844,-9.82,1.85,-0.0566,0.0058,1.0517,0.4235,2.825,SEARCH,0.0000,0.0000,0.0000,-0.0525
1947,gimbal,dynamic,1.2031,-11.29,1.95,-0.0574,0.0064,1.0726,0.4195,2.827,SEARCH,0.0000,0.0000,0.0000,-0.0520
2047,gimbal,dynamic,1.2216,-12.74,2.05,-0.0580,0.0069,1.0934,0.4150,2.828,SEARCH,0.0000,0.0000,0.0000,-0.0515
2147,gimbal,dynamic,1.2401,-14.00,2.15,-0.0589,0.0078,1.1142,0.4099,2.830,SEARCH,0.0000,0.0000,0.0000,-0.0509
2247,gimbal,dynamic,1.2597,-14.01,2.25,-0.0611,0.0090,1.1348,0.4047,2.832,SEARCH,0.0000,0.0000,0.0000,-0.0504
2347,gimbal,dynamic,1.2798,-14.01,2.35,-0.0639,0.0107,1.1554,0.3996,2.834,SEARCH,0.0000,0.0000,0.0000,-0.0499
2447,gimbal,dynamic,1.2999,-14.02,2.45,-0.0668,0.0131,1.1760,0.3945,2.836,SEARCH,0.0000,0.0000,0.0000,-0.0493
2547,gimbal,dynamic,1.3194,-14.03,2.55,-0.0687,0.0150,1.1964,0.3893,2.837,SEARCH,0.0000,0.0000,0.0000,-0.0488
2647,gimbal,dynamic,1.3384,-14.03,2.65,-0.0701,0.0166,1.2168,0.3842,2.839,SEARCH,0.0000,0.0000,0.0000,-0.0483
2747,gimbal,dynamic,1.3570,-14.03,2.75,-0.0708,0.0178,1.2372,0.3792,2.841,SEARCH,0.0000,0.0000,0.0000,-0.0477
2847,gimbal,dynamic,1.3759,-14.03,2.85,-0.0716,0.0185,1.2575,0.3741,2.842,SEARCH,0.0000,0.0000,0.0000,-0.0473
2947,gimbal,dynamic,1.3954,-14.03,2.95,-0.0730,0.0189,1.2778,0.3690,2.844,SEARCH,0.0000,0.0000,0.0000,-0.0468
3047,gimbal,dynamic,1.4152,-14.03,3.05,-0.0747,0.0195,1.2980,0.3640,2.845,SEARCH,0.0000,0.0000,0.0000,-0.0464
3147,gimbal,dynamic,1.4354,-14.03,3.15,-0.0766,0.0198,1.3182,0.3589,2.847,SEARCH,0.0000,0.0000,0.0000,-0.0460
3247,gimbal,dynamic,1.4558,-14.03,3.25,-0.0787,0.0197,1.3383,0.3539,2.848,SEARCH,0.0000,0.0000,0.0000,-0.0455
3347,gimbal,dynamic,1.4763,-14.03,3.35,-0.0807,0.0195,1.3584,0.3488,2.850,SEARCH,0.0000,0.0000,0.0000,-0.0451
3447,gimbal,dynamic,1.4972,-14.02,3.45,-0.0831,0.0192,1.3785,0.3438,2.851,SEARCH,0.0000,0.0000,0.0000,-0.0447
3548,gimbal,dynamic,1.5177,-14.02,3.55,-0.0850,0.0188,1.3985,0.3388,2.852,SEARCH,0.0000,0.0000,0.0000,-0.0443
3647,gimbal,dynamic,1.5374,-14.02,3.65,-0.0861,0.0185,1.4186,0.3338,2.854,SEARCH,0.0000,0.0000,0.0000,-0.0439
3747,gimbal,dynamic,1.5561,-14.02,3.75,-0.0863,0.0185,1.4386,0.3288,2.855,SEARCH,0.0000,0.0000,0.0000,-0.0434
3847,gimbal,dynamic,1.5741,-14.02,3.85,-0.0857,0.0190,1.4586,0.3238,2.857,SEARCH,0.0000,0.0000,0.0000,-0.0430
3947,gimbal,dynamic,1.5915,-14.02,3.95,-0.0845,0.0199,1.4786,0.3188,2.858,SEARCH,0.0000,0.0000,0.0000,-0.0425
4047,gimbal,dynamic,1.6081,-14.01,4.05,-0.0826,0.0215,1.4986,0.3138,2.860,SEARCH,0.0000,0.0000,0.0000,-0.0420
4147,gimbal,dynamic,1.6244,-14.01,4.15,-0.0805,0.0235,1.5186,0.3088,2.862,SEARCH,0.0000,0.0000,0.0000,-0.0415
4247,gimbal,dynamic,1.6401,-14.01,4.25,-0.0777,0.0255,1.5386,0.3038,2.863,SEARCH,0.0000,0.0000,0.0000,-0.0411
4347,gimbal,dynamic,1.6560,-14.01,4.35,-0.0749,0.0271,1.5586,0.2988,2.864,SEARCH,0.0000,0.0000,0.0000,-0.0407
4448,gimbal,dynamic,1.6723,-14.01,4.45,-0.0724,0.0288,1.5787,0.2938,2.866,SEARCH,0.0000,0.0000,0.0000,-0.0402
