time_ms,mode,scenario,linear_error_m,rotation_error_deg,engagement_duration_s,drone_x,drone_y,target_x,target_y,altitude_m,state,last_cmd_pitch,last_cmd_roll,last_cmd_yaw_vel,last_cmd_thrust
70,gimbal,dynamic_easy,1.1480,6.94,0.07,0.0715,-0.0146,1.2189,0.0191,2.878,SEARCH,0.0000,0.0000,0.0000,-0.0365
170,gimbal,dynamic_easy,1.1509,5.52,0.17,0.0707,-0.0155,1.2210,0.0193,2.880,SEARCH,0.0000,0.0000,0.0000,-0.0360
270,gimbal,dynamic_easy,1.1538,4.08,0.27,0.0698,-0.0167,1.2231,0.0194,2.881,SEARCH,0.0000,0.0000,0.0000,-0.0356
370,gimbal,dynamic_easy,1.1572,2.64,0.37,0.0686,-0.0179,1.2252,0.0196,2.883,SEARCH,0.0000,0.0000,0.0000,-0.0351
470,gimbal,dynamic_easy,1.1612,1.19,0.47,0.0668,-0.0190,1.2273,0.0196,2.885,SEARCH,0.0000,0.0000,0.0000,-0.0346
570,gimbal,dynamic_easy,1.1655,-0.26,0.57,0.0646,-0.0202,1.2294,0.0196,2.886,SEARCH,0.0000,0.0000,0.0000,-0.0342
670,gimbal,dynamic_easy,1.1697,-1.69,0.67,0.0625,-0.0214,1.2315,0.0196,2.887,SEARCH,0.0000,0.0000,0.0000,-0.0338
770,gimbal,dynamic_easy,1.1739,-3.12,0.77,0.0606,-0.0228,1.2337,0.0195,2.889,SEARCH,0.0000,0.0000,0.0000,-0.0333
870,gimbal,dynamic_easy,1.1782,-4.53,0.87,0.0584,-0.0247,1.2358,0.0193,2.890,SEARCH,0.0000,0.0000,0.0000,-0.0329
970,gimbal,dynamic_easy,1.1829,-5.92,0.97,0.0560,-0.0262,1.2380,0.0191,2.892,SEARCH,0.0000,0.0000,0.0000,-0.0325
1070,gimbal,dynamic_easy,1.1876,-7.28,1.07,0.0535,-0.0278,1.2401,0.0189,2.893,SEARCH,0.0000,0.0000,0.0000,-0.0321
1170,gimbal,dynamic_easy,1.1920,-8.61,1.17,0.0513,-0.0287,1.2423,0.0186,2.894,SEARCH,0.0000,0.0000,0.0000,-0.0318
1270,gimbal,dynamic_easy,1.1962,-9.91,1.27,0.0492,-0.0287,1.2445,0.0182,2.895,SEARCH,0.0000,0.0000,0.0000,-0.0314
1370,gimbal,dynamic_easy,1.1997,-11.17,1.37,0.0479,-0.0277,1.2467,0.0178,2.896,SEARCH,0.0000,0.0000,0.0000,-0.0311
1470,gimbal,dynamic_easy,1.2027,-12.40,1.47,0.0471,-0.0266,1.2489,0.0173,2.897,SEARCH,0.0000,0.0000,0.0000,-0.0308
1570,gimbal,dynamic_easy,1.2054,-13.58,1.57,0.0464,-0.0253,1.2511,0.0168,2.898,SEARCH,0.0000,0.0000,0.0000,-0.0305
1670,gimbal,dynamic_easy,1.2083,-14.03,1.67,0.0458,-0.0238,1.2534,0.0162,2.899,SEARCH,0.0000,0.0000,0.0000,-0.0303
1770,gimbal,dynamic_easy,1.2108,-14.03,1.77,0.0454,-0.0226,1.2556,0.0157,2.900,SEARCH,0.0000,0.0000,0.0000,-0.0299
1870,gimbal,dynamic_easy,1.2130,-14.03,1.87,0.0455,-0.0221,1.2579,0.0151,2.901,SEARCH,0.0000,0.0000,0.0000,-0.0297
1970,gimbal,dynamic_easy,1.2140,-14.03,1.97,0.0467,-0.0219,1.2602,0.0145,2.902,SEARCH,0.0000,0.0000,0.0000,-0.0293
2070,gimbal,dynamic_easy,1.2146,-14.03,2.07,0.0484,-0.0213,1.2625,0.0140,2.903,SEARCH,0.0000,0.0000,0.0000,-0.0290
2170,gimbal,dynamic_easy,1.2149,-14.03,2.17,0.0504,-0.0206,1.2648,0.0134,2.904,SEARCH,0.0000,0.0000,0.0000,-0.0287
2270,gimbal,dynamic_easy,1.2148,-14.02,2.27,0.0528,-0.0203,1.2671,0.0128,2.905,SEARCH,0.0000,0.0000,0.0000,-0.0284
2370,gimbal,dynamic_easy,1.2144,-14.02,2.37,0.0554,-0.0203,1.2694,0.0122,2.906,SEARCH,0.0000,0.0000,0.0000,-0.0281
2470,gimbal,dynamic_easy,1.2131,-14.02,2.47,0.0591,-0.0204,1.2718,0.0116,2.907,SEARCH,0.0000,0.0000,0.0000,-0.0278
2570,gimbal,dynamic_easy,1.2117,-14.02,2.57,0.0629,-0.0202,1.2741,0.0110,2.908,SEARCH,0.0000,0.0000,0.0000,-0.0275
2670,gimbal,dynamic_easy,1.2099,-14.02,2.67,0.0670,-0.0193,1.2765,0.0104,2.909,SEARCH,0.0000,0.0000,0.0000,-0.0272
2770,gimbal,dynamic_easy,1.2087,-14.03,2.77,0.0705,-0.0178,1.2789,0.0098,2.910,SEARCH,0.0000,0.0000,0.0000,-0.0269
2870,gimbal,dynamic_easy,1.2082,-14.03,2.87,0.0733,-0.0160,1.2813,0.0092,2.912,SEARCH,0.0000,0.0000,0.0000,-0.0265
2970,gimbal,dynamic_easy,1.2083,-14.04,2.97,0.0757,-0.0146,1.2837,0.0086,2.913,SEARCH,0.0000,0.0000,0.0000,-0.0262
3070,gimbal,dynamic_easy,1.2083,14.04,3.07,0.0781,-0.0127,1.2862,0.0080,2.914,SEARCH,0.0000,0.0000,0.0000,-0.0259
3170,gimbal,dynamic_easy,1.2084,14.04,3.17,0.0804,-0.0101,1.2886,0.0074,2.915,SEARCH,0.0000,0.0000,0.0000,-0.0256
3270,gimbal,dynamic_easy,1.2090,14.05,3.27,0.0822,-0.0073,1.2911,0.0068,2.916,SEARCH,0.0000,0.0000,0.0000,-0.0252
3370,gimbal,dynamic_easy,1.2103,14.05,3.37,0.0834,-0.0043,1.2936,0.0062,2.917,SEARCH,0.0000,0.0000,0.0000,-0.0249
3470,gimbal,dynamic_easy,1.2124,14.06,3.47,0.0838,-0.0013,1.2961,0.0055,2.918,SEARCH,0.0000,0.0000,0.0000,-0.0246
3570,gimbal,dynamic_easy,1.2145,14.06,3.57,0.0842,0.0012,1.2987,0.0049,2.919,SEARCH,0.0000,0.0000,0.0000,-0.0243
3670,gimbal,dynamic_easy,1.2164,14.06,3.67,0.0848,0.0037,1.3012,0.0043,2.920,SEARCH,0.0000,0.0000,0.0000,-0.0240
3770,gimbal,dynamic_easy,1.2184,14.06,3.77,0.0853,0.0059,1.3038,0.0036,2.921,SEARCH,0.0000,0.0000,0.0000,-0.0238
3870,gimbal,dynamic_easy,1.2209,14.06,3.87,0.0855,0.0080,1.3064,0.0030,2.921,SEARCH,0.0000,0.0000,0.0000,-0.0236
3970,gimbal,dynamic_easy,1.2236,14.05,3.97,0.0854,0.0097,1.3090,0.0023,2.922,SEARCH,0.0000,0.0000,0.0000,-0.0234
4070,gimbal,dynamic_easy,1.2267,14.05,4.07,0.0849,0.0109,1.3116,0.0017,2.923,SEARCH,0.0000,0.0000,0.0000,-0.0231
4170,gimbal,dynamic_easy,1.2304,14.05,4.17,0.0839,0.0114,1.3142,0.0010,2.924,SEARCH,0.0000,0.0000,0.0000,-0.0228
4270,gimbal,dynamic_easy,1.2348,14.04,4.27,0.0822,0.0114,1.3169,0.0003,2.925,SEARCH,0.0000,0.0000,0.0000,-0.0225
4370,gimbal,dynamic_easy,1.2391,14.04,4.37,0.0805,0.0110,1.3196,-0.0003,2.926,SEARCH,0.0000,0.0000,0.0000,-0.0222
4470,gimbal,dynamic_easy,1.2434,14.04,4.47,0.0789,0.0104,1.3223,-0.0010,2.927,SEARCH,0.0000,0.0000,0.0000,-0.0219
4570,gimbal,dynamic_easy,1.2474,-14.03,4.57,0.0776,0.0101,1.3250,-0.0017,2.928,SEARCH,0.0000,0.0000,0.0000,-0.0216
4670,gimbal,dynamic_easy,1.2517,-14.03,4.67,0.0761,0.0101,1.3277,-0.0024,2.929,SEARCH,0.0000,0.0000,0.0000,-0.0212
4770,gimbal,dynamic_easy,1.2561,-14.03,4.77,0.0745,0.0106,1.3305,-0.0030,2.930,SEARCH,0.0000,0.0000,0.0000,-0.0210
4870,gimbal,dynamic_easy,1.2608,-14.04,4.87,0.0725,0.0116,1.3332,-0.0037,2.931,SEARCH,0.0000,0.0000,0.0000,-0.0207
4970,gimbal,dynamic_easy,1.2655,14.04,4.97,0.0707,0.0128,1.3360,-0.0044,2.932,SEARCH,0.0000,0.0000,0.0000,-0.0204
5070,gimbal,dynamic_easy,1.2706,14.04,5.07,0.0684,0.0139,1.3388,-0.0051,2.933,SEARCH,0.0000,0.0000,0.0000,-0.0201
