time_ms,mode,scenario,linear_error_m,rotation_error_deg,engagement_duration_s,drone_x,drone_y,target_x,target_y,altitude_m,state,last_cmd_pitch,last_cmd_roll,last_cmd_yaw_vel,last_cmd_thrust
73,gimbal,static,2.6980,0.03,0.07,7.3022,0.0322,10.0000,0.0000,1.798,DESCEND_TO_LOW,0.8391,-0.0271,0.0196,0.5000
172,gimbal,static,2.5967,0.03,0.17,7.4035,0.0324,10.0000,0.0000,1.789,DESCEND_TO_LOW,0.7645,-0.0267,0.0184,0.5000
273,gimbal,static,2.5048,0.03,0.27,7.4954,0.0332,10.0000,0.0000,1.753,DESCEND_TO_LOW,0.6797,-0.0303,-0.0184,0.5000
372,gimbal,static,2.4078,0.03,0.37,7.5924,0.0341,10.0000,0.0000,1.710,DESCEND_TO_LOW,0.6632,-0.0306,-0.0188,0.5000
472,gimbal,static,2.3219,0.03,0.47,7.6784,0.0346,10.0000,0.0000,1.662,DESCEND_TO_LOW,0.5944,-0.0342,-0.0212,0.5000
572,gimbal,static,2.2334,0.04,0.57,7.7669,0.0348,10.0000,0.0000,1.609,DESCEND_TO_LOW,0.5186,-0.0333,0.0080,0.5000
672,gimbal,static,2.1559,0.05,0.67,7.8444,0.0348,10.0000,0.0000,1.555,DESCEND_TO_LOW,0.4937,-0.0366,0.0044,0.5000
772,gimbal,static,2.0766,0.06,0.77,7.9237,0.0347,10.0000,0.0000,1.505,DESCEND_TO_LOW,0.4700,-0.0364,0.0032,0.5000
872,gimbal,static,2.0074,0.07,0.87,7.9929,0.0342,10.0000,0.0000,1.452,DESCEND_TO_LOW,0.4616,-0.0357,0.0020,0.5000
972,gimbal,static,1.9364,0.08,0.97,8.0639,0.0326,10.0000,0.0000,1.402,DESCEND_TO_LOW,0.4567,-0.0354,0.0012,0.5000
1073,gimbal,static,1.8740,0.08,1.07,8.1262,0.0305,10.0000,0.0000,1.353,HOLD,0.4619,-0.0358,0.0012,0.5000
1172,gimbal,static,1.8099,0.08,1.17,8.1903,0.0277,10.0000,0.0000,1.300,HOLD,0.4503,-0.0349,0.0012,-0.0159
1273,gimbal,static,1.7547,0.09,1.27,8.2455,0.0251,10.0000,0.0000,1.273,STABILIZE_LOW,0.4503,-0.0349,0.0012,-0.0159
1372,gimbal,static,1.6976,0.09,1.37,8.3025,0.0223,10.0000,0.0000,1.264,STABILIZE_LOW,0.4459,-0.0266,-0.0188,0.0791
1472,gimbal,static,1.6469,0.10,1.47,8.3532,0.0201,10.0000,0.0000,1.254,STABILIZE_LOW,0.4193,-0.0229,-0.0164,0.0762
1572,gimbal,static,1.5943,0.11,1.57,8.4058,0.0181,10.0000,0.0000,1.246,STABILIZE_LOW,0.4208,-0.0229,-0.0164,0.0737
1673,gimbal,static,1.5468,0.13,1.67,8.4533,0.0166,10.0000,0.0000,1.237,STABILIZE_LOW,0.3360,-0.0127,0.0304,0.0711
1772,gimbal,static,1.4961,0.15,1.77,8.5039,0.0152,10.0000,0.0000,1.228,STABILIZE_LOW,0.3373,-0.0127,0.0304,0.0683
1873,gimbal,static,1.4504,0.16,1.87,8.5496,0.0142,10.0000,0.0000,1.219,TERMINAL_LAND,0.3385,-0.0127,0.0304,0.0000
1972,gimbal,static,1.4023,0.17,1.97,8.5978,0.0138,10.0000,0.0000,1.214,TERMINAL_LAND,0.2467,-0.0090,0.0116,0.0000
2073,gimbal,static,1.3599,0.17,2.07,8.6401,0.0131,10.0000,0.0000,1.212,TERMINAL_LAND,0.2405,-0.0059,0.0140,0.0000
2172,gimbal,static,1.3164,0.14,2.17,8.6836,0.0118,10.0000,0.0000,1.210,TERMINAL_LAND,0.2344,-0.0086,-0.0068,0.0000
2273,gimbal,static,1.2754,0.11,2.27,8.7247,0.0102,10.0000,0.0000,1.208,TERMINAL_LAND,0.2395,-0.0057,0.0136,0.0000
2372,gimbal,static,1.2395,0.07,2.37,8.7606,0.0088,10.0000,0.0000,1.206,TERMINAL_LAND,0.2511,-0.0056,0.0128,0.0000
2472,gimbal,static,1.2058,0.03,2.47,8.7942,0.0075,10.0000,0.0000,1.204,TERMINAL_LAND,0.2618,-0.0055,-0.0044,0.0000
2573,gimbal,static,1.1717,-0.01,2.57,8.8284,0.0061,10.0000,0.0000,1.202,TERMINAL_LAND,0.2815,-0.0054,-0.0040,0.0000
2673,gimbal,static,1.1390,-0.04,2.67,8.8610,0.0046,10.0000,0.0000,1.199,TERMINAL_LAND,0.2938,-0.0053,-0.0040,0.0000
2772,gimbal,static,1.1090,-0.07,2.77,8.8910,0.0033,10.0000,0.0000,1.196,TERMINAL_LAND,0.3146,-0.0026,-0.0020,0.0000
2873,gimbal,static,1.0760,-0.08,2.87,8.9240,0.0023,10.0000,0.0000,1.193,TERMINAL_LAND,0.3281,-0.0026,0.0140,0.0000
2972,gimbal,static,1.0452,-0.07,2.97,8.9548,0.0023,10.0000,0.0000,1.190,TERMINAL_LAND,0.3439,-0.0025,-0.0016,0.0000
3072,gimbal,static,1.0138,-0.06,3.07,8.9862,0.0030,10.0000,0.0000,1.187,TERMINAL_LAND,0.3489,-0.0025,-0.0016,0.0000
3172,gimbal,static,0.9786,-0.05,3.17,9.0214,0.0045,10.0000,0.0000,1.184,TERMINAL_LAND,0.3538,-0.0049,-0.0188,0.0000
3273,gimbal,static,0.9453,-0.03,3.27,9.0547,0.0061,10.0000,0.0000,1.180,TERMINAL_LAND,0.3546,-0.0072,-0.0196,0.0000
3372,gimbal,static,0.9085,-0.01,3.37,9.0916,0.0079,10.0000,0.0000,1.177,TERMINAL_LAND,0.3542,-0.0072,-0.0044,0.0000
3473,gimbal,static,0.8736,0.01,3.47,9.1264,0.0096,10.0000,0.0000,1.173,TERMINAL_LAND,0.3461,-0.0095,0.0088,0.0000
3573,gimbal,static,0.8348,0.02,3.57,9.1652,0.0117,10.0000,0.0000,1.170,TERMINAL_LAND,0.3401,-0.0116,0.0076,0.0000
3673,gimbal,static,0.7986,0.03,3.67,9.2015,0.0136,10.0000,0.0000,1.166,TERMINAL_LAND,0.3400,-0.0116,0.0072,0.0000
3772,gimbal,static,0.7587,0.04,3.77,9.2414,0.0150,10.0000,0.0000,1.163,TERMINAL_LAND,0.3405,-0.0116,0.0072,0.0000
3872,gimbal,static,0.7220,0.04,3.87,9.2782,0.0152,10.0000,0.0000,1.159,TERMINAL_LAND,0.3024,-0.0178,0.0040,0.0000
3972,gimbal,static,0.6831,0.04,3.97,9.3171,0.0147,10.0000,0.0000,1.156,TERMINAL_LAND,0.2899,-0.0175,0.0040,0.0000
4072,gimbal,static,0.6483,0.03,4.07,9.3518,0.0137,10.0000,0.0000,1.152,TERMINAL_LAND,0.2870,-0.0174,0.0044,0.0000
