time_ms,mode,scenario,linear_error_m,rotation_error_deg,engagement_duration_s,drone_x,drone_y,target_x,target_y,altitude_m,state,last_cmd_pitch,last_cmd_roll,last_cmd_yaw_vel,last_cmd_thrust
77,static,dynamic_easy,1.1447,6.41,0.08,0.0098,0.0315,1.1545,0.0360,2.829,SEARCH,0.0000,0.0000,0.0000,-0.0513
177,static,dynamic_easy,1.1521,5.29,0.18,0.0053,0.0295,1.1574,0.0363,2.832,SEARCH,0.0000,0.0000,0.0000,-0.0505
277,static,dynamic_easy,1.1598,4.18,0.28,0.0006,0.0264,1.1604,0.0365,2.834,SEARCH,0.0000,0.0000,0.0000,-0.0498
377,static,dynamic_easy,1.1671,3.06,0.38,-0.0037,0.0237,1.1634,0.0367,2.837,SEARCH,0.0000,0.0000,0.0000,-0.0490
477,static,dynamic_easy,1.1754,1.95,0.48,-0.0089,0.0214,1.1664,0.0368,2.840,SEARCH,0.0000,0.0000,0.0000,-0.0481
577,static,dynamic_easy,1.1833,0.85,0.58,-0.0138,0.0201,1.1694,0.0369,2.842,SEARCH,0.0000,0.0000,0.0000,-0.0474
677,static,dynamic_easy,1.1908,-0.25,0.68,-0.0182,0.0195,1.1724,0.0369,2.844,SEARCH,0.0000,0.0000,0.0000,-0.0467
777,static,dynamic_easy,1.1968,-1.33,0.78,-0.0212,0.0194,1.1755,0.0368,2.847,SEARCH,0.0000,0.0000,0.0000,-0.0458
877,static,dynamic_easy,1.2016,-2.39,0.88,-0.0229,0.0198,1.1786,0.0367,2.850,SEARCH,0.0000,0.0000,0.0000,-0.0450
977,static,dynamic_easy,1.2057,-3.44,0.98,-0.0239,0.0211,1.1817,0.0365,2.852,SEARCH,0.0000,0.0000,0.0000,-0.0443
1077,static,dynamic_easy,1.2091,-4.47,1.08,-0.0243,0.0234,1.1848,0.0363,2.855,SEARCH,0.0000,0.0000,0.0000,-0.0435
1177,static,dynamic_easy,1.2125,-5.48,1.18,-0.0245,0.0263,1.1879,0.0360,2.858,SEARCH,0.0000,0.0000,0.0000,-0.0427
1277,static,dynamic_easy,1.2158,-6.47,1.28,-0.0247,0.0294,1.1911,0.0357,2.860,SEARCH,0.0000,0.0000,0.0000,-0.0420
1377,static,dynamic_easy,1.2192,-7.43,1.38,-0.0250,0.0317,1.1943,0.0353,2.863,SEARCH,0.0000,0.0000,0.0000,-0.0412
1477,static,dynamic_easy,1.2223,-8.36,1.48,-0.0249,0.0334,1.1975,0.0348,2.865,SEARCH,0.0000,0.0000,0.0000,-0.0405
1577,static,dynamic_easy,1.2257,-9.27,1.58,-0.0250,0.0343,1.2007,0.0343,2.867,SEARCH,0.0000,0.0000,0.0000,-0.0398
1677,static,dynamic_easy,1.2296,-10.15,1.68,-0.0256,0.0343,1.2039,0.0337,2.869,SEARCH,0.0000,0.0000,0.0000,-0.0392
1777,static,dynamic_easy,1.2336,-11.00,1.78,-0.0265,0.0344,1.2072,0.0331,2.872,SEARCH,0.0000,0.0000,0.0000,-0.0385
1877,static,dynamic_easy,1.2378,-11.82,1.88,-0.0273,0.0350,1.2105,0.0324,2.874,SEARCH,0.0000,0.0000,0.0000,-0.0379
1977,static,dynamic_easy,1.2416,-12.62,1.98,-0.0278,0.0360,1.2138,0.0317,2.875,SEARCH,0.0000,0.0000,0.0000,-0.0374
2077,static,dynamic_easy,1.2453,-13.38,2.08,-0.0282,0.0378,1.2171,0.0309,2.877,SEARCH,0.0000,0.0000,0.0000,-0.0368
2177,static,dynamic_easy,1.2492,-14.00,2.18,-0.0287,0.0398,1.2204,0.0301,2.879,SEARCH,0.0000,0.0000,0.0000,-0.0363
