time_ms,mode,scenario,linear_error_m,rotation_error_deg,engagement_duration_s,drone_x,drone_y,target_x,target_y,altitude_m,state,last_cmd_pitch,last_cmd_roll,last_cmd_yaw_vel,last_cmd_thrust
83,static,static,3.6324,-0.06,0.08,6.3676,0.0202,10.0000,0.0000,2.893,HOLD,1.8812,-0.0119,0.0000,-0.0329
183,static,static,3.5329,-0.05,0.18,6.4671,0.0187,10.0000,0.0000,2.897,HOLD,1.8342,-0.0116,0.0000,0.0013
283,static,static,3.4414,-0.03,0.28,6.5587,0.0179,10.0000,0.0000,2.898,HOLD,1.7872,-0.0113,0.0000,0.0016
383,static,static,3.3425,-0.02,0.38,6.6575,0.0173,10.0000,0.0000,2.897,DESCEND_TO_LOW,0.4782,-0.0155,-0.1692,0.5000
483,static,static,3.2515,-0.00,0.48,6.7485,0.0169,10.0000,0.0000,2.887,DESCEND_TO_LOW,0.4782,-0.0155,-0.1692,0.5000
583,static,static,3.1557,0.02,0.58,6.8444,0.0163,10.0000,0.0000,2.866,HOLD,0.4722,-0.0153,-0.1671,-0.0027
683,static,static,3.0730,0.05,0.68,6.9271,0.0153,10.0000,0.0000,2.842,HOLD,0.4603,-0.0149,-0.1628,-0.0098
783,static,static,2.9966,0.09,0.78,7.0035,0.0139,10.0000,0.0000,2.828,DESCEND_TO_LOW,0.4544,-0.0147,-0.1607,-0.0128
883,static,static,2.9206,0.15,0.88,7.0794,0.0128,10.0000,0.0000,2.819,DESCEND_TO_LOW,-0.0858,-0.0146,-0.1494,0.5000
983,static,static,2.8524,0.24,0.98,7.1476,0.0121,10.0000,0.0000,2.800,DESCEND_TO_LOW,-0.2373,-0.0098,-0.1482,0.5000
1083,static,static,2.7987,0.38,1.08,7.2014,0.0118,10.0000,0.0000,2.771,HOLD,-0.2389,-0.0101,-0.1482,0.5000
1183,static,static,2.7544,0.54,1.18,7.2457,0.0118,10.0000,0.0000,2.736,HOLD,-0.2329,-0.0099,-0.1445,-0.0103
1283,static,static,2.7264,0.75,1.28,7.2736,0.0126,10.0000,0.0000,2.716,HOLD,-0.2270,-0.0096,-0.1408,-0.0165
1383,static,static,2.7089,0.98,1.38,7.2911,0.0150,10.0000,0.0000,2.701,DESCEND_TO_LOW,-0.2240,-0.0095,-0.1390,-0.0192
1483,static,static,2.7022,1.27,1.48,7.2979,0.0184,10.0000,0.0000,2.691,DESCEND_TO_LOW,-0.4557,0.0258,0.0222,0.5000
1583,static,static,2.7028,1.56,1.58,7.2973,0.0228,10.0000,0.0000,2.666,DESCEND_TO_LOW,-0.4104,0.0303,-0.1026,0.5000
1683,static,static,2.7097,1.85,1.68,7.2904,0.0280,10.0000,0.0000,2.634,DESCEND_TO_LOW,-0.3344,0.0498,-0.0906,0.5000
1783,static,static,2.7229,2.11,1.78,7.2773,0.0352,10.0000,0.0000,2.592,DESCEND_TO_LOW,-0.3394,0.0483,-0.0906,0.5000
1883,static,static,2.7389,2.35,1.88,7.2615,0.0435,10.0000,0.0000,2.550,DESCEND_TO_LOW,-0.1670,0.0697,0.0540,0.5000
1983,static,static,2.7560,2.53,1.98,7.2445,0.0533,10.0000,0.0000,2.503,DESCEND_TO_LOW,-0.1699,0.0696,0.0540,0.5000
2083,static,static,2.7737,2.70,2.08,7.2270,0.0656,10.0000,0.0000,2.456,DESCEND_TO_LOW,0.1887,0.0864,0.1236,0.5000
2183,static,static,2.7876,2.79,2.18,7.2135,0.0781,10.0000,0.0000,2.404,DESCEND_TO_LOW,0.2584,0.0876,0.1230,0.5000
2283,static,static,2.7970,2.80,2.28,7.2045,0.0926,10.0000,0.0000,2.356,DESCEND_TO_LOW,0.4800,0.0734,-0.0108,0.5000
2383,static,static,2.7988,2.73,2.38,7.2033,0.1064,10.0000,0.0000,2.310,DESCEND_TO_LOW,0.6325,0.0690,0.1650,0.5000
2483,static,static,2.7920,2.60,2.48,7.2106,0.1217,10.0000,0.0000,2.261,DESCEND_TO_LOW,0.7565,0.0491,0.1500,0.5000
2583,static,static,2.7751,2.40,2.58,7.2282,0.1367,10.0000,0.0000,2.214,DESCEND_TO_LOW,0.7674,0.0482,0.1500,0.5000
2683,static,static,2.7495,2.15,2.68,7.2545,0.1496,10.0000,0.0000,2.162,DESCEND_TO_LOW,0.9702,-0.0154,0.1566,0.5000
2783,static,static,2.7143,1.87,2.78,7.2904,0.1610,10.0000,0.0000,2.107,DESCEND_TO_LOW,0.9883,-0.0227,0.1578,0.5000
2883,static,static,2.6640,1.53,2.88,7.3416,0.1715,10.0000,0.0000,2.052,DESCEND_TO_LOW,1.0000,-0.0897,0.1050,0.5000
2983,static,static,2.6022,1.21,2.98,7.4040,0.1792,10.0000,0.0000,1.992,DESCEND_TO_LOW,1.0000,-0.1165,0.0306,0.5000
3083,static,static,2.5367,0.87,3.08,7.4699,0.1829,10.0000,0.0000,1.938,DESCEND_TO_LOW,1.0000,-0.1605,0.0942,0.5000
3183,static,static,2.4647,0.57,3.18,7.5420,0.1826,10.0000,0.0000,1.884,DESCEND_TO_LOW,0.9889,-0.2065,0.0552,0.5000
3283,static,static,2.3811,0.30,3.28,7.6256,0.1774,10.0000,0.0000,1.824,DESCEND_TO_LOW,0.9667,-0.2226,0.0402,0.5000
3383,static,static,2.3005,0.08,3.38,7.7057,0.1684,10.0000,0.0000,1.766,STABILIZE_LOW,0.8529,-0.2463,0.0012,0.0797
3483,static,static,2.2108,-0.12,3.48,7.7945,0.1539,10.0000,0.0000,1.717,STABILIZE_LOW,0.8627,-0.2522,0.0012,0.0651
3583,static,static,2.1202,-0.26,3.58,7.8841,0.1353,10.0000,0.0000,1.681,STABILIZE_LOW,0.6808,-0.2316,-0.0102,0.0543
3683,static,static,2.0374,-0.36,3.68,7.9658,0.1152,10.0000,0.0000,1.659,STABILIZE_LOW,0.5524,-0.2082,0.0018,0.0476
3783,static,static,1.9521,-0.42,3.78,8.0500,0.0909,10.0000,0.0000,1.640,STABILIZE_LOW,0.5547,-0.2097,0.0018,0.0421
3884,static,static,1.8793,-0.45,3.88,8.1220,0.0678,10.0000,0.0000,1.628,TERMINAL_LAND,0.3095,-0.1512,0.0294,0.0384
3983,static,static,1.8072,-0.48,3.98,8.1933,0.0433,10.0000,0.0000,1.620,TERMINAL_LAND,1.0000,-0.0640,-0.0138,0.0000
4083,static,static,1.7438,-0.50,4.08,8.2564,0.0221,10.0000,0.0000,1.618,TERMINAL_LAND,1.0000,-0.0397,-0.0078,0.0000
4183,static,static,1.6745,-0.52,4.18,8.3255,0.0017,10.0000,0.0000,1.616,TERMINAL_LAND,1.0000,-0.0187,-0.0492,0.0000
4283,static,static,1.6081,-0.56,4.28,8.3920,-0.0139,10.0000,0.0000,1.615,TERMINAL_LAND,1.0000,0.0011,0.0090,0.0000
4383,static,static,1.5325,-0.58,4.38,8.4678,-0.0276,10.0000,0.0000,1.612,TERMINAL_LAND,1.0000,0.0162,0.0090,0.0000
4483,static,static,1.4590,-0.58,4.48,8.5415,-0.0376,10.0000,0.0000,1.609,TERMINAL_LAND,1.0000,0.0295,-0.0522,0.0000
4583,static,static,1.3824,-0.57,4.58,8.6183,-0.0449,10.0000,0.0000,1.607,TERMINAL_LAND,1.0000,0.0396,-0.0348,0.0000
4683,static,static,1.2961,-0.53,4.68,8.7049,-0.0502,10.0000,0.0000,1.605,TERMINAL_LAND,1.0000,0.0464,-0.0222,0.0000
4783,static,static,1.2069,-0.47,4.78,8.7943,-0.0529,10.0000,0.0000,1.604,TERMINAL_LAND,1.0000,0.0511,-0.0228,0.0000
4883,static,static,1.1223,-0.40,4.88,8.8790,-0.0536,10.0000,0.0000,1.603,TERMINAL_LAND,1.0000,0.0531,-0.0372,0.0000
4983,static,static,1.0280,-0.32,4.98,8.9733,-0.0526,10.0000,0.0000,1.602,TERMINAL_LAND,1.0000,0.0535,-0.0288,0.0000
5083,static,static,0.9388,-0.23,5.08,9.0625,-0.0506,10.0000,0.0000,1.602,TERMINAL_LAND,1.0000,0.0523,-0.0288,0.0000
5183,static,static,0.8409,-0.14,5.18,9.1604,-0.0478,10.0000,0.0000,1.603,TERMINAL_LAND,0.9225,0.0502,-0.0222,0.0000
5283,static,static,0.7503,-0.06,5.28,9.2510,-0.0448,10.0000,0.0000,1.606,TERMINAL_LAND,0.8245,0.0473,0.0066,0.0000
5383,static,static,0.6535,0.02,5.38,9.3478,-0.0415,10.0000,0.0000,1.609,TERMINAL_LAND,0.7265,0.0440,-0.0204,0.0000
5483,static,static,0.5669,0.08,5.48,9.4344,-0.0379,10.0000,0.0000,1.610,TERMINAL_LAND,0.6375,0.0409,-0.0180,0.0000
5583,static,static,0.4775,0.12,5.58,9.5236,-0.0333,10.0000,0.0000,1.611,TERMINAL_LAND,0.5445,0.0369,-0.0180,0.0000
5683,static,static,0.4001,0.13,5.68,9.6009,-0.0284,10.0000,0.0000,1.615,TERMINAL_LAND,0.4632,0.0326,0.0000,0.0000
5783,static,static,0.3276,0.12,5.78,9.6732,-0.0231,10.0000,0.0000,1.622,TERMINAL_LAND,0.3806,0.0270,0.0000,0.0000
5883,static,static,0.2547,0.09,5.88,9.7459,-0.0174,10.0000,0.0000,1.627,TERMINAL_LAND,0.3095,0.0218,0.0000,0.0000
5983,static,static,0.1932,0.06,5.98,9.8072,-0.0131,10.0000,0.0000,1.631,TERMINAL_LAND,0.2382,0.0163,0.0000,0.0000
6083,static,static,0.1329,0.02,6.08,9.8674,-0.0093,10.0000,0.0000,1.635,TERMINAL_LAND,0.1783,0.0122,0.0000,0.5000
6183,static,static,0.0819,-0.01,6.18,9.9184,-0.0067,10.0000,0.0000,1.632,TERMINAL_LAND,0.1194,0.0086,0.0000,0.5000
