time_ms,mode,scenario,wind_scenario,linear_error_m,rotation_error_deg,engagement_duration_s,drone_x,drone_y,target_x,target_y,altitude_m,state
77,gimbal,dynamic,none,1.3117,-26.54,0.08,-0.0445,-0.0051,0.9807,-0.8235,1.437,STABILIZE_HIGH
177,gimbal,dynamic,none,1.3304,-26.51,0.18,-0.0441,-0.0089,1.0002,-0.8332,1.437,STABILIZE_HIGH
277,gimbal,dynamic,none,1.3503,-26.39,0.28,-0.0449,-0.0131,1.0201,-0.8432,1.437,STABILIZE_HIGH
377,gimbal,dynamic,none,1.3711,-26.15,0.38,-0.0475,-0.0192,1.0406,-0.8535,1.438,HOLD
477,gimbal,dynamic,none,1.3931,-25.74,0.48,-0.0514,-0.0260,1.0615,-0.8639,1.437,HOLD
577,gimbal,dynamic,none,1.4162,-25.28,0.58,-0.0570,-0.0344,1.0830,-0.8747,1.444,HOLD
677,gimbal,dynamic,none,1.4402,-24.76,0.68,-0.0627,-0.0425,1.1049,-0.8856,1.450,HOLD
777,gimbal,dynamic,none,1.4654,-24.29,0.78,-0.0688,-0.0504,1.1274,-0.8969,1.450,HOLD
878,gimbal,dynamic,none,1.4916,-23.89,0.88,-0.0741,-0.0565,1.1503,-0.9083,1.454,STABILIZE_HIGH
978,gimbal,dynamic,none,1.5187,-23.60,0.98,-0.0786,-0.0609,1.1738,-0.9200,1.455,HOLD
1077,gimbal,dynamic,none,1.5461,-23.36,1.08,-0.0820,-0.0644,1.1977,-0.9320,1.459,HOLD
1177,gimbal,dynamic,none,1.5735,-23.21,1.18,-0.0840,-0.0667,1.2221,-0.9442,1.457,HOLD
1277,gimbal,dynamic,none,1.6012,-23.12,1.28,-0.0850,-0.0682,1.2471,-0.9567,1.456,HOLD
1377,gimbal,dynamic,none,1.6293,-23.10,1.38,-0.0855,-0.0692,1.2725,-0.9694,1.461,HOLD
1477,gimbal,dynamic,none,1.6574,-23.11,1.48,-0.0851,-0.0698,1.2985,-0.9824,1.465,HOLD
1577,gimbal,dynamic,none,1.6858,-23.16,1.58,-0.0839,-0.0698,1.3249,-0.9956,1.467,HOLD
1677,gimbal,dynamic,none,1.7148,-23.24,1.68,-0.0822,-0.0688,1.3518,-1.0091,1.468,HOLD
1777,gimbal,dynamic,none,1.7447,-23.32,1.78,-0.0803,-0.0669,1.3793,-1.0228,1.470,HOLD
1877,gimbal,dynamic,none,1.7757,-23.39,1.88,-0.0789,-0.0648,1.4072,-1.0368,1.469,HOLD
1978,gimbal,dynamic,none,1.8081,-23.46,1.98,-0.0785,-0.0627,1.4356,-1.0510,1.467,STABILIZE_HIGH
2077,gimbal,dynamic,none,1.8412,-23.51,2.08,-0.0785,-0.0610,1.4645,-1.0654,1.466,STABILIZE_HIGH
2177,gimbal,dynamic,none,1.8740,-23.49,2.18,-0.0783,-0.0603,1.4940,-1.0801,1.464,HOLD
2277,gimbal,dynamic,none,1.9063,-23.40,2.28,-0.0778,-0.0613,1.5239,-1.0951,1.463,HOLD
2377,gimbal,dynamic,none,1.9387,-22.34,2.38,-0.0774,-0.0630,1.5543,-1.1101,1.462,STABILIZE_HIGH
2477,gimbal,dynamic,none,1.9712,-19.55,2.48,-0.0773,-0.0647,1.5851,-1.1238,1.460,STABILIZE_HIGH
2578,gimbal,dynamic,none,2.0028,-16.67,2.58,-0.0771,-0.0668,1.6165,-1.1360,1.460,HOLD
2677,gimbal,dynamic,none,2.0326,-13.73,2.68,-0.0758,-0.0702,1.6484,-1.1467,1.463,STABILIZE_HIGH
2778,gimbal,dynamic,none,2.0600,-10.75,2.78,-0.0733,-0.0756,1.6807,-1.1559,1.466,HOLD
2877,gimbal,dynamic,none,2.0859,-7.72,2.88,-0.0701,-0.0821,1.7135,-1.1635,1.471,HOLD
2977,gimbal,dynamic,none,2.1104,-4.70,2.98,-0.0665,-0.0897,1.7468,-1.1696,1.476,STABILIZE_HIGH
3077,gimbal,dynamic,none,2.1356,-1.70,3.08,-0.0632,-0.0963,1.7805,-1.1741,1.483,HOLD
3177,gimbal,dynamic,none,2.1599,1.23,3.18,-0.0594,-0.1034,1.8147,-1.1770,1.492,STABILIZE_HIGH
3277,gimbal,dynamic,none,2.1841,4.09,3.28,-0.0555,-0.1100,1.8494,-1.1784,1.502,STABILIZE_HIGH
3377,gimbal,dynamic,none,2.2074,6.84,3.38,-0.0510,-0.1168,1.8845,-1.1781,1.508,STABILIZE_HIGH
3477,gimbal,dynamic,none,2.2315,9.45,3.48,-0.0470,-0.1227,1.9201,-1.1763,1.517,STABILIZE_HIGH
3578,gimbal,dynamic,none,2.2555,11.93,3.58,-0.0433,-0.1290,1.9562,-1.1729,1.520,HOLD
3677,gimbal,dynamic,none,2.2808,14.24,3.68,-0.0405,-0.1343,1.9927,-1.1679,1.524,HOLD
3777,gimbal,dynamic,none,2.3070,16.41,3.78,-0.0387,-0.1394,2.0296,-1.1614,1.523,STABILIZE_HIGH
3877,gimbal,dynamic,none,2.3345,18.41,3.88,-0.0375,-0.1429,2.0670,-1.1533,1.525,STABILIZE_HIGH
