time_ms,mode,scenario,wind_scenario,linear_error_m,rotation_error_deg,engagement_duration_s,drone_x,drone_y,target_x,target_y,altitude_m,state
100,gimbal,dynamic,none,1.4745,26.57,0.10,0.0450,-0.0199,1.4113,-0.5742,4.841,SEARCH
200,gimbal,dynamic,none,1.5257,26.57,0.20,0.0452,-0.0178,1.4567,-0.5969,4.842,SEARCH
300,gimbal,dynamic,none,1.5775,26.57,0.30,0.0451,-0.0157,1.5024,-0.6198,4.844,SEARCH
400,gimbal,dynamic,none,1.6292,26.57,0.40,0.0454,-0.0140,1.5484,-0.6428,4.845,SEARCH
500,gimbal,dynamic,none,1.6813,26.57,0.50,0.0457,-0.0119,1.5946,-0.6659,4.846,SEARCH
600,gimbal,dynamic,none,1.7332,-26.56,0.60,0.0467,-0.0094,1.6411,-0.6891,4.848,SEARCH
700,gimbal,dynamic,none,1.7846,-26.56,0.70,0.0485,-0.0073,1.6878,-0.7125,4.849,SEARCH
800,gimbal,dynamic,none,1.8352,-26.56,0.80,0.0513,-0.0055,1.7348,-0.7360,4.850,SEARCH
900,gimbal,dynamic,none,1.8857,-26.56,0.90,0.0541,-0.0044,1.7820,-0.7596,4.851,SEARCH
1000,gimbal,dynamic,none,1.9369,-26.56,1.00,0.0563,-0.0038,1.8295,-0.7833,4.852,SEARCH
1100,gimbal,dynamic,none,1.9899,-26.56,1.10,0.0565,-0.0041,1.8771,-0.8071,4.853,SEARCH
1200,gimbal,dynamic,none,2.0440,-26.56,1.20,0.0554,-0.0049,1.9250,-0.8311,4.854,SEARCH
1300,gimbal,dynamic,none,2.0988,26.05,1.30,0.0535,-0.0063,1.9731,-0.8549,4.855,SEARCH
1400,gimbal,dynamic,none,2.1529,24.20,1.40,0.0516,-0.0081,2.0213,-0.8773,4.856,SEARCH
1500,gimbal,dynamic,none,2.2060,22.29,1.50,0.0500,-0.0106,2.0697,-0.8977,4.857,SEARCH
1600,gimbal,dynamic,none,2.2576,20.31,1.60,0.0494,-0.0129,2.1183,-0.9164,4.858,SEARCH
1700,gimbal,dynamic,none,2.3083,18.27,1.70,0.0494,-0.0146,2.1671,-0.9331,4.859,SEARCH
1800,gimbal,dynamic,none,2.3577,16.18,1.80,0.0503,-0.0160,2.2160,-0.9479,4.861,STABILIZE_5M
1900,gimbal,dynamic,none,2.4064,14.04,1.90,0.0514,-0.0171,2.2651,-0.9609,4.863,STABILIZE_5M
2000,gimbal,dynamic,none,2.4582,-11.78,2.00,0.0475,-0.0209,2.3142,-0.9718,4.864,STABILIZE_5M
2100,gimbal,dynamic,none,2.5172,-9.46,2.10,0.0325,-0.0308,2.3635,-0.9808,4.864,STABILIZE_5M
2200,gimbal,dynamic,none,2.5843,-7.05,2.20,0.0064,-0.0462,2.4130,-0.9879,4.862,STABILIZE_5M
2300,gimbal,dynamic,none,2.6641,-4.52,2.30,-0.0364,-0.0694,2.4625,-0.9930,4.859,STABILIZE_5M
2400,gimbal,dynamic,none,2.7520,-1.86,2.40,-0.0886,-0.0962,2.5121,-0.9962,4.856,STABILIZE_5M
2500,gimbal,dynamic,none,2.8488,0.88,2.50,-0.1511,-0.1281,2.5618,-0.9974,4.850,STABILIZE_5M
2600,gimbal,dynamic,none,2.9587,3.75,2.60,-0.2287,-0.1677,2.6116,-0.9967,4.845,STABILIZE_5M
2700,gimbal,dynamic,none,3.0768,6.62,2.70,-0.3144,-0.2119,2.6614,-0.9940,4.839,STABILIZE_5M
2800,gimbal,dynamic,none,3.1955,9.32,2.80,-0.3990,-0.2564,2.7113,-0.9895,4.835,STABILIZE_5M
2900,gimbal,dynamic,none,3.3234,11.85,2.90,-0.4923,-0.3049,2.7612,-0.9830,4.834,DESCEND_TO_1M
3000,gimbal,dynamic,none,3.4441,14.33,3.00,-0.5751,-0.3461,2.8112,-0.9747,4.813,DESCEND_TO_1M
3100,gimbal,dynamic,none,3.5673,16.66,3.10,-0.6585,-0.3837,2.8611,-0.9646,4.783,DESCEND_TO_1M
3200,gimbal,dynamic,none,3.6799,18.88,3.20,-0.7287,-0.4109,2.9111,-0.9526,4.741,DESCEND_TO_1M
3300,gimbal,dynamic,none,3.7920,20.91,3.30,-0.7970,-0.4329,2.9611,-0.9389,4.698,DESCEND_TO_1M
3400,gimbal,dynamic,none,3.8939,22.75,3.40,-0.8535,-0.4467,3.0111,-0.9235,4.649,DESCEND_TO_1M
3500,gimbal,dynamic,none,3.9910,24.41,3.50,-0.9043,-0.4551,3.0611,-0.9064,4.602,DESCEND_TO_1M
3600,gimbal,dynamic,none,4.0874,25.90,3.60,-0.9538,-0.4593,3.1111,-0.8876,4.549,DESCEND_TO_1M
3700,gimbal,dynamic,none,4.1788,27.26,3.70,-0.9979,-0.4595,3.1610,-0.8673,4.501,DESCEND_TO_1M
3800,gimbal,dynamic,none,4.2619,28.46,3.80,-1.0334,-0.4576,3.2108,-0.8454,4.452,DESCEND_TO_1M
3900,gimbal,dynamic,none,4.3427,29.58,3.90,-1.0665,-0.4548,3.2606,-0.8220,4.399,DESCEND_TO_1M
4000,gimbal,dynamic,none,4.4160,30.26,4.00,-1.0920,-0.4518,3.3104,-0.7973,4.349,DESCEND_TO_1M
4100,gimbal,dynamic,none,4.4853,30.04,4.10,-1.1135,-0.4482,3.3600,-0.7725,4.296,DESCEND_TO_1M
4200,gimbal,dynamic,none,4.5512,29.80,4.20,-1.1315,-0.4441,3.4096,-0.7477,4.243,DESCEND_TO_1M
4300,gimbal,dynamic,none,4.6111,29.54,4.30,-1.1433,-0.4407,3.4591,-0.7230,4.193,DESCEND_TO_1M
4400,gimbal,dynamic,none,4.6640,29.23,4.40,-1.1483,-0.4389,3.5085,-0.6983,4.143,DESCEND_TO_1M
4500,gimbal,dynamic,none,4.7116,28.89,4.50,-1.1480,-0.4382,3.5577,-0.6736,4.089,DESCEND_TO_1M
4600,gimbal,dynamic,none,4.7538,28.51,4.60,-1.1422,-0.4382,3.6069,-0.6491,4.038,DESCEND_TO_1M
4700,gimbal,dynamic,none,4.7912,28.16,4.70,-1.1317,-0.4391,3.6559,-0.6246,3.983,DESCEND_TO_1M
4800,gimbal,dynamic,none,4.8256,27.79,4.80,-1.1183,-0.4413,3.7047,-0.6001,3.932,DESCEND_TO_1M
4900,gimbal,dynamic,none,4.8548,27.42,4.90,-1.0996,-0.4452,3.7534,-0.5758,3.877,DESCEND_TO_1M
5000,gimbal,dynamic,none,4.8818,27.01,5.00,-1.0788,-0.4504,3.8020,-0.5515,3.825,DESCEND_TO_1M
5100,gimbal,dynamic,none,4.9040,26.63,5.10,-1.0531,-0.4578,3.8503,-0.5273,3.770,DESCEND_TO_1M
5200,gimbal,dynamic,none,4.9260,26.30,5.20,-1.0274,-0.4657,3.8985,-0.5032,3.718,DESCEND_TO_1M
5300,gimbal,dynamic,none,4.9434,26.02,5.30,-0.9969,-0.4756,3.9465,-0.4792,3.663,DESCEND_TO_1M
5400,gimbal,dynamic,none,4.9609,25.81,5.40,-0.9665,-0.4854,3.9943,-0.4554,3.612,DESCEND_TO_1M
5500,gimbal,dynamic,none,4.9737,25.68,5.50,-0.9314,-0.4967,4.0419,-0.4316,3.556,DESCEND_TO_1M
5600,gimbal,dynamic,none,4.9880,25.59,5.60,-0.8978,-0.5070,4.0892,-0.4079,3.505,DESCEND_TO_1M
5700,gimbal,dynamic,none,4.9988,25.55,5.70,-0.8606,-0.5179,4.1364,-0.3843,3.450,DESCEND_TO_1M
5800,gimbal,dynamic,none,5.0113,25.55,5.80,-0.8252,-0.5279,4.1833,-0.3609,3.399,DESCEND_TO_1M
5900,gimbal,dynamic,none,5.0229,25.59,5.90,-0.7889,-0.5378,4.2299,-0.3375,3.344,DESCEND_TO_1M
6000,gimbal,dynamic,none,5.0308,25.64,6.00,-0.7491,-0.5480,4.2763,-0.3144,3.293,DESCEND_TO_1M
6100,gimbal,dynamic,none,5.0409,25.70,6.10,-0.7114,-0.5571,4.3224,-0.2913,3.239,DESCEND_TO_1M
6200,gimbal,dynamic,none,5.0472,25.76,6.20,-0.6700,-0.5673,4.3683,-0.2684,3.188,DESCEND_TO_1M
6300,gimbal,dynamic,none,5.0530,25.81,6.30,-0.6282,-0.5770,4.4139,-0.2456,3.134,DESCEND_TO_1M
6400,gimbal,dynamic,none,5.0619,25.85,6.40,-0.5897,-0.5853,4.4592,-0.2229,3.083,DESCEND_TO_1M
6500,gimbal,dynamic,none,5.0677,25.86,6.50,-0.5482,-0.5935,4.5042,-0.2004,3.029,DESCEND_TO_1M
6600,gimbal,dynamic,none,5.0763,25.85,6.60,-0.5099,-0.6003,4.5489,-0.1781,2.974,DESCEND_TO_1M
6700,gimbal,dynamic,none,5.0853,25.83,6.70,-0.4720,-0.6067,4.5932,-0.1559,2.923,DESCEND_TO_1M
6800,gimbal,dynamic,none,5.0915,25.81,6.80,-0.4315,-0.6134,4.6373,-0.1339,2.873,DESCEND_TO_1M
6900,gimbal,dynamic,none,5.0985,25.77,6.90,-0.3921,-0.6197,4.6810,-0.1120,2.818,DESCEND_TO_1M
7000,gimbal,dynamic,none,5.1076,25.72,7.00,-0.3552,-0.6239,4.7244,-0.0903,2.763,DESCEND_TO_1M
7100,gimbal,dynamic,none,5.1126,25.65,7.10,-0.3148,-0.6244,4.7675,-0.0688,2.711,DESCEND_TO_1M
7200,gimbal,dynamic,none,5.1066,25.53,7.20,-0.2644,-0.6184,4.8102,-0.0474,2.653,DESCEND_TO_1M
7300,gimbal,dynamic,none,5.0923,25.39,7.30,-0.2067,-0.6051,4.8526,-0.0262,2.598,DESCEND_TO_1M
7400,gimbal,dynamic,none,5.0744,25.27,7.40,-0.1464,-0.5868,4.8945,-0.0052,2.543,DESCEND_TO_1M
7500,gimbal,dynamic,none,5.0495,25.18,7.50,-0.0800,-0.5640,4.9362,0.0156,2.483,DESCEND_TO_1M
7600,gimbal,dynamic,none,5.0119,25.13,7.60,-0.0018,-0.5354,4.9774,0.0362,2.427,DESCEND_TO_1M
7700,gimbal,dynamic,none,4.9682,25.12,7.70,0.0818,-0.5042,5.0183,0.0566,2.367,DESCEND_TO_1M
7800,gimbal,dynamic,none,4.9266,25.16,7.80,0.1630,-0.4742,5.0587,0.0769,2.312,DESCEND_TO_1M
7900,gimbal,dynamic,none,4.8737,25.22,7.90,0.2549,-0.4410,5.0988,0.0969,2.252,DESCEND_TO_1M
8000,gimbal,dynamic,none,4.8253,25.29,8.00,0.3419,-0.4095,5.1385,0.1167,2.198,DESCEND_TO_1M
8100,gimbal,dynamic,none,4.7747,25.35,8.10,0.4307,-0.3769,5.1777,0.1364,2.140,DESCEND_TO_1M
8200,gimbal,dynamic,none,4.7140,24.11,8.20,0.5288,-0.3409,5.2166,0.1551,2.082,DESCEND_TO_1M
8300,gimbal,dynamic,none,4.6595,22.51,8.30,0.6202,-0.3071,5.2550,0.1724,2.030,DESCEND_TO_1M
8400,gimbal,dynamic,none,4.5953,20.79,8.40,0.7206,-0.2703,5.2930,0.1882,1.977,DESCEND_TO_1M
8500,gimbal,dynamic,none,4.5378,18.95,8.50,0.8141,-0.2363,5.3306,0.2024,1.920,DESCEND_TO_1M
8600,gimbal,dynamic,none,4.4719,16.98,8.60,0.9152,-0.1998,5.3677,0.2151,1.867,DESCEND_TO_1M
8700,gimbal,dynamic,none,4.4061,14.89,8.70,1.0156,-0.1633,5.4044,0.2262,1.811,DESCEND_TO_1M
8800,gimbal,dynamic,none,4.3486,12.67,8.80,1.1074,-0.1293,5.4407,0.2357,1.759,DESCEND_TO_1M
8900,gimbal,dynamic,none,4.2833,10.34,8.90,1.2064,-0.0925,5.4765,0.2436,1.702,DESCEND_TO_1M
9000,gimbal,dynamic,none,4.2251,7.90,9.00,1.2980,-0.0582,5.5119,0.2499,1.651,DESCEND_TO_1M
9100,gimbal,dynamic,none,4.1588,5.35,9.10,1.3971,-0.0211,5.5468,0.2545,1.595,DESCEND_TO_1M
9200,gimbal,dynamic,none,4.1000,2.64,9.20,1.4886,0.0124,5.5812,0.2576,1.544,DESCEND_TO_1M
9300,gimbal,dynamic,none,4.0332,0.22,9.30,1.5875,0.0477,5.6152,0.2590,1.488,DESCEND_TO_1M
9400,gimbal,dynamic,none,3.9738,3.24,9.40,1.6790,0.0788,5.6487,0.2589,1.437,DESCEND_TO_1M
9500,gimbal,dynamic,none,3.9060,6.40,9.50,1.7785,0.1109,5.6817,0.2571,1.382,DESCEND_TO_1M
9600,gimbal,dynamic,none,3.8452,9.67,9.60,1.8707,0.1398,5.7143,0.2538,1.327,DESCEND_TO_1M
9700,gimbal,dynamic,none,3.7759,13.01,9.70,1.9712,0.1706,5.7463,0.2489,1.276,STABILIZE_1M
9800,gimbal,dynamic,none,3.7142,16.33,9.80,2.0640,0.1986,5.7779,0.2425,1.231,STABILIZE_1M
9900,gimbal,dynamic,none,3.6526,19.56,9.90,2.1565,0.2259,5.8090,0.2345,1.214,STABILIZE_1M
10000,gimbal,dynamic,none,3.5838,22.70,10.00,2.2560,0.2547,5.8397,0.2251,1.208,STABILIZE_1M
10100,gimbal,dynamic,none,3.5162,25.68,10.10,2.3543,0.2829,5.8698,0.2143,1.206,STABILIZE_1M
10200,gimbal,dynamic,none,3.4570,28.48,10.20,2.4441,0.3095,5.8995,0.2020,1.205,STABILIZE_1M
10300,gimbal,dynamic,none,3.3985,31.10,10.30,2.5333,0.3369,5.9286,0.1883,1.205,STABILIZE_1M
10400,gimbal,dynamic,none,3.3329,31.70,10.40,2.6300,0.3676,5.9573,0.1740,1.204,STABILIZE_1M
10500,gimbal,dynamic,none,3.2748,31.62,10.50,2.7193,0.3969,5.9855,0.1599,1.203,STABILIZE_1M
10600,gimbal,dynamic,none,3.2091,31.50,10.60,2.8166,0.4296,6.0131,0.1461,1.202,STABILIZE_1M
