time_ms,mode,scenario,linear_error_m,rotation_error_deg,engagement_duration_s,drone_x,drone_y,target_x,target_y,altitude_m,state,last_cmd_pitch,last_cmd_roll,last_cmd_yaw_vel,last_cmd_thrust
54,gimbal,dynamic,0.9530,13.95,0.05,0.0614,0.0978,0.9621,0.4091,2.782,SEARCH,0.0000,0.0000,0.0000,-0.0654
154,gimbal,dynamic,0.9872,13.95,0.15,0.0643,0.0989,0.9985,0.4182,2.780,SEARCH,0.0000,0.0000,0.0000,-0.0659
254,gimbal,dynamic,1.0224,13.96,0.25,0.0663,0.0996,1.0348,0.4273,2.780,SEARCH,0.0000,0.0000,0.0000,-0.0660
354,gimbal,dynamic,1.0582,13.98,0.35,0.0675,0.1005,1.0710,0.4363,2.783,SEARCH,0.0000,0.0000,0.0000,-0.0650
454,gimbal,dynamic,1.0947,14.00,0.45,0.0676,0.1013,1.1069,0.4453,2.789,SEARCH,0.0000,0.0000,0.0000,-0.0632
554,gimbal,dynamic,1.1318,14.01,0.55,0.0672,0.1021,1.1428,0.4543,2.797,SEARCH,0.0000,0.0000,0.0000,-0.0610
654,gimbal,dynamic,1.1692,14.03,0.65,0.0661,0.1028,1.1784,0.4632,2.805,SEARCH,0.0000,0.0000,0.0000,-0.0585
754,gimbal,dynamic,1.2074,14.04,0.75,0.0642,0.1035,1.2139,0.4721,2.814,SEARCH,0.0000,0.0000,0.0000,-0.0557
854,gimbal,dynamic,1.2459,14.05,0.85,0.0616,0.1042,1.2492,0.4809,2.824,SEARCH,0.0000,0.0000,0.0000,-0.0527
954,gimbal,dynamic,1.2853,14.05,0.95,0.0580,0.1049,1.2844,0.4897,2.832,SEARCH,0.0000,0.0000,0.0000,-0.0505
1054,gimbal,dynamic,1.3248,14.05,1.05,0.0543,0.1049,1.3194,0.4984,2.838,SEARCH,0.0000,0.0000,0.0000,-0.0486
1154,gimbal,dynamic,1.3646,14.06,1.15,0.0504,0.1043,1.3542,0.5071,2.839,SEARCH,0.0000,0.0000,0.0000,-0.0483
1254,gimbal,dynamic,1.4044,14.06,1.25,0.0463,0.1031,1.3888,0.5158,2.837,SEARCH,0.0000,0.0000,0.0000,-0.0488
1354,gimbal,dynamic,1.4437,14.06,1.35,0.0428,0.1016,1.4232,0.5244,2.837,SEARCH,0.0000,0.0000,0.0000,-0.0489
1454,gimbal,dynamic,1.4808,14.06,1.45,0.0413,0.1004,1.4575,0.5330,2.839,SEARCH,0.0000,0.0000,0.0000,-0.0482
1554,gimbal,dynamic,1.5170,14.06,1.55,0.0406,0.0988,1.4916,0.5415,2.842,SEARCH,0.0000,0.0000,0.0000,-0.0473
1654,gimbal,dynamic,1.5525,14.06,1.65,0.0404,0.0975,1.5255,0.5500,2.843,SEARCH,0.0000,0.0000,0.0000,-0.0471
1754,gimbal,dynamic,1.5872,13.66,1.75,0.0409,0.0956,1.5592,0.5583,2.844,SEARCH,0.0000,0.0000,0.0000,-0.0468
1854,gimbal,dynamic,1.6217,12.33,1.85,0.0415,0.0930,1.5928,0.5659,2.845,SEARCH,0.0000,0.0000,0.0000,-0.0466
1954,gimbal,dynamic,1.6558,10.95,1.95,0.0422,0.0897,1.6261,0.5726,2.848,SEARCH,0.0000,0.0000,0.0000,-0.0456
2054,gimbal,dynamic,1.6894,9.53,2.05,0.0431,0.0865,1.6593,0.5784,2.849,SEARCH,0.0000,0.0000,0.0000,-0.0453
2154,gimbal,dynamic,1.7223,8.08,2.15,0.0441,0.0835,1.6922,0.5834,2.849,SEARCH,0.0000,0.0000,0.0000,-0.0452
