time_ms,scenario,drone_x,drone_y,drone_yaw_rad,rotation_error_deg,altitude_m,pixel_err_x,pixel_err_y,ground_err_m,forward_err_m,lateral_err_m,gimbal_norm,locked,state,last_cmd_pitch,last_cmd_roll,last_cmd_yaw_vel,last_cmd_thrust
21,dynamic,0.1926,-0.8965,0.0019,14.87,2.018,-1.2709,1.6324,2.0688,-1.2627,1.6388,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.0053
122,dynamic,0.1984,-0.9061,6.2796,15.32,2.012,-1.1916,1.4928,1.9100,-1.1888,1.4950,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.0036
222,dynamic,0.2036,-0.9154,6.2744,15.32,2.011,-1.1916,1.4928,1.9100,-1.1970,1.4885,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.0034
322,dynamic,0.2080,-0.9243,6.2714,15.32,2.010,-1.1916,1.4928,1.9100,-1.2047,1.4822,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.0031
422,dynamic,0.2126,-0.9323,6.2700,14.10,2.011,-0.9656,1.1974,1.5382,-0.9797,1.1859,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.0032
522,dynamic,0.2180,-0.9403,6.2703,11.89,2.010,-0.8720,1.1363,1.4324,-0.8869,1.1248,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.0031
624,dynamic,0.2232,-0.9492,6.2712,11.89,2.011,-0.8720,1.1363,1.4324,-0.8866,1.1250,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.0032
723,dynamic,0.2288,-0.9580,6.2717,11.89,2.013,-0.8720,1.1363,1.4324,-0.8856,1.1258,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.0039
824,dynamic,0.2341,-0.9676,6.2707,8.37,2.014,-0.5309,0.9599,1.0969,-0.5419,0.9537,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.0042
924,dynamic,0.2384,-0.9766,6.2703,7.99,2.012,-0.4184,0.9090,1.0007,-0.4297,0.9037,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.0036
1022,dynamic,0.2411,-0.9854,6.2717,8.75,2.007,-0.3757,0.8950,0.9706,-0.3872,0.8900,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.0021
1121,dynamic,0.2437,-0.9947,6.2740,8.75,2.002,-0.3757,0.8950,0.9706,-0.3859,0.8906,0.000,1,SEARCH,0.0000,0.0000,0.0000,0.0006
1223,dynamic,0.2463,-1.0055,6.2777,6.13,1.999,-0.0180,0.7459,0.7461,-0.0248,0.7457,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0003
1323,dynamic,0.2491,-1.0161,6.2817,5.68,1.995,0.0362,0.7284,0.7293,0.0321,0.7286,0.000,1,STABILIZE_HIGH,0.0773,0.3590,0.2272,-0.0016
1425,dynamic,0.2529,-1.0246,0.0023,5.67,1.995,0.2854,0.6188,0.6814,0.2845,0.6192,0.000,1,STABILIZE_HIGH,0.2039,0.3041,0.2268,-0.0016
1522,dynamic,0.2584,-1.0313,0.0073,6.61,1.992,0.5702,0.6476,0.8628,0.5717,0.6463,0.000,1,STABILIZE_HIGH,0.3486,0.3191,0.2644,-0.0023
1622,dynamic,0.2665,-1.0345,0.0130,6.54,1.992,0.7000,0.6115,0.9295,0.7044,0.6064,0.000,1,STABILIZE_HIGH,0.4153,0.2991,0.2616,-0.0024
1722,dynamic,0.2784,-1.0342,0.0211,6.27,1.989,1.1088,0.5089,1.2200,1.1153,0.4944,0.000,1,STABILIZE_HIGH,0.6230,0.2430,0.2508,-0.0033
1826,dynamic,0.2952,-1.0323,0.0319,0.00,1.987,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,HOLD,0.6249,0.2406,0.2508,-0.0040
1923,dynamic,0.3169,-1.0291,0.0432,0.00,1.983,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,HOLD,0.4999,0.1925,0.2006,-0.0010
2022,dynamic,0.3431,-1.0256,0.0504,5.24,1.979,1.7066,0.3094,1.7344,1.7184,0.2354,0.000,1,STABILIZE_HIGH,0.9320,0.1122,0.2096,-0.0062
2123,dynamic,0.3754,-1.0212,0.0538,5.24,1.974,1.7066,0.3094,1.7344,1.7200,0.2230,0.000,1,STABILIZE_HIGH,0.9360,0.1063,0.2096,-0.0079
2225,dynamic,0.4117,-1.0166,0.0557,5.24,1.971,1.7066,0.3094,1.7344,1.7207,0.2173,0.000,1,STABILIZE_HIGH,0.9382,0.1035,0.2096,-0.0088
2322,dynamic,0.4546,-1.0118,0.0567,7.30,1.964,2.0017,0.3274,2.0283,2.0168,0.2155,0.000,1,STABILIZE_HIGH,1.0000,0.1053,0.2920,-0.0107
2424,dynamic,0.5037,-1.0060,0.0581,9.72,1.959,2.0122,0.4251,2.0566,2.0330,0.3103,0.000,1,STABILIZE_HIGH,1.0000,0.1569,0.3888,-0.0123
2521,dynamic,0.5594,-1.0000,0.0610,9.72,1.951,2.0122,0.4251,2.0566,2.0335,0.3074,0.000,1,STABILIZE_HIGH,1.0000,0.1562,0.3888,-0.0147
