time_ms,mode,scenario,linear_error_m,rotation_error_deg,engagement_duration_s,drone_x,drone_y,target_x,target_y,altitude_m,state,last_cmd_pitch,last_cmd_roll,last_cmd_yaw_vel,last_cmd_thrust
17,gimbal,dynamic_easy,1.1124,14.10,0.02,0.0396,0.0076,1.1516,0.0379,2.583,SEARCH,0.0000,0.0000,0.0000,-0.1252
117,gimbal,dynamic_easy,1.1181,14.10,0.12,0.0374,0.0090,1.1552,0.0388,2.578,SEARCH,0.0000,0.0000,0.0000,-0.1266
217,gimbal,dynamic_easy,1.1226,14.10,0.22,0.0365,0.0101,1.1587,0.0397,2.578,SEARCH,0.0000,0.0000,0.0000,-0.1265
317,gimbal,dynamic_easy,1.1266,14.12,0.32,0.0361,0.0108,1.1623,0.0406,2.579,SEARCH,0.0000,0.0000,0.0000,-0.1263
417,gimbal,dynamic_easy,1.1301,14.14,0.42,0.0362,0.0111,1.1659,0.0415,2.584,SEARCH,0.0000,0.0000,0.0000,-0.1247
517,gimbal,dynamic_easy,1.1330,13.06,0.52,0.0369,0.0115,1.1695,0.0423,2.592,SEARCH,0.0000,0.0000,0.0000,-0.1223
617,gimbal,dynamic_easy,1.1359,11.58,0.62,0.0376,0.0121,1.1731,0.0431,2.595,SEARCH,0.0000,0.0000,0.0000,-0.1214
717,gimbal,dynamic_easy,1.1390,10.08,0.72,0.0382,0.0133,1.1768,0.0438,2.600,SEARCH,0.0000,0.0000,0.0000,-0.1199
817,gimbal,dynamic_easy,1.1423,8.56,0.82,0.0385,0.0150,1.1804,0.0444,2.613,SEARCH,0.0000,0.0000,0.0000,-0.1161
917,gimbal,dynamic_easy,1.1457,7.03,0.92,0.0388,0.0166,1.1841,0.0448,2.626,SEARCH,0.0000,0.0000,0.0000,-0.1123
1017,gimbal,dynamic_easy,1.1495,5.49,1.02,0.0386,0.0181,1.1878,0.0452,2.635,SEARCH,0.0000,0.0000,0.0000,-0.1096
1117,gimbal,dynamic_easy,1.1544,3.94,1.12,0.0374,0.0191,1.1915,0.0455,2.643,SEARCH,0.0000,0.0000,0.0000,-0.1070
1217,gimbal,dynamic_easy,1.1597,2.40,1.22,0.0358,0.0202,1.1952,0.0457,2.651,SEARCH,0.0000,0.0000,0.0000,-0.1046
1317,gimbal,dynamic_easy,1.1648,0.88,1.32,0.0344,0.0217,1.1990,0.0457,2.656,SEARCH,0.0000,0.0000,0.0000,-0.1033
1417,gimbal,dynamic_easy,1.1693,-0.63,1.42,0.0337,0.0232,1.2027,0.0457,2.664,SEARCH,0.0000,0.0000,0.0000,-0.1009
1517,gimbal,dynamic_easy,1.1730,-2.12,1.52,0.0336,0.0243,1.2065,0.0456,2.678,SEARCH,0.0000,0.0000,0.0000,-0.0965
1617,gimbal,dynamic_easy,1.1767,-3.58,1.62,0.0337,0.0253,1.2102,0.0454,2.697,SEARCH,0.0000,0.0000,0.0000,-0.0909
1717,gimbal,dynamic_easy,1.1806,-5.01,1.72,0.0335,0.0265,1.2140,0.0451,2.710,SEARCH,0.0000,0.0000,0.0000,-0.0870
1817,gimbal,dynamic_easy,1.1848,-6.40,1.82,0.0331,0.0280,1.2178,0.0447,2.719,SEARCH,0.0000,0.0000,0.0000,-0.0844
1917,gimbal,dynamic_easy,1.1897,-7.76,1.92,0.0320,0.0293,1.2216,0.0442,2.727,SEARCH,0.0000,0.0000,0.0000,-0.0818
2017,gimbal,dynamic_easy,1.1955,-9.08,2.02,0.0300,0.0310,1.2254,0.0436,2.736,SEARCH,0.0000,0.0000,0.0000,-0.0792
2117,gimbal,dynamic_easy,1.2022,-10.36,2.12,0.0271,0.0333,1.2293,0.0430,2.745,SEARCH,0.0000,0.0000,0.0000,-0.0766
2217,gimbal,dynamic_easy,1.2095,-11.59,2.22,0.0236,0.0359,1.2331,0.0422,2.750,SEARCH,0.0000,0.0000,0.0000,-0.0750
2317,gimbal,dynamic_easy,1.2170,-12.78,2.32,0.0200,0.0382,1.2370,0.0413,2.753,SEARCH,0.0000,0.0000,0.0000,-0.0742
2417,gimbal,dynamic_easy,1.2252,-13.92,2.42,0.0156,0.0406,1.2408,0.0404,2.755,SEARCH,0.0000,0.0000,0.0000,-0.0734
2517,gimbal,dynamic_easy,1.2328,-13.99,2.52,0.0118,0.0429,1.2447,0.0394,2.757,SEARCH,0.0000,0.0000,0.0000,-0.0729
2617,gimbal,dynamic_easy,1.2402,-13.99,2.62,0.0084,0.0453,1.2486,0.0385,2.764,SEARCH,0.0000,0.0000,0.0000,-0.0709
2717,gimbal,dynamic_easy,1.2471,-13.99,2.72,0.0054,0.0475,1.2525,0.0375,2.768,SEARCH,0.0000,0.0000,0.0000,-0.0695
2817,gimbal,dynamic_easy,1.2538,-13.99,2.82,0.0026,0.0493,1.2564,0.0365,2.766,SEARCH,0.0000,0.0000,0.0000,-0.0701
2917,gimbal,dynamic_easy,1.2602,-13.99,2.92,0.0001,0.0508,1.2603,0.0356,2.761,SEARCH,0.0000,0.0000,0.0000,-0.0716
3017,gimbal,dynamic_easy,1.2660,-13.98,3.02,-0.0017,0.0517,1.2642,0.0346,2.760,SEARCH,0.0000,0.0000,0.0000,-0.0719
3117,gimbal,dynamic_easy,1.2712,-13.98,3.12,-0.0030,0.0518,1.2681,0.0336,2.762,SEARCH,0.0000,0.0000,0.0000,-0.0713
3217,gimbal,dynamic_easy,1.2755,-13.98,3.22,-0.0033,0.0514,1.2720,0.0326,2.765,SEARCH,0.0000,0.0000,0.0000,-0.0704
3317,gimbal,dynamic_easy,1.2787,-13.98,3.32,-0.0026,0.0510,1.2760,0.0316,2.773,SEARCH,0.0000,0.0000,0.0000,-0.0681
3417,gimbal,dynamic_easy,1.2815,-13.98,3.42,-0.0014,0.0513,1.2799,0.0306,2.785,SEARCH,0.0000,0.0000,0.0000,-0.0645
3517,gimbal,dynamic_easy,1.2842,-13.99,3.52,-0.0001,0.0518,1.2839,0.0296,2.800,SEARCH,0.0000,0.0000,0.0000,-0.0601
3617,gimbal,dynamic_easy,1.2874,-13.99,3.62,0.0006,0.0527,1.2878,0.0287,2.811,SEARCH,0.0000,0.0000,0.0000,-0.0566
3717,gimbal,dynamic_easy,1.2913,-14.00,3.72,0.0008,0.0536,1.2918,0.0277,2.823,SEARCH,0.0000,0.0000,0.0000,-0.0531
3817,gimbal,dynamic_easy,1.2956,-14.01,3.82,0.0005,0.0547,1.2958,0.0267,2.833,SEARCH,0.0000,0.0000,0.0000,-0.0500
3917,gimbal,dynamic_easy,1.2999,-14.02,3.92,0.0002,0.0552,1.2997,0.0257,2.841,SEARCH,0.0000,0.0000,0.0000,-0.0476
4017,gimbal,dynamic_easy,1.3038,-14.02,4.02,0.0002,0.0547,1.3037,0.0247,2.849,SEARCH,0.0000,0.0000,0.0000,-0.0452
4117,gimbal,dynamic_easy,1.3073,-14.02,4.12,0.0008,0.0541,1.3077,0.0237,2.861,SEARCH,0.0000,0.0000,0.0000,-0.0417
4217,gimbal,dynamic_easy,1.3110,-14.02,4.22,0.0011,0.0533,1.3117,0.0227,2.873,SEARCH,0.0000,0.0000,0.0000,-0.0382
4317,gimbal,dynamic_easy,1.3147,-14.02,4.32,0.0014,0.0527,1.3157,0.0217,2.883,SEARCH,0.0000,0.0000,0.0000,-0.0352
4417,gimbal,dynamic_easy,1.3185,-14.02,4.42,0.0016,0.0526,1.3197,0.0207,2.891,SEARCH,0.0000,0.0000,0.0000,-0.0328
4517,gimbal,dynamic_easy,1.3219,-14.02,4.52,0.0022,0.0529,1.3237,0.0197,2.894,SEARCH,0.0000,0.0000,0.0000,-0.0318
4617,gimbal,dynamic_easy,1.3246,-14.03,4.62,0.0036,0.0537,1.3277,0.0187,2.902,SEARCH,0.0000,0.0000,0.0000,-0.0295
