time_ms,scenario,drone_x,drone_y,drone_yaw_rad,rotation_error_deg,altitude_m,pixel_err_x,pixel_err_y,ground_err_m,forward_err_m,lateral_err_m,gimbal_norm,locked,state,last_cmd_pitch,last_cmd_roll,last_cmd_yaw_vel,last_cmd_thrust
19,static,0.2918,0.1317,6.2693,14.79,1.961,-1.1549,2.0471,2.3504,-1.1797,2.0329,0.000,1,DESCEND_TO_LOW,0.4733,0.0000,0.0000,-0.0117
117,static,0.3205,0.1453,6.2700,14.79,1.968,-1.1549,2.0471,2.3504,-1.1835,2.0307,0.000,1,DESCEND_TO_LOW,-0.5411,1.0000,0.5916,0.3000
217,static,0.3426,0.1627,6.2789,16.45,1.964,-1.2335,2.0246,2.3708,-1.2580,2.0095,0.000,1,DESCEND_TO_LOW,-0.5806,1.0000,0.6580,0.3000
319,static,0.3579,0.1877,0.0082,0.00,1.950,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,HOLD,-0.5776,1.0000,0.6580,0.3000
417,static,0.3629,0.2208,0.0216,0.00,1.931,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,HOLD,-0.4621,0.8000,0.5264,-0.0058
518,static,0.3555,0.2625,0.0364,13.41,1.915,-2.2112,1.6931,2.7850,-2.1694,1.7464,0.000,1,DESCEND_TO_LOW,-0.3951,0.6840,0.4501,-0.0091
617,static,0.3389,0.3095,0.0532,13.66,1.903,-2.0532,1.5728,2.5863,-1.9899,1.6522,0.000,1,DESCEND_TO_LOW,-0.9903,0.8783,0.5464,0.3000
717,static,0.3143,0.3563,0.0722,7.49,1.888,-1.8328,1.4706,2.3499,-1.7460,1.5728,0.000,1,DESCEND_TO_LOW,-0.8686,0.8364,0.2996,0.3000
819,static,0.2841,0.4041,0.0890,0.00,1.868,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,HOLD,-0.8637,0.8522,0.2996,0.3000
917,static,0.2455,0.4515,0.1019,0.00,1.839,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,HOLD,-0.6910,0.6819,0.2397,-0.0086
1017,static,0.1974,0.5012,0.1168,0.00,1.812,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,HOLD,-0.5184,0.5115,0.1798,-0.0167
1118,static,0.1409,0.5480,0.1324,0.00,1.803,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,HOLD,-0.3449,0.3403,0.1196,-0.0193
1217,static,0.0808,0.5942,0.1485,0.07,1.801,-1.4633,0.8510,1.6927,-1.3346,1.0412,0.000,1,DESCEND_TO_LOW,-0.6829,0.5714,0.0028,0.3000
1319,static,0.0134,0.6375,0.1632,0.07,1.802,-1.4633,0.8510,1.6927,-1.3175,1.0628,0.000,1,DESCEND_TO_LOW,-0.6729,0.5832,0.0028,0.3000
