time_ms,scenario,drone_x,drone_y,drone_yaw_rad,rotation_error_deg,altitude_m,pixel_err_x,pixel_err_y,ground_err_m,forward_err_m,lateral_err_m,gimbal_norm,locked,state,last_cmd_pitch,last_cmd_roll,last_cmd_yaw_vel,last_cmd_thrust
9,dynamic,0.0937,-0.2841,0.0205,21.17,2.275,-1.7579,1.1274,2.0884,-1.7340,1.1639,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0674
109,dynamic,0.0962,-0.2900,0.0189,21.17,2.271,-1.7579,1.1274,2.0884,-1.7354,1.1617,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0687
212,dynamic,0.1001,-0.2983,0.0162,21.15,2.269,-1.4456,1.0408,1.7813,-1.4276,1.0654,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0694
309,dynamic,0.1032,-0.3074,0.0129,21.54,2.264,-1.2825,1.0348,1.6480,-1.2676,1.0530,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0709
409,dynamic,0.1061,-0.3175,0.0089,22.11,2.263,-0.9666,1.0162,1.4025,-0.9557,1.0264,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0712
510,dynamic,0.1069,-0.3283,0.0032,23.03,2.260,-0.7991,1.0134,1.2905,-0.7932,1.0180,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0721
609,dynamic,0.1071,-0.3390,6.2788,23.54,2.255,-0.6036,1.0230,1.1878,-0.6056,1.0218,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0734
709,dynamic,0.1070,-0.3507,6.2737,23.45,2.246,-0.2836,1.0688,1.1058,-0.2914,1.0667,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0763
810,dynamic,0.1075,-0.3625,6.2693,22.35,2.238,-0.0476,1.0810,1.0820,-0.0609,1.0803,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0785
915,dynamic,0.1079,-0.3740,6.2662,22.35,2.234,-0.0476,1.0810,1.0820,-0.0649,1.0801,0.000,1,SEARCH,0.0000,0.0000,0.0000,-0.0799
1012,dynamic,0.1083,-0.3855,6.2648,20.94,2.232,0.2887,1.0932,1.1307,0.2690,1.0982,0.000,1,STABILIZE_HIGH,0.2199,0.6303,0.8376,-0.0805
1114,dynamic,0.1102,-0.3949,6.2667,21.11,2.225,0.5251,1.0977,1.2168,0.5056,1.1068,0.000,1,STABILIZE_HIGH,0.3543,0.6372,0.8444,-0.0825
1210,dynamic,0.1140,-0.4002,6.2744,21.07,2.221,0.6061,1.0951,1.2516,0.5923,1.1025,0.000,1,STABILIZE_HIGH,0.4039,0.6356,0.8428,-0.0836
1313,dynamic,0.1226,-0.4000,0.0036,23.24,2.221,1.2319,1.3139,1.8011,1.2295,1.3162,0.000,1,STABILIZE_HIGH,0.7645,0.7594,0.9296,-0.0838
1411,dynamic,0.1374,-0.3923,0.0196,27.01,2.224,1.6760,1.3862,2.1750,1.6921,1.3665,0.000,1,STABILIZE_HIGH,1.0000,0.7912,1.0804,-0.0827
1509,dynamic,0.1580,-0.3801,0.0406,27.33,2.226,2.0528,1.4183,2.4951,2.0972,1.3518,0.000,1,STABILIZE_HIGH,1.0000,0.7825,1.0932,-0.0821
1609,dynamic,0.1907,-0.3563,0.0737,26.36,2.231,2.2290,1.4384,2.6528,2.3114,1.3018,0.000,1,DESCEND_TO_LOW,1.0000,0.7518,1.0544,0.3000
1711,dynamic,0.2274,-0.3327,0.1088,25.64,2.228,2.3114,1.3406,2.6720,2.4276,1.1165,0.000,1,DESCEND_TO_LOW,1.0000,0.6472,1.0256,0.3000
1810,dynamic,0.2704,-0.3039,0.1434,26.23,2.206,2.2259,1.3050,2.5802,2.3768,1.0043,0.000,1,DESCEND_TO_LOW,1.0000,0.5899,1.0492,0.3000
1910,dynamic,0.3183,-0.2750,0.1831,23.39,2.175,2.1262,1.1783,2.4309,2.2917,0.8106,0.000,1,DESCEND_TO_LOW,1.0000,0.4822,0.9356,0.3000
2009,dynamic,0.3712,-0.2424,0.2211,23.39,2.136,2.1262,1.1783,2.4309,2.3219,0.7195,0.000,1,DESCEND_TO_LOW,1.0000,0.4366,0.9356,0.3000
2111,dynamic,0.4269,-0.2130,0.2602,19.65,2.099,2.0016,1.0920,2.2801,2.2065,0.5747,0.000,1,DESCEND_TO_LOW,1.0000,0.3522,0.7860,0.3000
2209,dynamic,0.4849,-0.1813,0.2983,18.73,2.063,1.9305,1.0384,2.1921,2.1438,0.4575,0.000,1,DESCEND_TO_LOW,1.0000,0.2854,0.7492,0.3000
2317,dynamic,0.5436,-0.1523,0.3361,15.88,2.027,1.9568,1.0079,2.2011,2.1742,0.3431,0.000,1,DESCEND_TO_LOW,1.0000,0.2155,0.6352,0.3000
2411,dynamic,0.6046,-0.1237,0.3704,13.73,1.987,1.9611,0.9847,2.1944,2.1811,0.2408,0.000,1,DESCEND_TO_LOW,1.0000,0.1524,0.5492,0.3000
2517,dynamic,0.6668,-0.0969,0.4000,10.52,1.949,1.8693,0.8887,2.0699,2.0667,0.1140,0.000,1,DESCEND_TO_LOW,1.0000,0.0703,0.4208,0.3000
2609,dynamic,0.7270,-0.0711,0.4241,0.78,1.914,1.9640,0.7028,2.0860,2.0807,-0.1484,0.000,1,DESCEND_TO_LOW,1.0000,-0.1098,0.0312,0.3000
2709,dynamic,0.7860,-0.0482,0.4448,0.78,1.875,1.9640,0.7028,2.0860,2.0768,-0.1950,0.000,1,DESCEND_TO_LOW,1.0000,-0.1417,0.0312,0.3000
2809,dynamic,0.8441,-0.0267,0.4589,-8.83,1.831,2.3044,0.4807,2.3540,2.2822,-0.5768,0.000,1,DESCEND_TO_LOW,1.0000,-0.4087,-0.3532,0.3000
2914,dynamic,0.9084,-0.0105,0.4677,-8.83,1.793,2.3044,0.4807,2.3540,2.2756,-0.6023,0.000,1,STABILIZE_LOW,1.0000,-0.4243,-0.3532,0.3000
3012,dynamic,0.9661,0.0008,0.4697,-13.00,1.749,2.4046,0.3280,2.4269,2.2932,-0.7945,0.000,1,STABILIZE_LOW,1.0000,-0.5742,-0.5200,0.0747
3110,dynamic,1.0390,0.0103,0.4654,-18.70,1.718,2.8815,0.0547,2.8821,2.5960,-1.2519,0.000,1,STABILIZE_LOW,1.0000,-0.9017,-0.7480,0.0654
3212,dynamic,1.1014,0.0108,0.4544,-20.20,1.696,2.9524,-0.0547,2.9529,2.6212,-1.3598,0.000,1,STABILIZE_LOW,1.0000,-0.9850,-0.8080,0.0588
3311,dynamic,1.1763,0.0044,0.4351,-21.49,1.676,3.0416,-0.0993,3.0432,2.7045,-1.3952,0.000,1,STABILIZE_LOW,1.0000,-1.0000,-0.8596,0.0527
3410,dynamic,1.2552,-0.0105,0.4114,-24.87,1.651,3.1065,-0.2922,3.1202,2.7155,-1.5369,0.000,1,STABILIZE_LOW,1.0000,-1.0000,-0.9948,0.0454
3512,dynamic,1.3330,-0.0314,0.3866,-26.12,1.624,3.0985,-0.3618,3.1195,2.7179,-1.5311,0.000,1,STABILIZE_LOW,1.0000,-1.0000,-1.0448,0.0371
3610,dynamic,1.4136,-0.0616,0.3606,-26.76,1.600,2.9312,-0.4732,2.9691,2.5612,-1.5019,0.000,1,STABILIZE_LOW,1.0000,-1.0000,-1.0704,0.0301
3711,dynamic,1.4957,-0.0958,0.3301,-27.42,1.576,2.6557,-0.5743,2.7171,2.3095,-1.4313,0.000,1,STABILIZE_LOW,1.0000,-1.0000,-1.0968,0.0227
3810,dynamic,1.5794,-0.1363,0.3000,-27.42,1.549,2.6557,-0.5743,2.7171,2.3507,-1.3626,0.000,1,STABILIZE_LOW,1.0000,-1.0000,-1.0968,0.0148
3913,dynamic,1.6633,-0.1804,0.2696,-27.42,1.523,2.6557,-0.5743,2.7171,2.3913,-1.2900,0.000,1,STABILIZE_LOW,1.0000,-1.0000,-1.0968,0.0070
4015,dynamic,1.7501,-0.2318,0.2397,-24.58,1.502,2.2254,-0.6628,2.3220,1.9901,-1.1963,-0.011,1,TERMINAL_LAND,1.0000,-0.9359,-0.9832,0.0000
4110,dynamic,1.8377,-0.2880,0.2083,-21.50,1.480,1.8944,-0.6172,1.9925,1.7130,-1.0177,-0.030,1,TERMINAL_LAND,1.0000,-0.8060,-0.8600,0.0000
4211,dynamic,1.9280,-0.3502,0.1766,-21.50,1.460,1.8944,-0.6172,1.9925,1.7437,-0.9641,-0.050,1,TERMINAL_LAND,1.0000,-0.7711,-0.8600,0.0000
4311,dynamic,2.0177,-0.4152,0.1398,-21.50,1.439,1.8944,-0.6172,1.9925,1.7773,-0.9006,-0.070,1,TERMINAL_LAND,1.0000,-0.7284,-0.8600,0.0000
4410,dynamic,2.1097,-0.4840,0.1058,-18.95,1.421,1.4041,-0.4770,1.4829,1.3375,-0.6403,-0.090,1,TERMINAL_LAND,1.0000,-0.5321,-0.7580,0.0000
4510,dynamic,2.2014,-0.5530,0.0738,-17.01,1.399,1.3057,-0.4341,1.3760,1.2634,-0.5452,-0.110,1,TERMINAL_LAND,1.0000,-0.4604,-0.6804,0.0000
4609,dynamic,2.2953,-0.6231,0.0446,-10.82,1.374,1.1585,-0.3539,1.2114,1.1370,-0.4179,-0.130,1,TERMINAL_LAND,0.9604,-0.3572,-0.4328,0.0000
4710,dynamic,2.3862,-0.6914,0.0191,-6.04,1.360,1.1143,-0.3093,1.1564,1.1049,-0.3414,-0.150,1,TERMINAL_LAND,0.9424,-0.2923,-0.2416,0.0000
4810,dynamic,2.4770,-0.7568,6.2795,-0.68,1.351,1.0680,-0.2276,1.0920,1.0669,-0.2324,-0.170,1,TERMINAL_LAND,0.9181,-0.2002,-0.0272,0.0000
