time_ms,scenario,drone_x,drone_y,drone_yaw_rad,rotation_error_deg,altitude_m,pixel_err_x,pixel_err_y,ground_err_m,forward_err_m,lateral_err_m,gimbal_norm,locked,state,last_cmd_pitch,last_cmd_roll,last_cmd_yaw_vel,last_cmd_thrust
18,static,0.8782,0.1579,0.0056,13.77,1.954,7.8824,3.0232,8.4423,7.9033,2.9682,0.000,1,SEARCH,0.4140,0.0000,0.0000,-0.0137
118,static,0.9201,0.1669,0.0029,13.68,1.958,7.6223,2.9286,8.1655,7.6339,2.8981,0.000,1,SEARCH,0.4094,0.0000,0.0000,-0.0126
218,static,0.9649,0.1767,6.2809,13.68,1.948,7.6223,2.9286,8.1655,7.6222,2.9289,0.000,1,SEARCH,0.4053,0.0000,0.0000,-0.0155
318,static,1.0091,0.1877,6.2741,0.00,1.934,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.4004,0.0000,0.0000,-0.0197
418,static,1.0515,0.1980,6.2692,0.00,1.925,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3961,0.0000,0.0000,-0.0225
518,static,1.0933,0.2090,6.2654,0.00,1.919,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3923,0.0000,0.0000,-0.0244
618,static,1.1375,0.2203,6.2640,0.00,1.918,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3883,0.0000,0.0000,-0.0245
718,static,1.1734,0.2293,6.2660,0.00,1.921,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3838,0.0000,0.0000,-0.0238
818,static,1.2156,0.2401,6.2695,0.00,1.928,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3800,0.0000,0.0000,-0.0217
918,static,1.2535,0.2500,6.2746,14.85,1.932,5.6818,2.5103,6.2116,5.6540,2.5722,0.000,1,SEARCH,0.3762,0.0000,0.0000,-0.0205
1018,static,1.2901,0.2599,6.2804,0.00,1.937,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3725,0.0000,0.0000,-0.0189
1119,static,1.3241,0.2718,0.0024,0.00,1.941,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3687,0.0000,0.0000,-0.0176
1223,static,1.3643,0.2872,0.0072,14.15,1.947,5.0519,2.3074,5.5539,5.0645,2.2795,0.000,1,SEARCH,0.3650,0.0000,0.0000,-0.0159
1318,static,1.3965,0.3008,0.0104,0.00,1.952,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3618,0.0000,0.0000,-0.0144
1418,static,1.4337,0.3171,0.0104,0.00,1.958,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3583,0.0000,0.0000,-0.0127
1518,static,1.4625,0.3292,0.0088,0.00,1.959,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3547,0.0000,0.0000,-0.0122
1617,static,1.4964,0.3446,0.0063,0.00,1.966,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3516,0.0000,0.0000,-0.0101
1718,static,1.5267,0.3596,0.0016,0.00,1.970,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3485,0.0000,0.0000,-0.0091
1818,static,1.5522,0.3735,6.2807,12.16,1.978,3.5472,1.8208,3.9872,3.5447,1.8255,0.000,1,SEARCH,0.3456,0.0000,0.0000,-0.0067
1917,static,1.5832,0.3896,6.2769,0.00,1.979,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3431,0.0000,0.0000,-0.0064
2018,static,1.6098,0.4049,6.2746,12.84,1.986,3.2893,1.6883,3.6973,3.2760,1.7141,0.000,1,SEARCH,0.3401,0.0000,0.0000,-0.0042
2121,static,1.6348,0.4174,6.2728,12.84,1.990,3.2893,1.6883,3.6973,3.2730,1.7197,0.000,1,SEARCH,0.3376,0.0000,0.0000,-0.0029
2218,static,1.6646,0.4324,6.2724,13.14,2.000,3.1427,1.6791,3.5631,3.1249,1.7119,0.000,1,SEARCH,0.3349,0.0000,0.0000,0.0001
2318,static,1.6934,0.4461,6.2720,13.14,2.007,3.1427,1.6791,3.5631,3.1234,1.7148,0.000,1,SEARCH,0.3321,0.0000,0.0000,0.0022
2417,static,1.7189,0.4597,6.2730,0.00,2.013,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3290,0.0000,0.0000,0.0040
2518,static,1.7505,0.4772,6.2753,0.00,2.018,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3261,0.0000,0.0000,0.0053
2618,static,1.7784,0.4939,6.2781,0.00,2.023,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3236,0.0000,0.0000,0.0068
2718,static,1.8068,0.5106,6.2827,0.00,2.029,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3205,0.0000,0.0000,0.0087
2817,static,1.8324,0.5259,0.0049,0.00,2.036,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3176,0.0000,0.0000,0.0108
2917,static,1.8660,0.5434,0.0101,0.00,2.043,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3146,0.0000,0.0000,0.0130
3017,static,1.8968,0.5607,0.0157,0.00,2.050,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3116,0.0000,0.0000,0.0151
3117,static,1.9270,0.5770,0.0202,0.00,2.056,0.0000,0.0000,0.0000,0.0000,0.0000,0.000,0,SEARCH,0.3085,0.0000,0.0000,0.0168
3224,static,1.9575,0.5942,0.0242,10.66,2.061,1.8048,1.1376,2.1334,1.8299,1.0968,0.000,1,SEARCH,0.3058,0.0000,0.0000,0.0184
