time_ms,scenario,drone_x,drone_y,drone_yaw_rad,altitude_m,pixel_err_x,pixel_err_y,ground_err_m,gimbal_norm,locked,state
26393,dynamic,0.2191,-0.1907,1.8081,1.454,-0.5280,-1.9120,1.9836,-1.000,1,TERMINAL_LAND
26492,dynamic,0.2233,-0.1839,1.7786,1.459,-0.5280,-1.9120,1.9836,-1.000,1,TERMINAL_LAND
26592,dynamic,0.2227,-0.1742,1.7488,1.461,-0.5280,-1.9120,1.9836,-1.000,1,TERMINAL_LAND
26692,dynamic,0.2234,-0.1638,1.7178,1.459,-0.5280,-1.9120,1.9836,-1.000,1,TERMINAL_LAND
26798,dynamic,0.2278,-0.1520,1.6865,1.456,-0.5280,-1.9120,1.9836,-1.000,1,TERMINAL_LAND
26892,dynamic,0.2349,-0.1441,1.6477,1.454,-1.0451,-1.3889,1.7382,-1.000,1,TERMINAL_LAND
26992,dynamic,0.2393,-0.1405,1.5994,1.453,-1.0451,-1.3889,1.7382,-1.000,1,TERMINAL_LAND
27092,dynamic,0.2405,-0.1435,1.5665,1.452,-1.0451,-1.3889,1.7382,-1.000,1,TERMINAL_LAND
27192,dynamic,0.2375,-0.1452,1.5691,1.452,-1.0451,-1.3889,1.7382,-1.000,1,TERMINAL_LAND
27293,dynamic,0.2331,-0.1454,1.5859,1.453,-1.0451,-1.3889,1.7382,-1.000,1,TERMINAL_LAND
27392,dynamic,0.2293,-0.1411,1.6113,1.452,-1.0451,-1.3889,1.7382,-1.000,1,TERMINAL_LAND
27492,dynamic,0.2254,-0.1357,1.6196,1.447,-1.0451,-1.3889,1.7382,-1.000,1,TERMINAL_LAND
27594,dynamic,0.2237,-0.1266,1.6184,1.435,-1.0451,-1.3889,1.7382,-1.000,1,TERMINAL_LAND
27694,dynamic,0.2211,-0.1142,1.6273,1.417,-0.5536,-0.5102,0.7529,-1.000,1,TERMINAL_LAND
27792,dynamic,0.2223,-0.0983,1.6310,1.400,-0.5536,-0.5102,0.7529,-1.000,1,TERMINAL_LAND
27892,dynamic,0.2224,-0.0813,1.6275,1.384,-0.5536,-0.5102,0.7529,-1.000,1,TERMINAL_LAND
27994,dynamic,0.2252,-0.0604,1.6250,1.369,-0.5536,-0.5102,0.7529,-1.000,1,TERMINAL_LAND
28092,dynamic,0.2331,-0.0392,1.6048,1.355,-0.5536,-0.5102,0.7529,-1.000,1,TERMINAL_LAND
28194,dynamic,0.2491,-0.0173,1.5648,1.345,-0.5536,-0.5102,0.7529,-1.000,1,TERMINAL_LAND
28292,dynamic,0.2688,0.0023,1.5258,1.341,-0.5536,-0.5102,0.7529,-1.000,1,TERMINAL_LAND
28392,dynamic,0.2812,0.0203,1.5016,1.336,-0.5536,-0.5102,0.7529,-1.000,1,TERMINAL_LAND
28492,dynamic,0.2842,0.0375,1.4967,1.328,-1.8801,-1.5163,2.4154,-1.000,1,TERMINAL_LAND
28593,dynamic,0.2734,0.0587,1.5166,1.316,-1.8801,-1.5163,2.4154,-1.000,1,TERMINAL_LAND
28692,dynamic,0.2544,0.0766,1.5437,1.299,-1.8801,-1.5163,2.4154,-1.000,1,TERMINAL_LAND
28793,dynamic,0.2381,0.0848,1.5412,1.285,-1.8801,-1.5163,2.4154,-1.000,1,TERMINAL_LAND
28892,dynamic,0.2218,0.0900,1.5133,1.271,-1.8801,-1.5163,2.4154,-1.000,1,TERMINAL_LAND
28992,dynamic,0.1997,0.1069,1.5108,1.250,-1.8801,-1.5163,2.4154,-1.000,1,TERMINAL_LAND
29093,dynamic,0.1711,0.1273,1.5304,1.203,-1.8801,-1.5163,2.4154,-1.000,1,TERMINAL_LAND
29192,dynamic,0.1414,0.1414,1.5382,1.148,-1.8801,-1.5163,2.4154,-1.000,1,TERMINAL_LAND
29292,dynamic,0.1144,0.1520,1.5412,1.094,-2.8663,-2.0309,3.5129,-1.000,1,TERMINAL_LAND
29394,dynamic,0.0890,0.1648,1.5485,1.021,-2.8663,-2.0309,3.5129,-1.000,1,TERMINAL_LAND
29492,dynamic,0.0634,0.1846,1.5709,0.962,-2.8663,-2.0309,3.5129,-1.000,1,TERMINAL_LAND
29592,dynamic,0.0453,0.2060,1.6075,0.896,-2.8663,-2.0309,3.5129,-1.000,1,TERMINAL_LAND
29692,dynamic,0.0315,0.2288,1.6367,0.850,-2.8663,-2.0309,3.5129,-1.000,1,TERMINAL_LAND
29793,dynamic,0.0148,0.2488,1.6479,0.795,-2.8663,-2.0309,3.5129,-1.000,1,TERMINAL_LAND
29893,dynamic,-0.0000,0.2640,1.6505,0.752,-2.8663,-2.0309,3.5129,-1.000,1,TERMINAL_LAND
29995,dynamic,-0.0212,0.2792,1.6494,0.703,-0.8622,-0.5427,1.0187,-1.000,1,TERMINAL_LAND
30092,dynamic,-0.0390,0.2935,1.6419,0.668,-0.8622,-0.5427,1.0187,-1.000,1,TERMINAL_LAND
30193,dynamic,-0.0513,0.3084,1.6340,0.629,-0.8622,-0.5427,1.0187,-1.000,1,TERMINAL_LAND
30292,dynamic,-0.0579,0.3221,1.6409,0.586,-0.8622,-0.5427,1.0187,-1.000,1,TERMINAL_LAND
30394,dynamic,-0.0612,0.3327,1.6395,0.547,-0.8622,-0.5427,1.0187,-1.000,1,TERMINAL_LAND
30492,dynamic,-0.0555,0.3441,1.6167,0.506,-0.8622,-0.5427,1.0187,-1.000,1,TERMINAL_LAND
30597,dynamic,-0.0485,0.3551,1.5915,0.466,-0.8622,-0.5427,1.0187,-1.000,1,TERMINAL_LAND
30692,dynamic,-0.0449,0.3670,1.5833,0.433,-0.5774,-0.4064,0.7061,-1.000,1,TERMINAL_LAND
30792,dynamic,-0.0476,0.3783,1.5740,0.400,-0.5774,-0.4064,0.7061,-1.000,1,TERMINAL_LAND
30894,dynamic,-0.0486,0.3805,1.5715,0.393,-0.5774,-0.4064,0.7061,-1.000,1,DONE
