mode,scenario,wind_scenario,linear_error_m,rotation_error_deg,engagement_duration_s,drone_x,drone_y,target_x,target_y
gimbal,dynamic,none,0.2107,33.81,15.03,4.6518,-0.1953,4.4411,-0.1972
