time_ms,mode,scenario,wind_scenario,linear_error_m,rotation_error_deg,engagement_duration_s,drone_x,drone_y,target_x,target_y,altitude_m,state
4000,static,static,none,3.7207,0.14,4.00,6.2802,0.0793,10.0000,0.0000,2.719,DESCEND_TO_1M
4100,static,static,none,3.6558,0.19,4.10,6.3449,0.0703,10.0000,0.0000,2.663,DESCEND_TO_1M
4200,static,static,none,3.5795,0.25,4.20,6.4210,0.0592,10.0000,0.0000,2.603,DESCEND_TO_1M
4300,static,static,none,3.5050,0.31,4.30,6.4954,0.0479,10.0000,0.0000,2.547,DESCEND_TO_1M
4400,static,static,none,3.4207,0.38,4.40,6.5795,0.0346,10.0000,0.0000,2.487,DESCEND_TO_1M
4500,static,static,none,3.3339,0.42,4.50,6.6661,0.0212,10.0000,0.0000,2.432,DESCEND_TO_1M
4600,static,static,none,3.2513,0.44,4.60,6.7487,0.0088,10.0000,0.0000,2.373,DESCEND_TO_1M
4700,static,static,none,3.1668,0.43,4.70,6.8332,-0.0033,10.0000,0.0000,2.319,DESCEND_TO_1M
4800,static,static,none,3.0735,0.40,4.80,6.9265,-0.0151,10.0000,0.0000,2.261,DESCEND_TO_1M
4900,static,static,none,2.9862,0.34,4.90,7.0139,-0.0235,10.0000,0.0000,2.207,DESCEND_TO_1M
5000,static,static,none,2.8906,0.26,5.00,7.1096,-0.0305,10.0000,0.0000,2.150,DESCEND_TO_1M
5100,static,static,none,2.7948,0.18,5.10,7.2054,-0.0359,10.0000,0.0000,2.098,DESCEND_TO_1M
5200,static,static,none,2.7072,0.10,5.20,7.2931,-0.0397,10.0000,0.0000,2.042,DESCEND_TO_1M
5300,static,static,none,2.6220,0.04,5.30,7.3783,-0.0424,10.0000,0.0000,1.991,DESCEND_TO_1M
5400,static,static,none,2.5336,0.01,5.40,7.4668,-0.0440,10.0000,0.0000,1.941,DESCEND_TO_1M
5500,static,static,none,2.4499,0.05,5.50,7.5505,-0.0444,10.0000,0.0000,1.888,DESCEND_TO_1M
5600,static,static,none,2.3776,0.10,5.60,7.6228,-0.0434,10.0000,0.0000,1.834,DESCEND_TO_1M
5700,static,static,none,2.3048,0.13,5.70,7.6955,-0.0409,10.0000,0.0000,1.785,DESCEND_TO_1M
5800,static,static,none,2.2417,0.16,5.80,7.7586,-0.0377,10.0000,0.0000,1.736,DESCEND_TO_1M
5900,static,static,none,2.1828,0.18,5.90,7.8174,-0.0342,10.0000,0.0000,1.682,DESCEND_TO_1M
6000,static,static,none,2.1240,0.19,6.00,7.8762,-0.0303,10.0000,0.0000,1.633,DESCEND_TO_1M
6100,static,static,none,2.0698,0.19,6.10,7.9304,-0.0265,10.0000,0.0000,1.578,DESCEND_TO_1M
6200,static,static,none,2.0229,0.18,6.20,7.9773,-0.0235,10.0000,0.0000,1.524,DESCEND_TO_1M
6300,static,static,none,1.9749,0.16,6.30,8.0252,-0.0209,10.0000,0.0000,1.473,DESCEND_TO_1M
6400,static,static,none,1.9334,0.14,6.40,8.0667,-0.0184,10.0000,0.0000,1.422,DESCEND_TO_1M
6500,static,static,none,1.8907,0.12,6.50,8.1094,-0.0152,10.0000,0.0000,1.367,DESCEND_TO_1M
6600,static,static,none,1.8527,0.10,6.60,8.1474,-0.0123,10.0000,0.0000,1.311,DESCEND_TO_1M
6700,static,static,none,1.8150,0.07,6.70,8.1850,-0.0094,10.0000,0.0000,1.260,STABILIZE_1M
6800,static,static,none,1.7744,0.04,6.80,8.2256,-0.0062,10.0000,0.0000,1.216,STABILIZE_1M
6900,static,static,none,1.7337,0.01,6.90,8.2663,-0.0027,10.0000,0.0000,1.197,STABILIZE_1M
7000,static,static,none,1.6957,0.02,7.00,8.3043,0.0003,10.0000,0.0000,1.186,STABILIZE_1M
7100,static,static,none,1.6539,0.04,7.10,8.3461,0.0029,10.0000,0.0000,1.179,STABILIZE_1M
7200,static,static,none,1.6149,0.05,7.20,8.3851,0.0042,10.0000,0.0000,1.175,STABILIZE_1M
7300,static,static,none,1.5725,0.05,7.30,8.4275,0.0047,10.0000,0.0000,1.171,STABILIZE_1M
7400,static,static,none,1.5335,0.05,7.40,8.4665,0.0048,10.0000,0.0000,1.167,STABILIZE_1M
7500,static,static,none,1.4912,0.04,7.50,8.5088,0.0047,10.0000,0.0000,1.164,STABILIZE_1M
7600,static,static,none,1.4520,0.03,7.60,8.5480,0.0041,10.0000,0.0000,1.161,STABILIZE_1M
7700,static,static,none,1.4124,0.02,7.70,8.5876,0.0031,10.0000,0.0000,1.158,STABILIZE_1M
7800,static,static,none,1.3688,0.02,7.80,8.6312,0.0018,10.0000,0.0000,1.155,TERMINAL_LAND
7900,static,static,none,1.3280,0.02,7.90,8.6720,0.0006,10.0000,0.0000,1.152,TERMINAL_LAND
8000,static,static,none,1.2799,0.02,8.00,8.7201,-0.0004,10.0000,0.0000,1.148,TERMINAL_LAND
8100,static,static,none,1.2300,0.02,8.10,8.7700,-0.0007,10.0000,0.0000,1.142,TERMINAL_LAND
8200,static,static,none,1.1700,0.05,8.20,8.8300,0.0000,10.0000,0.0000,1.136,TERMINAL_LAND
8300,static,static,none,1.1047,0.08,8.30,8.8954,0.0012,10.0000,0.0000,1.130,TERMINAL_LAND
8400,static,static,none,1.0404,0.13,8.40,8.9597,0.0023,10.0000,0.0000,1.124,TERMINAL_LAND
8500,static,static,none,0.9672,0.17,8.50,9.0328,0.0035,10.0000,0.0000,1.119,TERMINAL_LAND
8600,static,static,none,0.8976,0.20,8.60,9.1024,0.0041,10.0000,0.0000,1.114,TERMINAL_LAND
8700,static,static,none,0.8218,0.22,8.70,9.1782,0.0045,10.0000,0.0000,1.109,TERMINAL_LAND
8800,static,static,none,0.7525,0.22,8.80,9.2476,0.0047,10.0000,0.0000,1.106,TERMINAL_LAND
8900,static,static,none,0.6795,0.19,8.90,9.3206,0.0049,10.0000,0.0000,1.103,TERMINAL_LAND
9000,static,static,none,0.6147,0.15,9.00,9.3853,0.0050,10.0000,0.0000,1.101,TERMINAL_LAND
9100,static,static,none,0.5480,0.10,9.10,9.4520,0.0054,10.0000,0.0000,1.099,TERMINAL_LAND
9200,static,static,none,0.4897,0.03,9.20,9.5104,0.0067,10.0000,0.0000,1.097,TERMINAL_LAND
9300,static,static,none,0.4305,0.04,9.30,9.5696,0.0092,10.0000,0.0000,1.096,TERMINAL_LAND
9400,static,static,none,0.3801,0.10,9.40,9.6201,0.0119,10.0000,0.0000,1.095,TERMINAL_LAND
9500,static,static,none,0.3302,0.15,9.50,9.6702,0.0153,10.0000,0.0000,1.094,TERMINAL_LAND
9600,static,static,none,0.2890,0.19,9.60,9.7116,0.0181,10.0000,0.0000,1.092,TERMINAL_LAND
9700,static,static,none,0.2492,0.21,9.70,9.7517,0.0210,10.0000,0.0000,1.091,TERMINAL_LAND
9800,static,static,none,0.2167,0.22,9.80,9.7846,0.0233,10.0000,0.0000,1.089,TERMINAL_LAND
9900,static,static,none,0.1865,0.21,9.90,9.8153,0.0259,10.0000,0.0000,1.086,TERMINAL_LAND
10000,static,static,none,0.1624,0.19,10.00,9.8402,0.0289,10.0000,0.0000,1.060,TERMINAL_LAND
10100,static,static,none,0.1410,0.16,10.10,9.8627,0.0318,10.0000,0.0000,1.026,TERMINAL_LAND
10200,static,static,none,0.1207,0.13,10.20,9.8844,0.0346,10.0000,0.0000,0.986,TERMINAL_LAND
10300,static,static,none,0.1045,0.10,10.30,9.9022,0.0367,10.0000,0.0000,0.936,TERMINAL_LAND
10401,static,static,none,0.0895,0.08,10.40,9.9191,0.0384,10.0000,0.0000,0.885,TERMINAL_LAND
10500,static,static,none,0.0765,0.05,10.50,9.9345,0.0396,10.0000,0.0000,0.836,TERMINAL_LAND
10600,static,static,none,0.0662,0.03,10.60,9.9477,0.0406,10.0000,0.0000,0.781,TERMINAL_LAND
10700,static,static,none,0.0575,0.01,10.70,9.9599,0.0412,10.0000,0.0000,0.731,TERMINAL_LAND
10800,static,static,none,0.0503,0.00,10.80,9.9721,0.0418,10.0000,0.0000,0.680,TERMINAL_LAND
10900,static,static,none,0.0460,0.00,10.90,9.9831,0.0428,10.0000,0.0000,0.625,TERMINAL_LAND
11000,static,static,none,0.0442,0.01,11.00,9.9926,0.0436,10.0000,0.0000,0.571,TERMINAL_LAND
11100,static,static,none,0.0443,0.01,11.10,10.0013,0.0443,10.0000,0.0000,0.520,TERMINAL_LAND
11200,static,static,none,0.0457,0.01,11.20,10.0078,0.0450,10.0000,0.0000,0.465,TERMINAL_LAND
11300,static,static,none,0.0481,0.01,11.30,10.0133,0.0462,10.0000,0.0000,0.415,TERMINAL_LAND
11351,static,static,none,0.0500,0.02,11.35,10.0165,0.0472,10.0000,0.0000,0.389,TERMINAL_LAND
