run,repeat,mode,scenario,linear_error_m,rotation_error_deg,engagement_s,csv_file
1,1,STATIC,DYNAMIC,0.3345,-19.13,25.19,static_dynamic_083510.csv
2,1,GIMBAL,DYNAMIC,0.1354,0.31,17.11,gimbal_dynamic_083612.csv
