time_ms,mode,scenario,wind_scenario,linear_error_m,rotation_error_deg,engagement_duration_s,drone_x,drone_y,target_x,target_y,altitude_m,state
100,gimbal,dynamic,none,1.6807,12.73,0.10,-0.0461,-0.0190,1.2687,1.0280,4.713,SEARCH
200,gimbal,dynamic,none,1.7281,11.18,0.20,-0.0469,-0.0224,1.3169,1.0389,4.719,SEARCH
300,gimbal,dynamic,none,1.7752,9.64,0.30,-0.0482,-0.0257,1.3653,1.0482,4.726,SEARCH
400,gimbal,dynamic,none,1.8221,8.06,0.40,-0.0501,-0.0288,1.4139,1.0560,4.732,SEARCH
500,gimbal,dynamic,none,1.8676,6.46,0.50,-0.0517,-0.0309,1.4627,1.0622,4.738,SEARCH
600,gimbal,dynamic,none,1.9128,4.81,0.60,-0.0539,-0.0323,1.5116,1.0667,4.743,SEARCH
700,gimbal,dynamic,none,1.9572,3.08,0.70,-0.0566,-0.0326,1.5606,1.0697,4.749,SEARCH
800,gimbal,dynamic,none,2.0012,1.30,0.80,-0.0597,-0.0323,1.6098,1.0711,4.754,SEARCH
900,gimbal,dynamic,none,2.0452,-0.52,0.90,-0.0635,-0.0316,1.6591,1.0709,4.758,SEARCH
1000,gimbal,dynamic,none,2.0889,-2.37,1.00,-0.0676,-0.0306,1.7085,1.0690,4.763,SEARCH
1100,gimbal,dynamic,none,2.1320,-4.23,1.10,-0.0714,-0.0292,1.7580,1.0656,4.768,SEARCH
1200,gimbal,dynamic,none,2.1743,-6.08,1.20,-0.0746,-0.0279,1.8076,1.0606,4.772,SEARCH
1300,gimbal,dynamic,none,2.2164,-7.90,1.30,-0.0776,-0.0270,1.8573,1.0541,4.776,SEARCH
1400,gimbal,dynamic,none,2.2585,-9.67,1.40,-0.0803,-0.0270,1.9070,1.0461,4.781,SEARCH
1500,gimbal,dynamic,none,2.3003,-11.39,1.50,-0.0823,-0.0280,1.9569,1.0365,4.786,STABILIZE_5M
1600,gimbal,dynamic,none,2.3418,13.03,1.60,-0.0837,-0.0301,2.0067,1.0255,4.790,STABILIZE_5M
1700,gimbal,dynamic,none,2.3837,14.61,1.70,-0.0859,-0.0315,2.0567,1.0131,4.795,STABILIZE_5M
1800,gimbal,dynamic,none,2.4298,16.09,1.80,-0.0954,-0.0278,2.1066,0.9992,4.798,STABILIZE_5M
1900,gimbal,dynamic,none,2.4821,17.42,1.90,-0.1145,-0.0175,2.1566,0.9840,4.800,STABILIZE_5M
2000,gimbal,dynamic,none,2.5428,-18.61,2.00,-0.1453,0.0007,2.2066,0.9674,4.801,STABILIZE_5M
2100,gimbal,dynamic,none,2.6149,-19.58,2.10,-0.1915,0.0307,2.2566,0.9496,4.799,STABILIZE_5M
2200,gimbal,dynamic,none,2.6926,-20.32,2.20,-0.2446,0.0694,2.3066,0.9305,4.796,DESCEND_TO_1M
2300,gimbal,dynamic,none,2.7809,-20.84,2.30,-0.3107,0.1233,2.3566,0.9103,4.781,DESCEND_TO_1M
2400,gimbal,dynamic,none,2.8753,-21.22,2.40,-0.3814,0.1858,2.4065,0.8890,4.735,DESCEND_TO_1M
2500,gimbal,dynamic,none,2.9713,-21.44,2.50,-0.4501,0.2496,2.4564,0.8665,4.678,DESCEND_TO_1M
2600,gimbal,dynamic,none,3.0783,-21.59,2.60,-0.5276,0.3224,2.5063,0.8431,4.614,DESCEND_TO_1M
2700,gimbal,dynamic,none,3.1873,-21.61,2.70,-0.6023,0.3907,2.5561,0.8187,4.551,DESCEND_TO_1M
2800,gimbal,dynamic,none,3.3083,-20.99,2.80,-0.6860,0.4642,2.6059,0.7938,4.494,DESCEND_TO_1M
2900,gimbal,dynamic,none,3.4289,-20.19,2.90,-0.7651,0.5310,2.6555,0.7690,4.435,DESCEND_TO_1M
3000,gimbal,dynamic,none,3.5597,-19.43,3.00,-0.8517,0.6017,2.7051,0.7442,4.381,DESCEND_TO_1M
3100,gimbal,dynamic,none,3.6872,-18.59,3.10,-0.9322,0.6651,2.7546,0.7195,4.323,DESCEND_TO_1M
3200,gimbal,dynamic,none,3.8176,-17.84,3.20,-1.0135,0.7264,2.8040,0.6948,4.270,DESCEND_TO_1M
3300,gimbal,dynamic,none,3.9575,-17.03,3.30,-1.1024,0.7906,2.8533,0.6701,4.214,DESCEND_TO_1M
3400,gimbal,dynamic,none,4.0990,-16.32,3.40,-1.1913,0.8529,2.9024,0.6456,4.164,DESCEND_TO_1M
3500,gimbal,dynamic,none,4.2304,-15.60,3.50,-1.2692,0.9075,2.9514,0.6211,4.113,DESCEND_TO_1M
3600,gimbal,dynamic,none,4.3609,-14.98,3.60,-1.3452,0.9623,3.0003,0.5966,4.068,DESCEND_TO_1M
3700,gimbal,dynamic,none,4.4766,-14.44,3.70,-1.4063,1.0084,3.0490,0.5723,4.020,DESCEND_TO_1M
3800,gimbal,dynamic,none,4.5881,-14.03,3.80,-1.4625,1.0538,3.0976,0.5480,3.976,DESCEND_TO_1M
3900,gimbal,dynamic,none,4.6862,-13.74,3.90,-1.5057,1.0916,3.1460,0.5238,3.927,DESCEND_TO_1M
4000,gimbal,dynamic,none,4.7807,-13.60,4.00,-1.5450,1.1288,3.1941,0.4997,3.880,DESCEND_TO_1M
4100,gimbal,dynamic,none,4.8661,-13.58,4.10,-1.5754,1.1610,3.2422,0.4757,3.829,DESCEND_TO_1M
4200,gimbal,dynamic,none,4.9493,-13.66,4.20,-1.6035,1.1936,3.2900,0.4518,3.780,DESCEND_TO_1M
4300,gimbal,dynamic,none,5.0266,-13.83,4.30,-1.6261,1.2213,3.3376,0.4280,3.727,DESCEND_TO_1M
4400,gimbal,dynamic,none,5.1032,-14.03,4.40,-1.6477,1.2495,3.3849,0.4043,3.677,DESCEND_TO_1M
4500,gimbal,dynamic,none,5.1756,-14.25,4.50,-1.6659,1.2740,3.4321,0.3807,3.623,DESCEND_TO_1M
4600,gimbal,dynamic,none,5.2467,-14.45,4.60,-1.6828,1.2971,3.4790,0.3573,3.573,DESCEND_TO_1M
4700,gimbal,dynamic,none,5.3190,-14.63,4.70,-1.7010,1.3206,3.5257,0.3339,3.518,DESCEND_TO_1M
4800,gimbal,dynamic,none,5.3916,-14.77,4.80,-1.7198,1.3427,3.5721,0.3107,3.469,DESCEND_TO_1M
4900,gimbal,dynamic,none,5.4613,-14.86,4.90,-1.7364,1.3616,3.6182,0.2876,3.416,DESCEND_TO_1M
5000,gimbal,dynamic,none,5.5266,-14.88,5.00,-1.7489,1.3794,3.6641,0.2647,3.367,DESCEND_TO_1M
5100,gimbal,dynamic,none,5.5808,-14.84,5.10,-1.7511,1.3927,3.7097,0.2419,3.313,DESCEND_TO_1M
5200,gimbal,dynamic,none,5.6236,-14.73,5.20,-1.7429,1.4017,3.7551,0.2192,3.263,DESCEND_TO_1M
5300,gimbal,dynamic,none,5.6535,-14.56,5.30,-1.7225,1.4063,3.8001,0.1967,3.207,DESCEND_TO_1M
5400,gimbal,dynamic,none,5.6722,-14.34,5.40,-1.6921,1.4057,3.8448,0.1744,3.155,DESCEND_TO_1M
5500,gimbal,dynamic,none,5.6845,-13.14,5.50,-1.6566,1.4010,3.8892,0.1528,3.099,DESCEND_TO_1M
5600,gimbal,dynamic,none,5.6898,-11.86,5.60,-1.6153,1.3925,3.9333,0.1324,3.047,DESCEND_TO_1M
5700,gimbal,dynamic,none,5.6858,-10.51,5.70,-1.5659,1.3798,3.9771,0.1132,2.991,DESCEND_TO_1M
5800,gimbal,dynamic,none,5.6771,-9.14,5.80,-1.5128,1.3649,4.0205,0.0952,2.939,DESCEND_TO_1M
5900,gimbal,dynamic,none,5.6694,-7.73,5.90,-1.4613,1.3505,4.0636,0.0785,2.888,DESCEND_TO_1M
6000,gimbal,dynamic,none,5.6549,-6.31,6.00,-1.4038,1.3347,4.1063,0.0631,2.833,DESCEND_TO_1M
6100,gimbal,dynamic,none,5.6433,-4.85,6.10,-1.3496,1.3203,4.1487,0.0492,2.783,DESCEND_TO_1M
6200,gimbal,dynamic,none,5.6260,-3.32,6.20,-1.2905,1.3046,4.1907,0.0367,2.729,DESCEND_TO_1M
6300,gimbal,dynamic,none,5.6122,-1.69,6.30,-1.2354,1.2907,4.2324,0.0256,2.675,DESCEND_TO_1M
6400,gimbal,dynamic,none,5.5966,0.04,6.40,-1.1790,1.2773,4.2736,0.0161,2.625,DESCEND_TO_1M
6500,gimbal,dynamic,none,5.5742,1.88,6.50,-1.1166,1.2631,4.3145,0.0082,2.575,DESCEND_TO_1M
6600,gimbal,dynamic,none,5.5551,3.86,6.60,-1.0580,1.2502,4.3550,0.0018,2.521,DESCEND_TO_1M
6700,gimbal,dynamic,none,5.5293,5.96,6.70,-0.9936,1.2359,4.3951,-0.0030,2.466,DESCEND_TO_1M
6800,gimbal,dynamic,none,5.5014,8.20,6.80,-0.9279,1.2213,4.4348,-0.0061,2.415,DESCEND_TO_1M
6900,gimbal,dynamic,none,5.4769,10.56,6.90,-0.8661,1.2080,4.4741,-0.0076,2.365,DESCEND_TO_1M
7000,gimbal,dynamic,none,5.4458,13.02,7.00,-0.7987,1.1940,4.5130,-0.0074,2.309,DESCEND_TO_1M
7100,gimbal,dynamic,none,5.4193,15.57,7.10,-0.7362,1.1815,4.5515,-0.0056,2.258,DESCEND_TO_1M
7200,gimbal,dynamic,none,5.3872,18.17,7.20,-0.6689,1.1690,4.5895,-0.0020,2.204,DESCEND_TO_1M
7300,gimbal,dynamic,none,5.3607,20.82,7.30,-0.6076,1.1586,4.6271,0.0032,2.149,DESCEND_TO_1M
7400,gimbal,dynamic,none,5.3291,23.48,7.40,-0.5418,1.1486,4.6643,0.0101,2.099,DESCEND_TO_1M
7500,gimbal,dynamic,none,5.3021,26.16,7.50,-0.4812,1.1399,4.7010,0.0188,2.048,DESCEND_TO_1M
7600,gimbal,dynamic,none,5.2743,28.83,7.60,-0.4205,1.1316,4.7373,0.0291,1.994,DESCEND_TO_1M
7700,gimbal,dynamic,none,5.2405,31.47,7.70,-0.3544,1.1233,4.7732,0.0411,1.944,DESCEND_TO_1M
7800,gimbal,dynamic,none,5.2112,34.07,7.80,-0.2934,1.1162,4.8086,0.0548,1.890,DESCEND_TO_1M
