time_ms,scenario,drone_x,drone_y,drone_yaw_rad,rotation_error_deg,altitude_m,pixel_err_x,pixel_err_y,ground_err_m,forward_err_m,lateral_err_m,gimbal_norm,locked,state,last_cmd_pitch,last_cmd_roll,last_cmd_yaw_vel,last_cmd_thrust
64,DYNAMIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,IDLE,0.0,0.0,0.0,0.0
100,DYNAMIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,IDLE,0.0,0.0,0.0,0.0
150,DYNAMIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,IDLE,0.0,0.0,0.0,0.0
200,DYNAMIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,IDLE,0.0,0.0,0.0,0.0
250,DYNAMIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,IDLE,0.0,0.0,0.0,0.0
300,DYNAMIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,IDLE,0.0,0.0,0.0,0.0
350,DYNAMIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,IDLE,0.0,0.0,0.0,0.0
400,DYNAMIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,IDLE,0.0,0.0,0.0,0.0
461,DYNAMIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,IDLE,0.0,0.0,0.0,0.0
500,DYNAMIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,IDLE,0.0,0.0,0.0,0.0
550,DYNAMIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,IDLE,0.0,0.0,0.0,0.0
600,DYNAMIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,IDLE,0.0,0.0,0.0,0.0
650,DYNAMIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,IDLE,0.0,0.0,0.0,0.0
700,DYNAMIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,IDLE,0.0,0.0,0.0,0.0
750,DYNAMIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,IDLE,0.0,0.0,0.0,0.0
800,DYNAMIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,IDLE,0.0,0.0,0.0,0.0
850,DYNAMIC,0.003994941711425781,-0.0001304149627685547,3.2599284648895264,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0,IDLE,0.0,0.0,0.0,0.0
901,DYNAMIC,0.003912448883056641,-0.00014737248420715332,3.259951591491699,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0,IDLE,0.0,0.0,0.0,0.0
950,DYNAMIC,0.003833770751953125,-9.682774543762207e-05,3.2599575519561768,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0,IDLE,0.0,0.0,0.0,0.0
1000,DYNAMIC,0.0037441253662109375,-2.2113323211669922e-05,3.2599785327911377,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0,IDLE,0.0,0.0,0.0,0.0
1054,DYNAMIC,0.0036993026733398438,3.3229589462280273e-05,3.2599940299987793,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0,IDLE,0.0,0.0,0.0,0.0
1101,DYNAMIC,0.003631591796875,7.036328315734863e-05,3.2600080966949463,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0,IDLE,0.0,0.0,0.0,0.0
